scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,1,7,0.001,0.5290388340805514,31,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/primary_k0_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
primary,1,0.01,0.0001,13,78,0.00991232189110701,0.5328189103097625,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/primary_k1_lr1e-02_seed101.pt,6e4687c105fb1ac5,101
primary,2,0.001,1e-05,39,273,0.0009144048842659081,0.3947406921386718,69,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/primary_k2_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
primary,3,0.0001,1.0000000000000002e-06,66,462,7.636367895343946e-05,0.5256500380039215,96,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/primary_k3_lr1e-04_seed101.pt,6e4687c105fb1ac5,101
primary,4,0.001,1e-05,25,175,0.0009652393605146844,0.4185934820175171,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/primary_k4_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,0,0.001,1e-05,42,294,0.0009008439059511099,0.4377908179543235,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,1,0.001,1e-05,28,196,0.0009561446219345453,0.47773448610305785,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,2,0.001,1e-05,13,91,0.000991232189110701,0.5079905829429627,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,3,0.001,1e-05,30,210,0.0009495236500015047,0.5093160226995295,60,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,4,1e-05,1.0000000000000001e-07,8,56,9.97010672950314e-06,0.46383995342254636,38,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H209_run/checkpoints/shadow_k4_lr1e-05_seed101.pt,6e4687c105fb1ac5,101
