scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,30,210,9.495236500015047e-05,2.472907557631984,60,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/primary_k0_lr1e-04_seed101.pt,649131418599f207,101
primary,1,0.01,0.0001,11,66,0.009939057285945933,3.611242352109967,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/primary_k1_lr1e-02_seed101.pt,649131418599f207,101
primary,2,0.001,1e-05,15,105,0.00098807879715968,3.133619785308838,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/primary_k2_lr1e-03_seed101.pt,649131418599f207,101
primary,3,0.0001,1.0000000000000002e-06,23,161,9.707359806323417e-05,2.6286566257476807,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/primary_k3_lr1e-04_seed101.pt,649131418599f207,101
primary,4,0.01,0.0001,9,63,0.009960967771506667,3.3506019115448,39,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/primary_k4_lr1e-02_seed101.pt,649131418599f207,101
shadow,0,0.001,1e-05,52,364,0.0008494768343131955,2.8725165164831914,82,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,649131418599f207,101
shadow,1,0.001,1e-05,8,56,0.000997010672950314,3.046146869659424,38,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,649131418599f207,101
shadow,2,0.001,1e-05,63,441,0.0007832312720368048,2.8100061416625977,93,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,649131418599f207,101
shadow,3,0.0001,1.0000000000000002e-06,5,35,9.990232305719945e-05,3.5393006295868843,35,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,649131418599f207,101
shadow,4,0.0001,1.0000000000000002e-06,22,154,9.73312252619635e-05,2.657433271408081,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T319_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,649131418599f207,101
