scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,13,91,0.000991232189110701,2.9477395722360322,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/primary_k0_lr1e-03_seed101.pt,a68390db287cf3a0,101
primary,1,0.001,1e-05,21,126,0.0009757729755661011,3.347031102035985,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/primary_k1_lr1e-03_seed101.pt,a68390db287cf3a0,101
primary,2,0.0001,1.0000000000000002e-06,62,434,7.89627599761423e-05,3.4169633388519287,92,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/primary_k2_lr1e-04_seed101.pt,a68390db287cf3a0,101
primary,3,0.0001,1.0000000000000002e-06,82,574,6.505499609899905e-05,2.6531364917755127,112,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/primary_k3_lr1e-04_seed101.pt,a68390db287cf3a0,101
primary,4,0.001,1e-05,21,147,0.0009757729755661011,2.931053876876831,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/primary_k4_lr1e-03_seed101.pt,a68390db287cf3a0,101
shadow,0,0.0001,1.0000000000000002e-06,80,560,6.65339122008084e-05,2.656807870575876,110,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,a68390db287cf3a0,101
shadow,1,0.0001,1.0000000000000002e-06,105,735,4.739186928329899e-05,3.262005090713501,135,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,a68390db287cf3a0,101
shadow,2,0.001,1e-05,32,224,0.0009424639868939033,3.2301809787750244,62,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,a68390db287cf3a0,101
shadow,3,0.0001,1.0000000000000002e-06,53,371,8.438508174347009e-05,3.495207584265507,83,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,a68390db287cf3a0,101
shadow,4,0.001,1e-05,59,413,0.0008083889915582234,2.8055293560028076,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T274_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,a68390db287cf3a0,101
