scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,23,161,0.0009707359806323416,0.5002276102701823,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/primary_k0_lr1e-03_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
primary,1,0.0001,1.0000000000000002e-06,58,348,8.144951148861742e-05,0.5222211895566998,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/primary_k1_lr1e-04_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
primary,2,0.0001,1.0000000000000002e-06,115,805,3.9701909550871155e-05,0.40091875195503235,145,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/primary_k2_lr1e-04_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
primary,3,0.0001,1.0000000000000002e-06,54,378,8.381411941873378e-05,0.5023512244224548,84,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/primary_k3_lr1e-04_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
primary,4,0.0001,1.0000000000000002e-06,38,266,9.187246438772939e-05,0.47952234745025635,68,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/primary_k4_lr1e-04_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
shadow,0,0.001,1e-05,54,378,0.0008381411941873378,0.49167323834968335,84,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
shadow,1,0.001,1e-05,29,203,0.0009528893909706797,0.4910871386528015,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
shadow,2,0.0001,1.0000000000000002e-06,52,364,8.494768343131955e-05,0.45915332436561584,82,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
shadow,3,0.001,1e-05,39,273,0.0009144048842659081,0.4625661156394265,69,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
shadow,4,0.0001,1.0000000000000002e-06,49,343,8.658394705735987e-05,0.43101850152015686,79,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H088_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,94c085e4f3cb22a3,101,adff0c797d06993f2850f167c0900ead2cbfec97cd6353a206af01088fc5ec1f,F3_LOCAL_RASA_CDR3
