delta_mae,ci95_lo,ci95_hi,n,contrast,name,scheme,split,model_a,model_b,sign
0.004506711606626157,-0.2712798012627496,0.2805699913590041,162,SCRATCH_vs_ABLINGUA_ARCH-4_CONCAT,scratch_vs_ablingua,shadow,val,EXP-T095,EXP-T078,delta=MAE_a-MAE_b; negative => a better
0.009165493058569637,-0.21486630734102224,0.2196383181913399,162,SCRATCH_vs_ABLINGUA_ARCH-4_MEAN,scratch_vs_ablingua,primary,test,EXP-T096,EXP-T082,delta=MAE_a-MAE_b; negative => a better
0.01990579675745081,-0.20244642422523026,0.23940226354716734,162,SCRATCH_vs_ABLINGUA_ARCH-4_MEAN,scratch_vs_ablingua,primary,val,EXP-T096,EXP-T082,delta=MAE_a-MAE_b; negative => a better
-0.10030699364932967,-0.39946625733081204,0.2041676615491323,162,SCRATCH_vs_ABLINGUA_ARCH-4_MEAN,scratch_vs_ablingua,shadow,test,EXP-T096,EXP-T082,delta=MAE_a-MAE_b; negative => a better
0.09538398554295674,-0.19029883631953481,0.3856483765590338,162,SCRATCH_vs_ABLINGUA_ARCH-4_MEAN,scratch_vs_ablingua,shadow,val,EXP-T096,EXP-T082,delta=MAE_a-MAE_b; negative => a better
0.14204774079499422,-0.15284991323212044,0.45006455433221504,162,SCRATCH_vs_ABLINGUA_ARCH-5_CONCAT,scratch_vs_ablingua,primary,test,EXP-T097,EXP-T079,delta=MAE_a-MAE_b; negative => a better
0.009494640209056713,-0.302375062306722,0.30651465521918375,162,SCRATCH_vs_ABLINGUA_ARCH-5_CONCAT,scratch_vs_ablingua,primary,val,EXP-T097,EXP-T079,delta=MAE_a-MAE_b; negative => a better
0.09474309285481775,-0.15255482991536454,0.3410352971818713,162,SCRATCH_vs_ABLINGUA_ARCH-5_CONCAT,scratch_vs_ablingua,shadow,test,EXP-T097,EXP-T079,delta=MAE_a-MAE_b; negative => a better
0.06571178671754437,-0.17969014674057196,0.32365117367403007,162,SCRATCH_vs_ABLINGUA_ARCH-5_CONCAT,scratch_vs_ablingua,shadow,val,EXP-T097,EXP-T079,delta=MAE_a-MAE_b; negative => a better
-0.1739384686505353,-0.42834914054399653,0.10712018660557122,162,SCRATCH_vs_ABLINGUA_ARCH-5_MEAN,scratch_vs_ablingua,primary,test,EXP-T098,EXP-T083,delta=MAE_a-MAE_b; negative => a better
0.018086445184401525,-0.2864567697784047,0.31766234209508026,162,SCRATCH_vs_ABLINGUA_ARCH-5_MEAN,scratch_vs_ablingua,primary,val,EXP-T098,EXP-T083,delta=MAE_a-MAE_b; negative => a better
0.17059020054193194,-0.11290301570185904,0.4597403596948688,162,SCRATCH_vs_ABLINGUA_ARCH-5_MEAN,scratch_vs_ablingua,shadow,test,EXP-T098,EXP-T083,delta=MAE_a-MAE_b; negative => a better
0.06483431215639468,-0.19777630935480564,0.3260768089765384,162,SCRATCH_vs_ABLINGUA_ARCH-5_MEAN,scratch_vs_ablingua,shadow,val,EXP-T098,EXP-T083,delta=MAE_a-MAE_b; negative => a better
0.10065328338999807,-0.22429526058244115,0.4130429974308713,162,SCRATCH_vs_ABLINGUA_ARCH-6_CONCAT,scratch_vs_ablingua,primary,test,EXP-T099,EXP-T084,delta=MAE_a-MAE_b; negative => a better
0.055381562974717885,-0.20979976006496098,0.3024264806582604,162,SCRATCH_vs_ABLINGUA_ARCH-6_CONCAT,scratch_vs_ablingua,primary,val,EXP-T099,EXP-T084,delta=MAE_a-MAE_b; negative => a better
-0.04172694830246913,-0.2742549613670066,0.20570399437421596,162,SCRATCH_vs_ABLINGUA_ARCH-6_CONCAT,scratch_vs_ablingua,shadow,test,EXP-T099,EXP-T084,delta=MAE_a-MAE_b; negative => a better
-0.022973095929181134,-0.22653803648772064,0.19424863038239631,162,SCRATCH_vs_ABLINGUA_ARCH-6_CONCAT,scratch_vs_ablingua,shadow,val,EXP-T099,EXP-T084,delta=MAE_a-MAE_b; negative => a better
-0.23413034132969238,-0.5758008191614976,0.11307180310472985,162,SCRATCH_vs_ABLINGUA_ARCH-6_MEAN,scratch_vs_ablingua,primary,test,EXP-T100,EXP-T085,delta=MAE_a-MAE_b; negative => a better
0.011737117060908565,-0.2972110771838529,0.30325558568224487,162,SCRATCH_vs_ABLINGUA_ARCH-6_MEAN,scratch_vs_ablingua,primary,val,EXP-T100,EXP-T085,delta=MAE_a-MAE_b; negative => a better
0.14414822613751446,-0.1566072075455277,0.455991000304986,162,SCRATCH_vs_ABLINGUA_ARCH-6_MEAN,scratch_vs_ablingua,shadow,test,EXP-T100,EXP-T085,delta=MAE_a-MAE_b; negative => a better
-0.03331725980028694,-0.32274748896375116,0.24423138536052927,162,SCRATCH_vs_ABLINGUA_ARCH-6_MEAN,scratch_vs_ablingua,shadow,val,EXP-T100,EXP-T085,delta=MAE_a-MAE_b; negative => a better
-0.18316261856644242,-0.4448862140561327,0.08099670645631368,162,SCRATCH_vs_ABLINGUA_ARCH-7_CONCAT,scratch_vs_ablingua,primary,test,EXP-T101,EXP-T086,delta=MAE_a-MAE_b; negative => a better
-0.017038015671718313,-0.277266381699362,0.24608009656270305,162,SCRATCH_vs_ABLINGUA_ARCH-7_CONCAT,scratch_vs_ablingua,primary,val,EXP-T101,EXP-T086,delta=MAE_a-MAE_b; negative => a better
0.15335810625994648,-0.09215856658087836,0.40672839070543815,162,SCRATCH_vs_ABLINGUA_ARCH-7_CONCAT,scratch_vs_ablingua,shadow,test,EXP-T101,EXP-T086,delta=MAE_a-MAE_b; negative => a better
-0.11556243896484375,-0.37416743878965025,0.16124338338404515,162,SCRATCH_vs_ABLINGUA_ARCH-7_CONCAT,scratch_vs_ablingua,shadow,val,EXP-T101,EXP-T086,delta=MAE_a-MAE_b; negative => a better
0.039740950972945645,-0.1872772205023116,0.2827655486118643,162,SCRATCH_vs_ABLINGUA_ARCH-7_MEAN,scratch_vs_ablingua,primary,test,EXP-T102,EXP-T087,delta=MAE_a-MAE_b; negative => a better
-0.05032127286181038,-0.2948763117378141,0.17639042065467359,162,SCRATCH_vs_ABLINGUA_ARCH-7_MEAN,scratch_vs_ablingua,primary,val,EXP-T102,EXP-T087,delta=MAE_a-MAE_b; negative => a better
0.15241571120273925,-0.11157056313973886,0.4182047302340284,162,SCRATCH_vs_ABLINGUA_ARCH-7_MEAN,scratch_vs_ablingua,shadow,test,EXP-T102,EXP-T087,delta=MAE_a-MAE_b; negative => a better
-0.030189184494960455,-0.2790086063337915,0.2123411990978098,162,SCRATCH_vs_ABLINGUA_ARCH-7_MEAN,scratch_vs_ablingua,shadow,val,EXP-T102,EXP-T087,delta=MAE_a-MAE_b; negative => a better
0.029882501672815438,-0.2382857840738178,0.30680395997600785,162,SCRATCH_vs_ABLINGUA_ARCH-8_CONCAT,scratch_vs_ablingua,primary,test,EXP-T103,EXP-T088,delta=MAE_a-MAE_b; negative => a better
0.20870328832555704,-0.05119087136821982,0.46575015798027125,162,SCRATCH_vs_ABLINGUA_ARCH-8_CONCAT,scratch_vs_ablingua,primary,val,EXP-T103,EXP-T088,delta=MAE_a-MAE_b; negative => a better
0.12346955287603685,-0.16762882397498613,0.4244766647433055,162,SCRATCH_vs_ABLINGUA_ARCH-8_CONCAT,scratch_vs_ablingua,shadow,test,EXP-T103,EXP-T088,delta=MAE_a-MAE_b; negative => a better
-0.0884841165424865,-0.3301268141946675,0.14786611957314563,162,SCRATCH_vs_ABLINGUA_ARCH-8_CONCAT,scratch_vs_ablingua,shadow,val,EXP-T103,EXP-T088,delta=MAE_a-MAE_b; negative => a better
-0.020135667588975694,-0.2885138794227883,0.2643077891549946,162,SCRATCH_vs_ABLINGUA_ARCH-8_MEAN,scratch_vs_ablingua,primary,test,EXP-T104,EXP-T089,delta=MAE_a-MAE_b; negative => a better
-0.05690209659529325,-0.29924049730654123,0.18766621601434386,162,SCRATCH_vs_ABLINGUA_ARCH-8_MEAN,scratch_vs_ablingua,primary,val,EXP-T104,EXP-T089,delta=MAE_a-MAE_b; negative => a better
0.13441971201955535,-0.07779585402688861,0.35302750151834345,162,SCRATCH_vs_ABLINGUA_ARCH-8_MEAN,scratch_vs_ablingua,shadow,test,EXP-T104,EXP-T089,delta=MAE_a-MAE_b; negative => a better
0.003686810717170621,-0.23214265976423099,0.23999935373847833,162,SCRATCH_vs_ABLINGUA_ARCH-8_MEAN,scratch_vs_ablingua,shadow,val,EXP-T104,EXP-T089,delta=MAE_a-MAE_b; negative => a better
0.08576722792637201,-0.06935793499887725,0.2566363028538079,162,DoD_ungated_vs_gated_CONCAT,DoD,primary,test,EXP-T084,EXP-T079,delta=MAE_a-MAE_b; negative => a better
0.06260838920687452,-0.06942680146959092,0.2042594179695035,162,DoD_ungated_vs_gated_CONCAT,DoD,primary,val,EXP-T084,EXP-T079,delta=MAE_a-MAE_b; negative => a better
-0.0025790650167582946,-0.13353793532760055,0.1347745542173032,162,DoD_ungated_vs_gated_CONCAT,DoD,shadow,test,EXP-T084,EXP-T079,delta=MAE_a-MAE_b; negative => a better
0.07362977958019869,-0.052954255798716605,0.19954286622412407,162,DoD_ungated_vs_gated_CONCAT,DoD,shadow,val,EXP-T084,EXP-T079,delta=MAE_a-MAE_b; negative => a better
-0.09047204476815683,-0.41641090769826633,0.2435894907256703,162,DoD_scratch_vs_ablingua_ARCH1,DoD,primary,test,EXP-T090,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.01593780517578125,-0.31716514516759803,0.2823395446494773,162,DoD_scratch_vs_ablingua_ARCH1,DoD,primary,val,EXP-T090,EXP-T075,delta=MAE_a-MAE_b; negative => a better
0.3872153670699508,0.10925637468879605,0.673124329837752,162,DoD_scratch_vs_ablingua_ARCH1,DoD,shadow,test,EXP-T090,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.1783228744695216,-0.45616795928389936,0.10217603871851784,162,DoD_scratch_vs_ablingua_ARCH1,DoD,shadow,val,EXP-T090,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.2518938323597849,-0.48391099505954316,-0.019113713723642005,162,DoD_mean_vs_concat_ARCH1,DoD,primary,test,EXP-T080,EXP-T075,delta=MAE_a-MAE_b; negative => a better
0.043834686279296875,-0.20629092793405793,0.3037014878826376,162,DoD_mean_vs_concat_ARCH1,DoD,primary,val,EXP-T080,EXP-T075,delta=MAE_a-MAE_b; negative => a better
0.014722188313802084,-0.17401425750167282,0.20488093576313499,162,DoD_mean_vs_concat_ARCH1,DoD,shadow,test,EXP-T080,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.08425149799864969,-0.2803086857736847,0.09445804548852232,162,DoD_mean_vs_concat_ARCH1,DoD,shadow,val,EXP-T080,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.13862904207206067,-0.30847459663579496,0.04097277264536156,162,DoD_reg_only_vs_separate,DoD,primary,test,EXP-T086,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.050717012381847996,-0.24034451496453932,0.14370140028588557,162,DoD_reg_only_vs_separate,DoD,primary,val,EXP-T086,EXP-T075,delta=MAE_a-MAE_b; negative => a better
0.04615489347481433,-0.08968406665472337,0.19415992277639857,162,DoD_reg_only_vs_separate,DoD,shadow,test,EXP-T086,EXP-T075,delta=MAE_a-MAE_b; negative => a better
-0.03263445253725405,-0.1966579814016083,0.11685558012974102,162,DoD_reg_only_vs_separate,DoD,shadow,val,EXP-T086,EXP-T075,delta=MAE_a-MAE_b; negative => a better
