experiment_code,scheme,fold,seed,initial_lr,eta_min,epoch,optimizer_step,train_loss,val_loss,val_mae,learning_rate,best_val_mae_so_far,best_epoch_so_far,epochs_since_improvement,is_best,stopped_early,numerical_failure
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,1,7,0.4156895540654659,0.3236557464503373,0.5820122410167348,1e-05,0.5820122410167348,1,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,2,14,0.4053627476096153,0.31843911610728054,0.5734300969441732,9.99938933078422e-06,0.5734300969441732,2,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,3,21,0.4334603079727718,0.3144723112151648,0.5659422450210109,9.997557473810373e-06,0.5659422450210109,3,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,4,28,0.3848587828023093,0.3119837531509499,0.5594194883866743,9.994504881061752e-06,0.5594194883866743,4,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,5,35,0.38577419945171904,0.31082934187725186,0.5543649856104995,9.990232305719944e-06,0.5543649856104995,5,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,6,42,0.40884026672158924,0.31038811958084506,0.5506278164025508,9.984740801978984e-06,0.5506278164025508,6,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,7,49,0.37445232751114027,0.31033502115557593,0.5489307096076732,9.978031724785247e-06,0.5489307096076732,7,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,8,56,0.37717817989843233,0.31044398186107475,0.5470292564160895,9.97010672950314e-06,0.5470292564160895,8,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,9,63,0.38486146181821823,0.31045626134922105,0.54680811957157,9.960967771506666e-06,0.54680811957157,9,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,10,70,0.4136102263416563,0.3104530007888873,0.5467135035196938,9.950617105696961e-06,0.5467135035196938,10,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,11,77,0.42068643655095783,0.31062462118764717,0.5454683227539061,9.939057285945933e-06,0.5454683227539061,11,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,12,84,0.39088635944894384,0.3109900460888942,0.5437626328901809,9.926291164466131e-06,0.5437626328901809,12,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,13,91,0.4756825992039272,0.3113045891125997,0.5426204200513434,9.91232189110701e-06,0.5426204200513434,13,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,14,98,0.3954788999898093,0.3110946087787549,0.5432723864931047,9.897152912577742e-06,0.5426204200513434,13,1,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,15,105,0.44058494908469065,0.3111359855780999,0.5430954943570222,9.8807879715968e-06,0.5426204200513434,13,2,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,16,112,0.37855623183505877,0.31121693924069405,0.542785868095629,9.8632311059685e-06,0.5426204200513434,13,3,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,17,119,0.6078195316450936,0.3114528314520915,0.5420365690751507,9.844486647586724e-06,0.5420365690751507,17,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,18,126,0.4141931672181402,0.3114349264651537,0.5420337080522015,9.824559221366101e-06,0.5420337080522015,18,0,True,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,19,133,0.4476638691765921,0.3113790365556876,0.5421403461803088,9.803453744100868e-06,0.5420337080522015,18,1,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,20,140,0.7835567849023002,0.31096185619632405,0.5434517061638108,9.781175423251734e-06,0.5420337080522015,18,2,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,21,147,0.39668735768646,0.3105867449194193,0.5449759378144233,9.757729755661012e-06,0.5420337080522015,18,3,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,22,154,0.5571453464882714,0.310502549012502,0.5453590547966233,9.73312252619635e-06,0.5420337080522015,18,4,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,23,161,0.3840397038230939,0.31040922335038584,0.5458143042362096,9.707359806323418e-06,0.5420337080522015,18,5,False,False,False
EXP-H070,primary,0,101,1e-05,1.0000000000000001e-07,24,168,0.41118714213371277,0.310343358044823,0.5461775096546518,9.680447952607845e-06,0.5420337080522015,18,6,False,False,False
