scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.01,0.0001,17,119,0.009844486647586723,0.4326389486139471,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/primary_k0_lr1e-02_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
primary,1,0.01,0.0001,18,108,0.0098245592213661,0.4903409553296638,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/primary_k1_lr1e-02_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
primary,2,0.0001,1.0000000000000002e-06,83,581,6.431005974894185e-05,0.3580338656902313,113,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/primary_k2_lr1e-04_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
primary,3,0.001,1e-05,21,147,0.0009757729755661011,0.4956658184528351,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/primary_k3_lr1e-03_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
primary,4,0.01,0.0001,21,147,0.009757729755661011,0.36446431279182434,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/primary_k4_lr1e-02_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
shadow,0,0.001,1e-05,16,112,0.00098632311059685,0.39529401605779474,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
shadow,1,0.0001,1.0000000000000002e-06,33,231,9.387718066217124e-05,0.4454716444015503,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
shadow,2,0.01,0.0001,11,77,0.009939057285945933,0.4251944124698639,41,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/shadow_k2_lr1e-02_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
shadow,3,0.001,1e-05,34,238,0.0009349725996469047,0.39560419140440045,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
shadow,4,0.001,1e-05,21,147,0.0009757729755661011,0.4209885001182556,51,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H362_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,fc7c8d55846aaf97,101,bdf090174a14c10d707f25ceb4df62594ec488081664184d481a0b51a69f8f4d,FULL35_MINUS_HYDRO_SURFACE_CONSTRUCTION_QC
