scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.01,0.0001,17,119,0.009844486647586723,0.40280434579560254,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/primary_k0_lr1e-02_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
primary,1,0.001,1e-05,10,60,0.000995061710569696,0.4524275172840465,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/primary_k1_lr1e-03_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
primary,2,0.0001,1.0000000000000002e-06,152,1064,1.495274826072216e-05,0.3189350962638855,182,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/primary_k2_lr1e-04_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
primary,3,0.0001,1.0000000000000002e-06,87,609,6.129809044912887e-05,0.4861077666282654,117,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/primary_k3_lr1e-04_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
primary,4,0.0001,1.0000000000000002e-06,139,973,2.2676872796319533e-05,0.35681265592575073,169,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/primary_k4_lr1e-04_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
shadow,0,0.001,1e-05,10,70,0.000995061710569696,0.4057367498224432,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
shadow,1,0.0001,1.0000000000000002e-06,37,259,9.229423231234974e-05,0.4315432906150818,67,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
shadow,2,0.0001,1.0000000000000002e-06,89,623,5.977537507199338e-05,0.3965757191181183,119,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
shadow,3,0.01,0.0001,13,91,0.00991232189110701,0.40315723419189453,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
shadow,4,0.001,1e-05,19,133,0.0009803453744100868,0.3459796905517578,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H355_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,d46c30892ffb4f27,101,3512c12d68ed0018559d701aae974eeb62d5aff0ec29b8b3e4ecaba7eefa604c,FULL35_MINUS_ARO_SEQUENCE_COMPOSITION
