scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,12,84,0.000992629116446613,2.6656415534741953,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/primary_k0_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
primary,1,0.001,1e-05,40,240,0.0009099841101253866,3.468041506680575,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/primary_k1_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
primary,2,0.001,1e-05,31,217,0.0009460482294732421,3.086095452308655,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/primary_k2_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
primary,3,0.0001,1.0000000000000002e-06,50,350,8.604725173927785e-05,2.159632682800293,80,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/primary_k3_lr1e-04_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
primary,4,0.001,1e-05,31,217,0.0009460482294732421,2.409047245979309,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/primary_k4_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
shadow,0,0.0001,1.0000000000000002e-06,24,168,9.680447952607845e-05,2.2936849883108428,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
shadow,1,0.001,1e-05,41,287,0.000905463412215599,2.7795674800872803,71,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
shadow,2,0.001,1e-05,61,427,0.0007959536998847743,2.612172842025757,91,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
shadow,3,0.001,1e-05,3,21,0.0009997557473810372,3.4944851037227744,33,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
shadow,4,0.001,1e-05,31,217,0.0009460482294732421,2.7287659645080566,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T128_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,960ab634b52241ae,101,078877611d14e7cb3e0ac9904bbf29325e64f0fb740a91de9ac7ab7addab5833,
