scheme,fold,best_epoch,selected_initial_lr,lr_at_best_epoch,w_h0_b0,w_h0_b1,w_h0_b2,w_h0_b3,w_h0_b4,w_h0_b5,w_h0_b6,w_h0_b7,w_h1_b0,w_h1_b1,w_h1_b2,w_h1_b3,w_h1_b4,w_h1_b5,w_h1_b6,w_h1_b7,w_h2_b0,w_h2_b1,w_h2_b2,w_h2_b3,w_h2_b4,w_h2_b5,w_h2_b6,w_h2_b7,w_h3_b0,w_h3_b1,w_h3_b2,w_h3_b3,w_h3_b4,w_h3_b5,w_h3_b6,w_h3_b7
primary,0,16,0.001,0.00098632311059685,-0.010059703141450882,-0.013527045957744122,-0.014237850904464722,-0.010120483115315437,-0.003920564893633127,0.008923669345676899,0.00841982290148735,0.010173917748034,0.016345320269465446,0.011224937625229359,0.012292303144931793,0.01659516803920269,0.018490809947252274,0.022104594856500626,0.02999788150191307,0.014107655733823776,0.021624945104122162,0.026215508580207825,0.02859279327094555,0.020267793908715248,0.00700323237106204,-0.009667974896728992,-0.01833847351372242,-0.020988881587982178,-0.018751587718725204,-0.015368892811238766,-0.01717187464237213,-0.021889111027121544,-0.02893642522394657,-0.013799055479466915,-0.0004791383689735085,-0.007967373356223106
primary,1,12,0.001,0.000992629116446613,0.004819976165890694,-0.0014410412404686213,-0.005433166399598122,-0.004953582305461168,0.001886750222183764,0.014511731453239918,0.013590368442237377,-0.002485985867679119,0.024118483066558838,0.027267692610621452,0.030561432242393494,0.032904621213674545,0.03364274650812149,0.019778376445174217,0.015140065923333168,0.004812492057681084,-0.010918304324150085,-0.0054971808567643166,0.0033774315379559994,0.007265297695994377,0.0076135387644171715,0.00922410935163498,0.006690941285341978,-0.0006410233909264207,0.015065948478877544,0.012311367318034172,0.008480663411319256,0.009136594831943512,0.011578972451388836,0.008744869381189346,0.0054330239072442055,-0.008141770958900452
primary,2,21,0.001,0.0009757729755661011,0.01858665980398655,0.02069500833749771,0.020006781443953514,0.014027848839759827,0.007451080251485109,0.01613685116171837,0.03448536992073059,0.012135951779782772,0.013803603127598763,0.013266226276755333,0.00931939110159874,-0.0002587250783108175,-0.007062106858938932,-0.004615757614374161,-0.02304733358323574,-0.01719047501683235,-0.0212175901979208,-0.029325570911169052,-0.03465728834271431,-0.041376516222953796,-0.04607048258185387,-0.04039043188095093,-0.031070688739418983,0.01238646637648344,0.030930399894714355,0.029455523937940598,0.02174016274511814,0.007720641326159239,0.001801744569092989,0.01218401174992323,0.01268905308097601,0.0220185499638319
primary,3,52,0.0001,8.494768343131955e-05,-0.010590949095785618,-0.011751411482691765,-0.010004489682614803,-0.006153799593448639,-0.003857237519696355,-0.0034791964571923018,0.0003792493080254644,0.003711340483278036,0.003398208413273096,0.004793372005224228,0.0046275765635073185,0.002387985587120056,-0.0007809316739439964,-0.008100231178104877,-0.010378619655966759,-0.01369475293904543,-0.010580742731690407,-0.009739316999912262,-0.007050058338791132,-0.004147164523601532,-0.0019321830477565527,-0.0017014287877827883,-0.004426323343068361,-0.006293849553912878,-0.008348874747753143,-0.01210093218833208,-0.014008277095854282,-0.013619371689856052,-0.011993617750704288,-0.0029563356656581163,0.004646347835659981,-0.0005295595619827509
primary,4,45,0.001,0.0008864040551740157,-0.020780017599463463,-0.025745386257767677,-0.017451131716370583,0.00296448590233922,0.01844685524702072,0.001843418926000595,-0.022245166823267937,0.017993997782468796,0.008437393233180046,0.028373971581459045,0.054435666650533676,0.07094001770019531,0.06022673472762108,0.020219720900058746,0.01760309375822544,0.028054561465978622,0.05553829297423363,0.0634855255484581,0.05237239599227905,0.021587492898106575,-0.02917071431875229,-0.06077985465526581,-0.019453268498182297,-0.0231547299772501,-0.027030479162931442,-0.016059521585702896,0.00809443462640047,0.02978518046438694,0.03939294070005417,0.03222411125898361,0.040202464908361435,-0.010974965058267117
shadow,0,45,0.001,0.0008864040551740157,0.002318393671885133,2.3868342395871878e-05,-0.007183065637946129,-0.023935727775096893,-0.04139592498540878,-0.03931622952222824,-0.007857619784772396,0.03112657181918621,-0.011334619484841824,0.020589467138051987,0.04330037534236908,0.041038718074560165,0.0199810229241848,0.002755329944193363,-0.03830742835998535,-0.026919210329651833,0.012283853255212307,0.03041767328977585,0.04577643796801567,0.034450531005859375,0.005510719493031502,-0.021848782896995544,-0.00789977703243494,0.0021223747171461582,-0.01900053769350052,-0.016939181834459305,-0.0009364255820401013,0.013446768745779991,0.015799308195710182,-0.021193236112594604,-0.06065309792757034,-0.023112578317523003
shadow,1,46,0.001,0.0008814009529720154,-0.052786242216825485,-0.056059353053569794,-0.0514436811208725,-0.032671015709638596,-0.016804702579975128,0.005940727423876524,0.0293617881834507,-0.003914079163223505,-0.013917307369410992,-0.026484481990337372,-0.02416233904659748,0.010466978885233402,0.04165543243288994,0.04501271992921829,-0.004274512641131878,0.017104433849453926,-0.05364954099059105,-0.04686688631772995,-0.03491774946451187,-0.012343786656856537,0.021975072100758553,0.04370512068271637,0.00976724922657013,-0.029501620680093765,0.008725923486053944,0.003834507195279002,-0.0011423093965277076,0.00377685041166842,0.02363162860274315,0.061790745705366135,0.020640699192881584,-0.026476476341485977
shadow,2,45,0.0001,8.864040551740158e-05,0.0010866658994928002,-0.0006814537919126451,-0.0018920500297099352,-0.0030396373476833105,-0.002504449337720871,0.0015315256314352155,0.0026497014332562685,0.0011010615853592753,0.0037643788382411003,0.004950738046318293,0.003879598341882229,0.0006944480701349676,-0.002888141432777047,-0.00528188981115818,-0.005567730870097876,-0.007590057328343391,-0.004958698991686106,-0.004168450832366943,-0.003143720328807831,-0.002398069715127349,-0.001572882174514234,-0.001510736532509327,-0.0014413907192647457,-0.0024098551366478205,-0.004098440986126661,-0.007686186581850052,-0.0072687468491494656,-0.005146929528564215,-0.004660287406295538,-0.001700154272839427,0.002631938783451915,-0.0005765447858721018
shadow,3,12,0.0001,9.926291164466132e-05,-0.00039317875052802265,-0.0007035505841486156,-0.0008186796330846846,-0.0009126818622462451,-0.0006267806747928262,3.3991698728641495e-05,0.0013358417199924588,0.0023027542047202587,-0.0007589737069793046,-0.00020149315241724253,0.00023558351676911116,0.00013745798787567765,-0.0003856256662402302,-0.0015035859541967511,-0.0014253143453970551,-0.0011823091190308332,0.00022022996563464403,0.00020004059479106218,-0.00040235964115709066,-0.0008108207257464528,-0.0008222463075071573,-0.0004811699327547103,-0.0004062516090925783,-0.00013850239338353276,-0.001500395592302084,-0.001673799124546349,-0.0014195587718859315,-0.0011730905389413238,-0.001125103677622974,-0.00045712856808677316,7.198310777312145e-05,-0.002503841184079647
shadow,4,46,0.0001,8.814009529720155e-05,-0.007854857482016087,-0.0064153545536100864,-0.00419149175286293,-0.001768694375641644,0.0001268529740627855,-0.00026247723144479096,-0.0009482978493906558,0.0021448624320328236,0.009417159482836723,0.01154683344066143,0.012115313671529293,0.010336828418076038,0.0066386740654706955,-0.00218900921754539,-0.004955918062478304,-0.0047530229203403,-0.012341438792645931,-0.012083148583769798,-0.011099523864686489,-0.009107544086873531,-0.006843212526291609,-0.006942234467715025,-0.007256621960550547,0.0006637637270614505,-0.005238154903054237,-0.009273198433220387,-0.010926341637969017,-0.009960494004189968,-0.0075041623786091805,-0.001539489603601396,0.0006431741057895124,0.0013101041549816728
