scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,32,224,0.0009424639868939033,0.4115070863203569,62,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/primary_k0_lr1e-03_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
primary,1,0.001,1e-05,9,54,0.0009960967771506667,0.4482634862263997,39,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/primary_k1_lr1e-03_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
primary,2,0.0001,1.0000000000000002e-06,152,1064,1.495274826072216e-05,0.32490628957748413,182,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/primary_k2_lr1e-04_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
primary,3,0.0001,1.0000000000000002e-06,62,434,7.89627599761423e-05,0.4745212197303772,92,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/primary_k3_lr1e-04_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
primary,4,0.001,1e-05,24,168,0.0009680447952607845,0.3883012533187866,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/primary_k4_lr1e-03_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
shadow,0,0.0001,1.0000000000000002e-06,125,875,3.2277834642108455e-05,0.38183715126731177,155,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
shadow,1,0.0001,1.0000000000000002e-06,33,231,9.387718066217124e-05,0.436149001121521,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
shadow,2,0.0001,1.0000000000000002e-06,91,637,5.8243506019491436e-05,0.3969079852104187,121,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
shadow,3,0.01,0.0001,24,168,0.009680447952607845,0.34442193580396246,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
shadow,4,0.0001,1.0000000000000002e-06,31,217,9.460482294732421e-05,0.38076844811439514,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H351_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,d46c30892ffb4f27,101,7c96c420241cc64d833ae4f319c54f120f100ca42fe54120bc4462b407323b2e,FULL35_MINUS_ARO_CDR_LOCALIZATION
