target,feature_set,secondary_scale,cv_worst_mae,cv_primary_mae,cv_shadow_mae
TmApp,FS_TM_BIOEMU_MPNN+FB_AL_CDR3+FB_AL2_RASA_CDR+FB_AL_CDR_ALL,0.5,2.728948221583707,2.70601456664252,2.728948221583707
TmApp,FS_TM_BIOEMU_MPNN+FB_AL_CDR3+FB_AL2_RASA_CDR+FB_AL_CDR_ALL,2.0,2.728948221583707,2.70601456664252,2.728948221583707
TmApp,FS_TM_ABLINGUA_CDR3+FB_AL2_FR_CDR_SPLIT+FB_AL_CDR3,0.5,2.734795279114176,2.723337660788409,2.734795279114176
TmApp,FS_TM_ABLINGUA_CDR3+FB_AL2_FR_CDR_SPLIT+FB_AL_CDR3,2.0,2.734795279114176,2.723337660788409,2.734795279114176
HIC,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,0.5,0.548592556090264,0.5125336302114634,0.548592556090264
HIC,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,2.0,0.548592556090264,0.5125336302114634,0.548592556090264
HIC,FS_HIC_CONTINUOUS_SURFACE+FB_ESM2_RASA_CDR3,0.5,0.5570877712778503,0.5093203154481778,0.5570877712778503
HIC,FS_HIC_CONTINUOUS_SURFACE+FB_ESM2_RASA_CDR3,2.0,0.5570877712778503,0.5093203154481778,0.5570877712778503
