scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,41,287,0.000905463412215599,0.5100862780484284,71,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/primary_k0_lr1e-03_seed101.pt,16ad3b49cad23745,101
primary,1,0.001,1e-05,15,90,0.00098807879715968,0.526440424601237,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/primary_k1_lr1e-03_seed101.pt,16ad3b49cad23745,101
primary,2,0.001,1e-05,37,259,0.0009229423231234975,0.3559452786445618,67,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/primary_k2_lr1e-03_seed101.pt,16ad3b49cad23745,101
primary,3,0.0001,1.0000000000000002e-06,152,1064,1.495274826072216e-05,0.45877251195907587,182,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/primary_k3_lr1e-04_seed101.pt,16ad3b49cad23745,101
primary,4,0.001,1e-05,13,91,0.000991232189110701,0.472585105419159,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/primary_k4_lr1e-03_seed101.pt,16ad3b49cad23745,101
shadow,0,0.001,1e-05,89,623,0.0005977537507199338,0.4333895522608901,119,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,16ad3b49cad23745,101
shadow,1,0.001,1e-05,23,161,0.0009707359806323416,0.44610416650772095,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,16ad3b49cad23745,101
shadow,2,0.001,1e-05,18,126,0.00098245592213661,0.49890944433212275,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,16ad3b49cad23745,101
shadow,3,0.001,1e-05,68,476,0.0007502520408740418,0.4194880128340287,98,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,16ad3b49cad23745,101
shadow,4,0.001,1e-05,25,175,0.0009652393605146844,0.3632757656574249,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H140_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,16ad3b49cad23745,101
