scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.01,0.0001,4,28,0.009994504881061753,0.5261983307347151,34,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/primary_k0_lr1e-02_seed101.pt,13358cb1e3782e93,101
primary,1,0.001,1e-05,23,138,0.0009707359806323416,0.5315350445834073,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/primary_k1_lr1e-03_seed101.pt,13358cb1e3782e93,101
primary,2,0.001,1e-05,55,385,0.0008323493733352077,0.4263804903030395,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/primary_k2_lr1e-03_seed101.pt,13358cb1e3782e93,101
primary,3,0.0001,1.0000000000000002e-06,54,378,8.381411941873378e-05,0.5063809590339661,84,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/primary_k3_lr1e-04_seed101.pt,13358cb1e3782e93,101
primary,4,0.001,1e-05,45,315,0.0008864040551740157,0.44767611932754525,75,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/primary_k4_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,0,0.001,1e-05,47,329,0.0008763049794670775,0.43863515772964007,77,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,1,0.001,1e-05,35,245,0.0009310673033669522,0.47801186871528617,65,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,2,0.001,1e-05,23,161,0.0009707359806323416,0.503982478618622,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,3,0.001,1e-05,33,231,0.0009387718066217125,0.4917944587938711,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,4,0.001,1e-05,18,126,0.00098245592213661,0.4085458331108093,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H207_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,13358cb1e3782e93,101
