scheme,fold,seed,initial_lr,epoch,optimizer_step,learning_rate,train_loss,val_mae
primary,0,101,1e-05,1,7,1e-05,0.5065128402036082,3.39603007923473
primary,0,101,1e-05,2,14,9.99938933078422e-06,0.5446262189320156,3.3532654733368843
primary,0,101,1e-05,3,21,9.997557473810373e-06,0.5516087114810944,3.359710693359375
primary,0,101,1e-05,4,28,9.994504881061752e-06,0.4901984004037721,3.3753361557469224
primary,0,101,1e-05,5,35,9.990232305719944e-06,0.5564834560666766,3.3799833817915483
primary,0,101,1e-05,6,42,9.984740801978984e-06,0.5838680863380432,3.371977603796757
primary,0,101,1e-05,7,49,9.978031724785247e-06,0.5145228249686105,3.358752626361269
primary,0,101,1e-05,8,56,9.97010672950314e-06,0.5135049394198826,3.3541900172378076
primary,0,101,1e-05,9,63,9.960967771506666e-06,0.5892141674246106,3.351773348721591
primary,0,101,1e-05,10,70,9.950617105696961e-06,0.47554866623665604,3.3506374937115293
primary,0,101,1e-05,11,77,9.939057285945933e-06,0.5206621970449176,3.351542848529238
primary,0,101,1e-05,12,84,9.926291164466131e-06,0.5761374575751168,3.357872471664891
primary,0,101,1e-05,13,91,9.91232189110701e-06,0.5935025002275195,3.3632382479580967
primary,0,101,1e-05,14,98,9.897152912577742e-06,0.5398016316550118,3.363198251435251
primary,0,101,1e-05,15,105,9.8807879715968e-06,0.48082473572347745,3.3621206572561553
primary,0,101,1e-05,16,112,9.8632311059685e-06,0.49317374399730135,3.3655746922348486
primary,0,101,1e-05,17,119,9.844486647586724e-06,0.6917730399540493,3.3575455636689155
primary,0,101,1e-05,18,126,9.824559221366101e-06,0.47851310548971276,3.3585214325875947
primary,0,101,1e-05,19,133,9.803453744100868e-06,0.4878091883646058,3.3592469186493843
primary,0,101,1e-05,20,140,9.781175423251734e-06,0.48190310737118125,3.3526322335907905
primary,0,101,1e-05,21,147,9.757729755661012e-06,0.5106669536658696,3.353548223322088
primary,0,101,1e-05,22,154,9.73312252619635e-06,0.5757740991456168,3.351121844667377
primary,0,101,1e-05,23,161,9.707359806323418e-06,0.5813271403312683,3.359424013080019
primary,0,101,1e-05,24,168,9.680447952607845e-06,0.4952526241540909,3.3663510409268467
primary,0,101,1e-05,25,175,9.652393605146845e-06,0.49200728109904696,3.3686271436286694
primary,0,101,1e-05,26,182,9.62320368593087e-06,0.4971844809395926,3.367910211736506
primary,0,101,1e-05,27,189,9.592885397135707e-06,0.5631408904279981,3.366861747972893
primary,0,101,1e-05,28,196,9.561446219345455e-06,0.4552707688749901,3.365865534002131
primary,0,101,1e-05,29,203,9.528893909706798e-06,0.48751276625054224,3.3580322265625
primary,0,101,1e-05,30,210,9.495236500015048e-06,0.5089993349143437,3.3563604643850615
primary,0,101,1e-05,31,217,9.460482294732422e-06,0.5868322210652488,3.3542392615116006
primary,0,101,1e-05,32,224,9.424639868939035e-06,0.578836909362248,3.3594806555545693
primary,0,101,1e-05,33,231,9.387718066217125e-06,0.5702571528298515,3.3546997995087593
primary,0,101,1e-05,34,238,9.349725996469047e-06,0.5114696323871613,3.3615361993963067
primary,0,101,1e-05,35,245,9.310673033669522e-06,0.49006106491599766,3.369462677926728
primary,0,101,1e-05,36,252,9.270568813552757e-06,0.500120433313506,3.3653895060221353
primary,0,101,1e-05,37,259,9.229423231234975e-06,0.5882454173905509,3.3627545905835703
primary,0,101,1e-05,38,266,9.18724643877294e-06,0.522352818931852,3.3660699092980586
primary,0,101,1e-05,39,273,9.144048842659081e-06,0.5258449145725795,3.364663095185251
primary,0,101,1e-05,40,280,9.099841101253867e-06,0.5352688942636762,3.3631894660718515
primary,0,101,0.0001,1,7,0.0001,0.5830736075128827,3.369049765846946
primary,0,101,0.0001,2,14,9.99938933078422e-05,0.5470397600105831,3.3580567331025093
primary,0,101,0.0001,3,21,9.997557473810373e-05,0.5387636891433171,3.380136663263494
primary,0,101,0.0001,4,28,9.994504881061753e-05,0.4938393937689917,3.3846040205522017
primary,0,101,0.0001,5,35,9.990232305719945e-05,0.47827434040872113,3.342517043604995
primary,0,101,0.0001,6,42,9.984740801978984e-05,0.5536305010318756,3.334285851680871
primary,0,101,0.0001,7,49,9.978031724785247e-05,0.48326013343674795,3.377927606756037
primary,0,101,0.0001,8,56,9.97010672950314e-05,0.46452623499291285,3.318384112733783
primary,0,101,0.0001,9,63,9.960967771506667e-05,0.553458605493818,3.298494512384588
primary,0,101,0.0001,10,70,9.95061710569696e-05,0.46980638216648785,3.326209559585109
primary,0,101,0.0001,11,77,9.939057285945933e-05,0.4672387290213789,3.374947519013376
primary,0,101,0.0001,12,84,9.926291164466132e-05,0.5601561324937003,3.3130234227035986
primary,0,101,0.0001,13,91,9.91232189110701e-05,0.5955028533935547,3.2920472116181343
primary,0,101,0.0001,14,98,9.897152912577741e-05,0.485544102532523,3.3196207682291665
primary,0,101,0.0001,15,105,9.8807879715968e-05,0.48316586869103567,3.3328371914950283
primary,0,101,0.0001,16,112,9.8632311059685e-05,0.5025424488953182,3.3414942423502603
primary,0,101,0.0001,17,119,9.844486647586725e-05,0.7509491997105735,3.347076416015625
primary,0,101,0.0001,18,126,9.824559221366101e-05,0.44488830106066807,3.31448017467152
primary,0,101,0.0001,19,133,9.803453744100869e-05,0.4526274064223149,3.30418349757339
primary,0,101,0.0001,20,140,9.781175423251735e-05,0.4721549887742315,3.3242108894116953
primary,0,101,0.0001,21,147,9.757729755661011e-05,0.485053505216326,3.3245851921312735
primary,0,101,0.0001,22,154,9.73312252619635e-05,0.5115064382553101,3.3874310580166904
primary,0,101,0.0001,23,161,9.707359806323417e-05,0.5648950934410095,3.269118800307765
primary,0,101,0.0001,24,168,9.680447952607845e-05,0.46288372044052395,3.2690568403764204
primary,0,101,0.0001,25,175,9.652393605146844e-05,0.5038418258939471,3.3453352957060845
primary,0,101,0.0001,26,182,9.623203685930869e-05,0.4538115326847349,3.276465907241359
primary,0,101,0.0001,27,189,9.592885397135707e-05,0.5137429237365723,3.2642031582919033
primary,0,101,0.0001,28,196,9.561446219345454e-05,0.4378119683159249,3.2421211473869556
primary,0,101,0.0001,29,203,9.528893909706797e-05,0.4508564466876643,3.236777565696023
primary,0,101,0.0001,30,210,9.495236500015047e-05,0.5282889561993735,3.222706650242661
primary,0,101,0.0001,31,217,9.460482294732421e-05,0.5517570120947701,3.202324375961766
primary,0,101,0.0001,32,224,9.424639868939033e-05,0.4987084354673113,3.195332382664536
primary,0,101,0.0001,33,231,9.387718066217124e-05,0.5447844692638942,3.281151280258641
primary,0,101,0.0001,34,238,9.349725996469047e-05,0.40773738913620555,3.206242879231771
primary,0,101,0.0001,35,245,9.310673033669521e-05,0.4050794839859009,3.3386984160452178
primary,0,101,0.0001,36,252,9.270568813552756e-05,0.4115072510072163,3.773126081986861
primary,0,101,0.0001,37,259,9.229423231234974e-05,0.5329735342945371,3.199663104433002
primary,0,101,0.0001,38,266,9.187246438772939e-05,0.39869230134146555,3.2092886260061553
primary,0,101,0.0001,39,273,9.14404884265908e-05,0.4373343288898468,3.165856563683712
primary,0,101,0.0001,40,280,9.099841101253866e-05,0.38484226167201996,3.1808346835049717
primary,0,101,0.0001,41,287,9.05463412215599e-05,0.39990250766277313,3.2355866865678267
primary,0,101,0.0001,42,294,9.0084390595111e-05,0.4084093017237527,3.2738571166992188
primary,0,101,0.0001,43,301,8.961267311259666e-05,0.3593952772872789,3.313037294330019
primary,0,101,0.0001,44,308,8.913130516324733e-05,0.4108222084386008,3.3216934204101562
primary,0,101,0.0001,45,315,8.864040551740158e-05,0.3472169211932591,3.2425460815429688
primary,0,101,0.0001,46,322,8.814009529720155e-05,0.40962374210357666,3.362923593232126
primary,0,101,0.0001,47,329,8.763049794670775e-05,0.3736814132758549,3.128908330743963
primary,0,101,0.0001,48,336,8.711173920144117e-05,0.4467713918004717,3.356042804140033
primary,0,101,0.0001,49,343,8.658394705735987e-05,0.52634425674166,3.3717080318566524
primary,0,101,0.0001,50,350,8.604725173927785e-05,0.3798136029924665,3.4859415690104165
primary,0,101,0.0001,51,357,8.55017856687341e-05,0.3854950586599963,3.2727707371567236
primary,0,101,0.0001,52,364,8.494768343131955e-05,0.4405196138790676,3.512703866669626
primary,0,101,0.0001,53,371,8.438508174347009e-05,0.3588171260697501,3.4647938121448862
primary,0,101,0.0001,54,378,8.381411941873378e-05,0.3006928786635399,4.006203853722774
primary,0,101,0.0001,55,385,8.323493733352077e-05,0.40917148760386873,3.6791365652373345
primary,0,101,0.0001,56,392,8.26476783923441e-05,0.3945551472050803,3.4976751154119317
primary,0,101,0.0001,57,399,8.205248749256015e-05,0.41815380113465445,3.2195224183978457
primary,0,101,0.0001,58,406,8.144951148861742e-05,0.3768474119050162,3.2118143023866597
primary,0,101,0.0001,59,413,8.083889915582235e-05,0.38378194187368664,3.285724755489465
primary,0,101,0.0001,60,420,8.022080115363127e-05,0.28095316527677433,3.3677121942693535
primary,0,101,0.0001,61,427,7.959536998847744e-05,0.4133028430598123,3.3944840864701704
primary,0,101,0.0001,62,434,7.89627599761423e-05,0.2811208877579442,3.521605289343632
primary,0,101,0.0001,63,441,7.832312720368048e-05,0.32562937906810213,3.3823856006969106
primary,0,101,0.0001,64,448,7.767662949090753e-05,0.4442593476602009,3.2553467028068774
primary,0,101,0.0001,65,455,7.702342635146033e-05,0.29533744922706057,3.3310063680013022
primary,0,101,0.0001,66,462,7.636367895343946e-05,0.3682663483279092,3.421989672111742
primary,0,101,0.0001,67,469,7.569755007964338e-05,0.29211142872061047,3.605295007879084
primary,0,101,0.0001,68,476,7.502520408740418e-05,0.28953576354043825,3.619446609959458
primary,0,101,0.0001,69,483,7.43468068680349e-05,0.4009503296443394,3.1545479514382104
primary,0,101,0.0001,70,490,7.366252580589839e-05,0.26195367904646055,3.0811378016616358
primary,0,101,0.0001,71,497,7.297252973710757e-05,0.25777671675729963,3.004376844926314
primary,0,101,0.0001,72,504,7.22769889078678e-05,0.22514852794951626,3.1513008348869556
primary,0,101,0.0001,73,511,7.15760749324711e-05,0.31001768580504824,3.8765382477731416
primary,0,101,0.0001,74,518,7.086996075095289e-05,0.31842989368098124,3.391731031013258
primary,0,101,0.0001,75,525,7.015882058642164e-05,0.26955315257821766,3.5097347606312144
primary,0,101,0.0001,76,532,6.944282990207195e-05,0.38105960190296173,3.8273619449499883
primary,0,101,0.0001,77,539,6.872216535789157e-05,0.24688442051410675,3.507814002759529
primary,0,101,0.0001,78,546,6.799700476707323e-05,0.3083048697028841,4.1432973688299
primary,0,101,0.0001,79,553,6.726752705214194e-05,0.3158424294420651,3.3123335404829546
primary,0,101,0.0001,80,560,6.65339122008084e-05,0.2731590286961624,3.273339358243075
primary,0,101,0.0001,81,567,6.57963412215599e-05,0.3382138375725065,3.1783051924272017
primary,0,101,0.0001,82,574,6.505499609899905e-05,0.25708256249449085,3.285486510305694
primary,0,101,0.0001,83,581,6.431005974894185e-05,0.2435583457616823,3.6534762527003433
primary,0,101,0.0001,84,588,6.356171597328596e-05,0.33572642292295185,3.275964216752486
primary,0,101,0.0001,85,595,6.281014941466031e-05,0.25703769815819605,3.294986493659742
primary,0,101,0.0001,86,602,6.205554551086733e-05,0.23287713740553176,3.297033367734967
primary,0,101,0.0001,87,609,6.129809044912887e-05,0.2602662742137909,3.6124306881066524
primary,0,101,0.0001,88,616,6.053797112014738e-05,0.24200192945344107,3.5737428376168916
primary,0,101,0.0001,89,623,5.977537507199338e-05,0.25902227205889566,3.9470936168323862
primary,0,101,0.0001,90,630,5.901049046383077e-05,0.29982365880693707,3.857047687877308
primary,0,101,0.0001,91,637,5.8243506019491436e-05,0.2223701359970229,3.733723495945786
primary,0,101,0.0001,92,644,5.7474610980910354e-05,0.3303308018616268,3.8888787934274385
primary,0,101,0.0001,93,651,5.6703995061433075e-05,0.24065162454332625,3.623264197147254
primary,0,101,0.0001,94,658,5.5931848399006745e-05,0.2758081214768546,3.975645007509174
primary,0,101,0.0001,95,665,5.515836150926646e-05,0.2362825529915946,3.5576494390314277
primary,0,101,0.0001,96,672,5.438372523852833e-05,0.23757130333355495,3.6181645248875474
primary,0,101,0.0001,97,679,5.360813071670102e-05,0.222553872104202,4.011815735788057
primary,0,101,0.0001,98,686,5.283176931012731e-05,0.33556825135435375,3.6323430610425547
primary,0,101,0.0001,99,693,5.205483257436735e-05,0.2069299478742843,3.9149797612970527
primary,0,101,0.0001,100,700,5.127751220693513e-05,0.22376686760357448,3.660093827681108
