code,gate_mean,gate_median,gate_sd,q10,q50,q90,n
EXP-H135,0.523039698600769,0.5490235686302185,0.2502024471759796,0.16855129599571228,0.5490235686302185,0.842931866645813,32
EXP-H138,0.5815110802650452,0.5814751386642456,0.11744722723960876,0.4268932640552521,0.5814751386642456,0.7633621692657471,32
