scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.01,0.0001,10,70,0.00995061710569696,0.5281402994791665,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/primary_k0_lr1e-02_seed101.pt,c6078b6602307555,101
primary,1,0.01,0.0001,4,24,0.009994504881061753,0.5327086847478691,34,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/primary_k1_lr1e-02_seed101.pt,c6078b6602307555,101
primary,2,0.001,1e-05,23,161,0.0009707359806323416,0.3348628218173979,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/primary_k2_lr1e-03_seed101.pt,c6078b6602307555,101
primary,3,0.0001,1.0000000000000002e-06,24,168,9.680447952607845e-05,0.5223898434638977,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/primary_k3_lr1e-04_seed101.pt,c6078b6602307555,101
primary,4,0.0001,1.0000000000000002e-06,23,161,9.707359806323417e-05,0.45727225899696355,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/primary_k4_lr1e-04_seed101.pt,c6078b6602307555,101
shadow,0,0.001,1e-05,25,175,0.0009652393605146844,0.41783190363103684,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,c6078b6602307555,101
shadow,1,0.001,1e-05,18,126,0.00098245592213661,0.45136029696464536,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,c6078b6602307555,101
shadow,2,0.001,1e-05,24,168,0.0009680447952607845,0.4995192959308626,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,c6078b6602307555,101
shadow,3,0.001,1e-05,10,70,0.000995061710569696,0.45863370721990404,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,c6078b6602307555,101
shadow,4,0.001,1e-05,40,280,0.0009099841101253866,0.41042344236373896,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H197_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,c6078b6602307555,101
