scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,64,448,7.767662949090753e-05,0.5052710513490619,94,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/primary_k0_lr1e-04_seed101.pt,5618b48dc1c06a31,101
primary,1,0.0001,1.0000000000000002e-06,43,258,8.961267311259666e-05,0.5156063757231741,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/primary_k1_lr1e-04_seed101.pt,5618b48dc1c06a31,101
primary,2,0.001,1e-05,19,133,0.0009803453744100868,0.4419421095848083,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/primary_k2_lr1e-03_seed101.pt,5618b48dc1c06a31,101
primary,3,0.001,1e-05,41,287,0.000905463412215599,0.454319093465805,71,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/primary_k3_lr1e-03_seed101.pt,5618b48dc1c06a31,101
primary,4,0.0001,1.0000000000000002e-06,59,413,8.083889915582235e-05,0.440688958644867,89,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/primary_k4_lr1e-04_seed101.pt,5618b48dc1c06a31,101
shadow,0,0.001,1e-05,39,273,0.0009144048842659081,0.45892079301313926,69,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,5618b48dc1c06a31,101
shadow,1,0.001,1e-05,43,301,0.0008961267311259666,0.4377323369979859,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,5618b48dc1c06a31,101
shadow,2,0.0001,1.0000000000000002e-06,55,385,8.323493733352077e-05,0.4774035224914552,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,5618b48dc1c06a31,101
shadow,3,0.001,1e-05,65,455,0.0007702342635146033,0.4930954802542021,95,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,5618b48dc1c06a31,101
shadow,4,0.0001,1.0000000000000002e-06,57,399,8.205248749256015e-05,0.3937695889472962,87,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H245_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,5618b48dc1c06a31,101
