experiment_code,legacy_experiment_code,experiment_id,target,family,model_type,source_model_id,feature_set_id,source_recipe_id,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,public_mae,private_mae,test_overall_mae,public_private_delta,public_private_gap,cv_protocol,selection_policy_at_creation,current_evaluation_mode,artifact_status,source_reproducible,drilldown_reproducible,reproduction_status,config_path,feature_path,oof_primary_path,oof_shadow_path,test_prediction_path,n_features,feature_space,feature_sha256,feature_content_sha256,feature_recipe_hash,linear_alpha,xgb_preset,xgb_final_n_estimators,score_source,prediction_source,feature_source,license_status,license_reference,ensemble_type,member_experiment_codes,notes,transformer_type,plm_source,annotation_mode,chain_mode,pooling_mode,representation_status,input_space,input_asset_ref,shareability_status,reproducibility_status_v2,canonical_benchmark_eligible,score_max_delta,prediction_max_delta,prediction_reproduction_max_delta,reproduction_tolerance_pred,reproduction_tolerance_score,tolerance_reason,training_reproduction_attempted,optuna_used,fitted_params_path,blocker,control_experiment_code
EXP-T028,,TRF_TM_SCRATCH_FULL_MEAN,TmApp,TRANSFORMER,AnnotatedTransformer,TMS3,,,3.2482804192437067,3.2684988877410257,3.258389653492366,3.2684988877410257,3.625833158139829,3.3431229767975985,3.484478067468714,0.2827101813422303,0.2827101813422303,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T028.yaml,,experiments/predictions/EXP-T028/oof_primary.csv,experiments/predictions/EXP-T028/oof_shadow.csv,experiments/predictions/EXP-T028/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMS3_16f10ee6226df216.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__scratch_transformer__TMS3__test.csv,,OK,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED),,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,SCRATCH,NONE,FULL,HL,MEAN,HISTORICAL_UNAVAILABLE,SCRATCH_RESIDUE_SEQUENCE,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,2.730938950534778e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T029,,TRF_TM_ABLINGUA_MIN_CONCAT,TmApp,TRANSFORMER,AnnotatedTransformer,TMF1,,,3.4366141346747,3.415659476700143,3.4261368056874213,3.4366141346747,3.5342223555953414,3.29741131817853,3.415816836886936,0.2368110374168113,0.2368110374168113,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T029.yaml,,experiments/predictions/EXP-T029/oof_primary.csv,experiments/predictions/EXP-T029/oof_shadow.csv,experiments/predictions/EXP-T029/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMF1_ed001b84a8de3a51.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__frozen_transformer__TMF1__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/ablingua600m metadata license_status=REVIEW_MODEL_OUTPUT,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,FROZEN_PLM,ABLINGUA,MINIMAL,HL,CONCAT,HISTORICAL_UNAVAILABLE,FROZEN_RESIDUE_EMBEDDING,assets/transformer/residue_asset_manifest.yaml#ablingua600m,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,8.399040396511739e-08,,,,1e-08,score_verify_only,False,False,,,
EXP-T030,,TRF_TM_ABLINGUA_FULL_CONCAT,TmApp,TRANSFORMER,AnnotatedTransformer,TMF2,,,3.3177692899978704,3.214610237152979,3.266189763575425,3.3177692899978704,3.5955287792064525,3.255966657473717,3.425747718340085,0.3395621217327353,0.3395621217327353,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T030.yaml,,experiments/predictions/EXP-T030/oof_primary.csv,experiments/predictions/EXP-T030/oof_shadow.csv,experiments/predictions/EXP-T030/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMF2_a1022f580b4768c0.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__frozen_transformer__TMF2__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/ablingua600m metadata license_status=REVIEW_MODEL_OUTPUT,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,FROZEN_PLM,ABLINGUA,FULL,HL,CONCAT,HISTORICAL_UNAVAILABLE,FROZEN_RESIDUE_EMBEDDING,assets/transformer/residue_asset_manifest.yaml#ablingua600m,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,1.883379159295373e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T031,,TRF_TM_ABLINGUA_FULL_MEAN,TmApp,TRANSFORMER,AnnotatedTransformer,TMF3,,,3.2594092176774887,3.319853967109335,3.289631592393412,3.319853967109335,3.882902922453704,3.357093905225212,3.619998413839458,0.5258090172284922,0.5258090172284922,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T031.yaml,,experiments/predictions/EXP-T031/oof_primary.csv,experiments/predictions/EXP-T031/oof_shadow.csv,experiments/predictions/EXP-T031/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMF3_15f621484c244785.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__frozen_transformer__TMF3__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/ablingua600m metadata license_status=REVIEW_MODEL_OUTPUT,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,FROZEN_PLM,ABLINGUA,FULL,HL,MEAN,HISTORICAL_UNAVAILABLE,FROZEN_RESIDUE_EMBEDDING,assets/transformer/residue_asset_manifest.yaml#ablingua600m,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,8.242910931599567e-08,,,,1e-08,score_verify_only,False,False,,,
EXP-H024,,TRF_HIC_SCRATCH_MIN_HONLY,HIC,TRANSFORMER,AnnotatedTransformer,HICS1,,,0.5008957510740177,0.5168522469163431,0.5088739989951805,0.5168522469163431,0.5067153060347946,0.4945421767058194,0.500628741370307,0.0121731293289752,0.0121731293289752,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-H024.yaml,,experiments/predictions/EXP-H024/oof_primary.csv,experiments/predictions/EXP-H024/oof_shadow.csv,experiments/predictions/EXP-H024/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_HICS1_11277014100e511d.npz;top_models_feature_bundle/advanced_outputs/predictions/HIC__scratch_transformer__HICS1__test.csv,,OK,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED),,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,SCRATCH,NONE,MINIMAL,H_ONLY,H_ONLY,HISTORICAL_UNAVAILABLE,SCRATCH_RESIDUE_SEQUENCE,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,1.4952859617167746e-08,,,,1e-08,score_verify_only,False,False,,,
EXP-H025,,TRF_HIC_SCRATCH_FULL_HONLY,HIC,TRANSFORMER,AnnotatedTransformer,HICS2,,,0.4994417613779076,0.5109553957652653,0.5051985785715865,0.5109553957652653,0.5106221749576522,0.5184216823813356,0.5145219286694939,-0.0077995074236834,0.0077995074236834,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-H025.yaml,,experiments/predictions/EXP-H025/oof_primary.csv,experiments/predictions/EXP-H025/oof_shadow.csv,experiments/predictions/EXP-H025/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_HICS2_11fdc7aab0df64a8.npz;top_models_feature_bundle/advanced_outputs/predictions/HIC__scratch_transformer__HICS2__test.csv,,OK,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED),,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,SCRATCH,NONE,FULL,H_ONLY,H_ONLY,HISTORICAL_UNAVAILABLE,SCRATCH_RESIDUE_SEQUENCE,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,5.343740960839227e-08,,,,1e-08,score_verify_only,False,False,,,
EXP-H026,,TRF_HIC_ESM2_MIN_HONLY,HIC,TRANSFORMER,AnnotatedTransformer,HICF1,,,0.5287635114536364,0.5144555105044519,0.5216095109790442,0.5287635114536364,0.4548230620019229,0.524322588791082,0.4895728253965024,-0.069499526789159,0.069499526789159,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-H026.yaml,,experiments/predictions/EXP-H026/oof_primary.csv,experiments/predictions/EXP-H026/oof_shadow.csv,experiments/predictions/EXP-H026/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_HICF1_4e8dc7327c4d98bc.npz;top_models_feature_bundle/advanced_outputs/predictions/HIC__frozen_transformer__HICF1__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/esm2 metadata license_status=REVIEW_MODEL_OUTPUT,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,FROZEN_PLM,ESM2,MINIMAL,H_ONLY,H_ONLY,HISTORICAL_UNAVAILABLE,FROZEN_RESIDUE_EMBEDDING,assets/transformer/residue_asset_manifest.yaml#esm2,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,9.974350123620468e-09,,,,1e-08,score_verify_only,False,False,,,
EXP-H027,,TRF_HIC_ESM2_FULL_HONLY,HIC,TRANSFORMER,AnnotatedTransformer,HICF2,,,0.5096992157202199,0.5155678999316055,0.5126335578259127,0.5155678999316055,0.4670790704797816,0.4729598936858,0.4700194820827907,-0.0058808232060184,0.0058808232060184,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-H027.yaml,,experiments/predictions/EXP-H027/oof_primary.csv,experiments/predictions/EXP-H027/oof_shadow.csv,experiments/predictions/EXP-H027/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_HICF2_bb17a493d1d9f8f9.npz;top_models_feature_bundle/advanced_outputs/predictions/HIC__frozen_transformer__HICF2__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/esm2 metadata license_status=REVIEW_MODEL_OUTPUT,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,FROZEN_PLM,ESM2,FULL,H_ONLY,H_ONLY,HISTORICAL_UNAVAILABLE,FROZEN_RESIDUE_EMBEDDING,assets/transformer/residue_asset_manifest.yaml#esm2,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,3.4458490005828686e-08,,,,1e-08,score_verify_only,False,False,,,
EXP-T032,,TRF_TM_SCRATCH_FULL_MEAN_FUS_ABLINGUA_CDR3,TmApp,TRANSFORMER,AnnotatedTransformer+Fusion,TMS3__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE,FS_TM_ABLINGUA_CDR3,TM_PARENT_ABLINGUA_CDR3__RIDGE,2.769434548209233,2.900661892361111,2.8350482202851723,2.900661892361111,3.076469233006607,3.182338196554302,3.1294037147804543,-0.105868963547695,0.105868963547695,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T032.yaml,,experiments/predictions/EXP-T032/oof_primary.csv,experiments/predictions/EXP-T032/oof_shadow.csv,experiments/predictions/EXP-T032/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMS3__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE_03a66450edbe8f11.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__fusion__TMS3__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED) | fusion fixed branch FS_TM_ABLINGUA_CDR3: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,FUSION,NONE,FULL,HL,MEAN,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,3.076654140343749e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T033,,TRF_TM_SCRATCH_FULL_MEAN_FUS_ABLINGUA_GLOBAL,TmApp,TRANSFORMER,AnnotatedTransformer+Fusion,TMS3__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE,FS_TM_ABLINGUA_GLOBAL,TM_PARENT_ABLINGUA_GLOBAL__RIDGE,2.7264024789441272,2.8779582506344648,2.802180364789296,2.8779582506344648,3.1918426325291764,3.1535706696686923,3.172706651098934,0.0382719628604841,0.0382719628604841,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T033.yaml,,experiments/predictions/EXP-T033/oof_primary.csv,experiments/predictions/EXP-T033/oof_shadow.csv,experiments/predictions/EXP-T033/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMS3__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE_528029aa612a6ab7.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__fusion__TMS3__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED) | fusion fixed branch FS_TM_ABLINGUA_GLOBAL: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,FUSION,NONE,FULL,HL,MEAN,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,2.6860291235664135e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T034,,TRF_TM_SCRATCH_FULL_MEAN_FUS_BIOEMU_MPNN,TmApp,TRANSFORMER,AnnotatedTransformer+Fusion,TMS3__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE,FS_TM_BIOEMU_MPNN,TM_BASE_BIOEMU_MPNN__RIDGE,2.7522207110997576,2.96677258966391,2.8594966503818338,2.96677258966391,3.116622359664352,3.267218318986304,3.191920339325328,-0.1505959593219521,0.1505959593219521,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T034.yaml,,experiments/predictions/EXP-T034/oof_primary.csv,experiments/predictions/EXP-T034/oof_shadow.csv,experiments/predictions/EXP-T034/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMS3__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE_85e8e05ec1b75a79.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__fusion__TMS3__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED) | fusion fixed branch FS_TM_BIOEMU_MPNN: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,FUSION,NONE,FULL,HL,MEAN,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,2.8194926793290165e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T035,,TRF_TM_ABLINGUA_FULL_CONCAT_FUS_ABLINGUA_CDR3,TmApp,TRANSFORMER,AnnotatedTransformer+Fusion,TMF2__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE,FS_TM_ABLINGUA_CDR3,TM_PARENT_ABLINGUA_CDR3__RIDGE,2.7468702057261534,2.8230488231643243,2.784959514445239,2.8230488231643243,3.284899393717448,3.188081764880522,3.2364905792989846,0.0968176288369262,0.0968176288369262,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T035.yaml,,experiments/predictions/EXP-T035/oof_primary.csv,experiments/predictions/EXP-T035/oof_shadow.csv,experiments/predictions/EXP-T035/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMF2__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE_e90be082221a2a12.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__fusion__TMF2__FUSION__TM_PARENT_ABLINGUA_CDR3__RIDGE__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/ablingua600m metadata license_status=REVIEW_MODEL_OUTPUT | fusion fixed branch FS_TM_ABLINGUA_CDR3: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,FUSION,ABLINGUA,FULL,HL,CONCAT,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#ablingua600m,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,1.980824411162985e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T036,,TRF_TM_ABLINGUA_FULL_CONCAT_FUS_ABLINGUA_GLOBAL,TmApp,TRANSFORMER,AnnotatedTransformer+Fusion,TMF2__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE,FS_TM_ABLINGUA_GLOBAL,TM_PARENT_ABLINGUA_GLOBAL__RIDGE,2.758065282562632,2.799007486414027,2.778536384488329,2.799007486414027,3.2866464308750483,3.2090721601321373,3.2478592955035928,0.077574270742911,0.077574270742911,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-T036.yaml,,experiments/predictions/EXP-T036/oof_primary.csv,experiments/predictions/EXP-T036/oof_shadow.csv,experiments/predictions/EXP-T036/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMF2__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE_4bdf868e4742e8ab.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__fusion__TMF2__FUSION__TM_PARENT_ABLINGUA_GLOBAL__RIDGE__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/ablingua600m metadata license_status=REVIEW_MODEL_OUTPUT | fusion fixed branch FS_TM_ABLINGUA_GLOBAL: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,FUSION,ABLINGUA,FULL,HL,CONCAT,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#ablingua600m,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,2.588975696049545e-07,,,,1e-08,score_verify_only,False,False,,,
EXP-T037,,TRF_TM_ABLINGUA_FULL_CONCAT_FUS_BIOEMU_MPNN,TmApp,TRANSFORMER,AnnotatedTransformer+Fusion,TMF2__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE,FS_TM_BIOEMU_MPNN,TM_BASE_BIOEMU_MPNN__RIDGE,2.753815709808727,2.772998134785718,2.7634069222972224,2.772998134785718,3.267984555091387,3.2807702900450906,3.274377422568239,-0.0127857349537037,0.0127857349537037,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-T037.yaml,,experiments/predictions/EXP-T037/oof_primary.csv,experiments/predictions/EXP-T037/oof_shadow.csv,experiments/predictions/EXP-T037/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_TMF2__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE_c8a3d89c11718657.npz;top_models_feature_bundle/advanced_outputs/predictions/TmApp__fusion__TMF2__FUSION__TM_BASE_BIOEMU_MPNN__RIDGE__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | residue_level/ablingua600m metadata license_status=REVIEW_MODEL_OUTPUT | fusion fixed branch FS_TM_BIOEMU_MPNN: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS; exact OOF replay under current Transformer impl (2026-09),FUSION,ABLINGUA,FULL,HL,CONCAT,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#ablingua600m,SHAREABLE_PARTIAL,REPRODUCED,YES,4.136586135849996e-07,,0.0,,1e-08,current_impl_replay_exact_oof_match; evidence=results/reproduction/EXP-T037/,True,False,,,
EXP-H028,,TRF_HIC_SCRATCH_FULL_HONLY_FUS_HYDRO_TITRATION,HIC,TRANSFORMER,AnnotatedTransformer+Fusion,HICS2__FUSION__HIC_HYDRO_TITRATION__LASSO,FS_HIC_HYDRO_TITRATION,HIC_HYDRO_TITRATION__LASSO,0.4434767347265172,0.4502519788545835,0.4468643567905503,0.4502519788545835,0.4131651963598934,0.4715501337875553,0.4423576650737243,-0.0583849374276618,0.0583849374276618,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,RESULT_VERIFIED,experiments/configs/EXP-H028.yaml,,experiments/predictions/EXP-H028/oof_primary.csv,experiments/predictions/EXP-H028/oof_shadow.csv,experiments/predictions/EXP-H028/test.csv,,,,,,,,,top_models_feature_bundle/results/MODEL_BENCHMARK_SUMMARY.csv,top_models_feature_bundle/advanced_outputs/logs/oof_HICS2__FUSION__HIC_HYDRO_TITRATION__LASSO_8eb54002cd7b56d8.npz;top_models_feature_bundle/advanced_outputs/predictions/HIC__fusion__HICS2__FUSION__HIC_HYDRO_TITRATION__LASSO__test.csv,,REVIEW,residue_level annotations: IMGT_residue_annotations OK_COMPETITION_DERIVED | scratch AA from competition sequences (OK_COMPETITION_DERIVED) | fusion fixed branch FS_HIC_HYDRO_TITRATION: Phase1 FS license aggregate REVIEW,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,FUSION,NONE,FULL,H_ONLY,H_ONLY,HISTORICAL_UNAVAILABLE,RESIDUE_PLUS_FIXED_FEATURES,assets/transformer/residue_asset_manifest.yaml#annotations+scratch_sequences,SHAREABLE_PARTIAL,RESULT_VERIFIED,YES,3.2035168295863066e-08,,,,1e-08,score_verify_only,False,False,,,
