experiment_code,legacy_experiment_code,experiment_id,target,family,model_type,source_model_id,feature_set_id,source_recipe_id,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,public_mae,private_mae,test_overall_mae,public_private_delta,public_private_gap,cv_protocol,selection_policy_at_creation,current_evaluation_mode,artifact_status,source_reproducible,drilldown_reproducible,reproduction_status,config_path,feature_path,oof_primary_path,oof_shadow_path,test_prediction_path,n_features,feature_space,feature_sha256,feature_content_sha256,feature_recipe_hash,linear_alpha,xgb_preset,xgb_final_n_estimators,score_source,prediction_source,feature_source,license_status,license_reference,ensemble_type,member_experiment_codes,notes,transformer_type,plm_source,annotation_mode,chain_mode,pooling_mode,representation_status,input_space,input_asset_ref,shareability_status,reproducibility_status_v2,canonical_benchmark_eligible,score_max_delta,prediction_max_delta,prediction_reproduction_max_delta,reproduction_tolerance_pred,reproduction_tolerance_score,tolerance_reason,training_reproduction_attempted,optuna_used,fitted_params_path,blocker,control_experiment_code
EXP-T061,,LIN_TM_ALONE_AL2_FR_CDR_SPLIT_LASSO,TmApp,LINEAR,LASSO,CLASSICAL::ALONE__FB_AL2_FR_CDR_SPLIT::lasso,FS_EXP-T061,ALONE__FB_AL2_FR_CDR_SPLIT,3.036032958879144,2.8829483470567454,2.9594906529679443,3.036032958879144,3.2874791168026296,3.224279356112297,3.255879236457464,0.063199760690332,0.063199760690332,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-T061.yaml,experiments/features/EXP-T061.parquet,experiments/predictions/EXP-T061/oof_primary.csv,experiments/predictions/EXP-T061/oof_shadow.csv,experiments/predictions/EXP-T061/test.csv,1920.0,RAW_PREPROCESS,6d3cf3c17cf8de51361bc8092d6682cca7ca50acd3a5cc90ab1945ac2b3cbffa,d180f8a21ea9d18fff76afe0ba970b2bf4536a31a18bc802c500612e8164b8b8,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_AL2_FR_CDR_SPLIT,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,8.881784197001252e-16,7.105e-15,7.105e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-T061.fitted_params.json,,
EXP-T062,,ENET_TM_ALONE_AL2_FR_CDR_SPLIT_ENET,TmApp,LINEAR,ENET,CLASSICAL::ALONE__FB_AL2_FR_CDR_SPLIT::enet,FS_EXP-T062,ALONE__FB_AL2_FR_CDR_SPLIT,3.038585055859295,2.8805533575368054,2.95956920669805,3.038585055859295,3.375392665322608,3.2678405288100225,3.321616597066315,0.1075521365125853,0.1075521365125853,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-T062.yaml,experiments/features/EXP-T062.parquet,experiments/predictions/EXP-T062/oof_primary.csv,experiments/predictions/EXP-T062/oof_shadow.csv,experiments/predictions/EXP-T062/test.csv,1920.0,RAW_PREPROCESS,6d3cf3c17cf8de51361bc8092d6682cca7ca50acd3a5cc90ab1945ac2b3cbffa,d180f8a21ea9d18fff76afe0ba970b2bf4536a31a18bc802c500612e8164b8b8,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_AL2_FR_CDR_SPLIT,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,0.0,0.0,0.0,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-T062.fitted_params.json,,
EXP-T063,,SVR_TM_ALONE_AL2_FR_CDR_SPLIT_SVR,TmApp,LINEAR,SVR,CLASSICAL::ALONE__FB_AL2_FR_CDR_SPLIT::svr,FS_EXP-T063,ALONE__FB_AL2_FR_CDR_SPLIT,3.0734346814697022,2.906945237540249,2.990189959504976,3.0734346814697022,3.2131074564210875,3.088347970215321,3.150727713318205,0.1247594862057663,0.1247594862057663,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-T063.yaml,experiments/features/EXP-T063.parquet,experiments/predictions/EXP-T063/oof_primary.csv,experiments/predictions/EXP-T063/oof_shadow.csv,experiments/predictions/EXP-T063/test.csv,1920.0,RAW_PREPROCESS,6d3cf3c17cf8de51361bc8092d6682cca7ca50acd3a5cc90ab1945ac2b3cbffa,d180f8a21ea9d18fff76afe0ba970b2bf4536a31a18bc802c500612e8164b8b8,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_AL2_FR_CDR_SPLIT,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,0.0,7.105e-15,7.105e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-T063.fitted_params.json,,
EXP-T064,,XGB_TM_ALONE_AL2_FR_CDR_SPLIT_XGB,TmApp,XGBOOST,XGB,CLASSICAL::ALONE__FB_AL2_FR_CDR_SPLIT::xgb,FS_EXP-T064,ALONE__FB_AL2_FR_CDR_SPLIT,3.100844771773726,3.144547309404538,3.1226960405891324,3.144547309404538,3.4176112045476468,3.205077748239776,3.311344476393711,0.2125334563078706,0.2125334563078706,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-T064.yaml,experiments/features/EXP-T064.parquet,experiments/predictions/EXP-T064/oof_primary.csv,experiments/predictions/EXP-T064/oof_shadow.csv,experiments/predictions/EXP-T064/test.csv,1920.0,RAW_PREPROCESS,6d3cf3c17cf8de51361bc8092d6682cca7ca50acd3a5cc90ab1945ac2b3cbffa,d180f8a21ea9d18fff76afe0ba970b2bf4536a31a18bc802c500612e8164b8b8,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_AL2_FR_CDR_SPLIT,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,1.3047357327877762e-07,3.782e-06,3.782e-06,1e-05,1e-06,xgboost_numerical_tolerance,True,False,experiments/configs/EXP-T064.fitted_params.json,,
EXP-H034,,LIN_HIC_ALONE_ESM2_GLOBAL_RIDGE,HIC,LINEAR,RIDGE,CLASSICAL::ALONE__FB_ESM2_GLOBAL::ridge,FS_EXP-H034,ALONE__FB_ESM2_GLOBAL,0.4914364606473387,0.4969438904612134,0.4941901755542761,0.4969438904612134,0.5297118375440888,0.5278742720025729,0.5287930547733308,0.0018375655415159,0.0018375655415159,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H034.yaml,experiments/features/EXP-H034.parquet,experiments/predictions/EXP-H034/oof_primary.csv,experiments/predictions/EXP-H034/oof_shadow.csv,experiments/predictions/EXP-H034/test.csv,1280.0,RAW_PREPROCESS,73b605cb6de670aec835ae67cf2bb28b82f1d3ce5402299d99f7503aeab987da,58d428678373e39926338896eb080cb154df62ff9b3d055f092b7d60623b3759,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_GLOBAL,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.220446049250313e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H034.fitted_params.json,,
EXP-H035,,LIN_HIC_ALONE_ESM2_GLOBAL_LASSO,HIC,LINEAR,LASSO,CLASSICAL::ALONE__FB_ESM2_GLOBAL::lasso,FS_EXP-H035,ALONE__FB_ESM2_GLOBAL,0.5187788792711507,0.4961451506210827,0.5074620149461168,0.5187788792711507,0.5351015830190654,0.5142001587706909,0.5246508708948783,0.0209014242483744,0.0209014242483744,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H035.yaml,experiments/features/EXP-H035.parquet,experiments/predictions/EXP-H035/oof_primary.csv,experiments/predictions/EXP-H035/oof_shadow.csv,experiments/predictions/EXP-H035/test.csv,1280.0,RAW_PREPROCESS,73b605cb6de670aec835ae67cf2bb28b82f1d3ce5402299d99f7503aeab987da,58d428678373e39926338896eb080cb154df62ff9b3d055f092b7d60623b3759,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_GLOBAL,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.220446049250313e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H035.fitted_params.json,,
EXP-H036,,ENET_HIC_ALONE_ESM2_GLOBAL_ENET,HIC,LINEAR,ENET,CLASSICAL::ALONE__FB_ESM2_GLOBAL::enet,FS_EXP-H036,ALONE__FB_ESM2_GLOBAL,0.5154877515621304,0.5021419888831792,0.5088148702226548,0.5154877515621304,0.5314075834654285,0.5142639245371217,0.5228357540012751,0.0171436589283068,0.0171436589283068,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H036.yaml,experiments/features/EXP-H036.parquet,experiments/predictions/EXP-H036/oof_primary.csv,experiments/predictions/EXP-H036/oof_shadow.csv,experiments/predictions/EXP-H036/test.csv,1280.0,RAW_PREPROCESS,73b605cb6de670aec835ae67cf2bb28b82f1d3ce5402299d99f7503aeab987da,58d428678373e39926338896eb080cb154df62ff9b3d055f092b7d60623b3759,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_GLOBAL,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.220446049250313e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H036.fitted_params.json,,
EXP-H037,,SVR_HIC_ALONE_ESM2_GLOBAL_SVR,HIC,LINEAR,SVR,CLASSICAL::ALONE__FB_ESM2_GLOBAL::svr,FS_EXP-H037,ALONE__FB_ESM2_GLOBAL,0.4610648929426544,0.4689388916562481,0.4650018922994512,0.4689388916562481,0.4675292299081999,0.454961261581923,0.4612452457450615,0.0125679683262768,0.0125679683262768,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H037.yaml,experiments/features/EXP-H037.parquet,experiments/predictions/EXP-H037/oof_primary.csv,experiments/predictions/EXP-H037/oof_shadow.csv,experiments/predictions/EXP-H037/test.csv,1280.0,RAW_PREPROCESS,73b605cb6de670aec835ae67cf2bb28b82f1d3ce5402299d99f7503aeab987da,58d428678373e39926338896eb080cb154df62ff9b3d055f092b7d60623b3759,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_GLOBAL,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,5.551115123125783e-17,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H037.fitted_params.json,,
EXP-H038,,XGB_HIC_ALONE_ESM2_GLOBAL_XGB,HIC,XGBOOST,XGB,CLASSICAL::ALONE__FB_ESM2_GLOBAL::xgb,FS_EXP-H038,ALONE__FB_ESM2_GLOBAL,0.5078082993118851,0.5290459792996629,0.518427139305774,0.5290459792996629,0.538694687831549,0.4930912150630244,0.5158929514472866,0.0456034727685245,0.0456034727685245,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H038.yaml,experiments/features/EXP-H038.parquet,experiments/predictions/EXP-H038/oof_primary.csv,experiments/predictions/EXP-H038/oof_shadow.csv,experiments/predictions/EXP-H038/test.csv,1280.0,RAW_PREPROCESS,73b605cb6de670aec835ae67cf2bb28b82f1d3ce5402299d99f7503aeab987da,58d428678373e39926338896eb080cb154df62ff9b3d055f092b7d60623b3759,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_GLOBAL,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,7.308771576841623e-08,4.713e-07,4.713e-07,1e-05,1e-06,xgboost_numerical_tolerance,True,False,experiments/configs/EXP-H038.fitted_params.json,,
EXP-H039,,LIN_HIC_ALONE_ESM2_RASA_P1_RIDGE,HIC,LINEAR,RIDGE,CLASSICAL::ALONE__FB_ESM2_RASA_P1::ridge,FS_EXP-H039,ALONE__FB_ESM2_RASA_P1,0.4992563606770568,0.499834038762465,0.4995451997197609,0.499834038762465,0.5088335740760785,0.5083585987596922,0.5085960864178855,0.0004749753163862,0.0004749753163862,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H039.yaml,experiments/features/EXP-H039.parquet,experiments/predictions/EXP-H039/oof_primary.csv,experiments/predictions/EXP-H039/oof_shadow.csv,experiments/predictions/EXP-H039/test.csv,1280.0,RAW_PREPROCESS,d230b1cc3106fd8a4a24a587fa5a78857c871e9ec80cd11cbd70d092162def8c,89dc9ab251b1f6b14d50cd1a7fd8d37cb804eada2471d4a700ef6614085a77aa,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_RASA_P1,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,1.1102230246251563e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H039.fitted_params.json,,
EXP-H040,,LIN_HIC_ALONE_ESM2_RASA_P1_LASSO,HIC,LINEAR,LASSO,CLASSICAL::ALONE__FB_ESM2_RASA_P1::lasso,FS_EXP-H040,ALONE__FB_ESM2_RASA_P1,0.51679477835207,0.5076084561170559,0.5122016172345629,0.51679477835207,0.5122570773859352,0.5212936263987945,0.5167753518923648,-0.0090365490128593,0.0090365490128593,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H040.yaml,experiments/features/EXP-H040.parquet,experiments/predictions/EXP-H040/oof_primary.csv,experiments/predictions/EXP-H040/oof_shadow.csv,experiments/predictions/EXP-H040/test.csv,1280.0,RAW_PREPROCESS,d230b1cc3106fd8a4a24a587fa5a78857c871e9ec80cd11cbd70d092162def8c,89dc9ab251b1f6b14d50cd1a7fd8d37cb804eada2471d4a700ef6614085a77aa,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_RASA_P1,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.220446049250313e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H040.fitted_params.json,,
EXP-H041,,ENET_HIC_ALONE_ESM2_RASA_P1_ENET,HIC,LINEAR,ENET,CLASSICAL::ALONE__FB_ESM2_RASA_P1::enet,FS_EXP-H041,ALONE__FB_ESM2_RASA_P1,0.5075048074048892,0.4990924309234559,0.5032986191641726,0.5075048074048892,0.5120848427724958,0.5208258649645322,0.516455353868514,-0.0087410221920364,0.0087410221920364,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H041.yaml,experiments/features/EXP-H041.parquet,experiments/predictions/EXP-H041/oof_primary.csv,experiments/predictions/EXP-H041/oof_shadow.csv,experiments/predictions/EXP-H041/test.csv,1280.0,RAW_PREPROCESS,d230b1cc3106fd8a4a24a587fa5a78857c871e9ec80cd11cbd70d092162def8c,89dc9ab251b1f6b14d50cd1a7fd8d37cb804eada2471d4a700ef6614085a77aa,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_RASA_P1,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,1.1102230246251563e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H041.fitted_params.json,,
EXP-H042,,SVR_HIC_ALONE_ESM2_RASA_P1_SVR,HIC,LINEAR,SVR,CLASSICAL::ALONE__FB_ESM2_RASA_P1::svr,FS_EXP-H042,ALONE__FB_ESM2_RASA_P1,0.4554649380071217,0.4636813355012391,0.4595731367541804,0.4636813355012391,0.4589141339097766,0.4350763884092253,0.446995261159501,0.0238377455005512,0.0238377455005512,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H042.yaml,experiments/features/EXP-H042.parquet,experiments/predictions/EXP-H042/oof_primary.csv,experiments/predictions/EXP-H042/oof_shadow.csv,experiments/predictions/EXP-H042/test.csv,1280.0,RAW_PREPROCESS,d230b1cc3106fd8a4a24a587fa5a78857c871e9ec80cd11cbd70d092162def8c,89dc9ab251b1f6b14d50cd1a7fd8d37cb804eada2471d4a700ef6614085a77aa,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_RASA_P1,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,1.6653345369377348e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H042.fitted_params.json,,
EXP-H043,,XGB_HIC_ALONE_ESM2_RASA_P1_XGB,HIC,XGBOOST,XGB,CLASSICAL::ALONE__FB_ESM2_RASA_P1::xgb,FS_EXP-H043,ALONE__FB_ESM2_RASA_P1,0.515773297769052,0.5109453940214934,0.5133593458952728,0.515773297769052,0.4707723418812692,0.4814338407163267,0.476103091298798,-0.0106614988350575,0.0106614988350575,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H043.yaml,experiments/features/EXP-H043.parquet,experiments/predictions/EXP-H043/oof_primary.csv,experiments/predictions/EXP-H043/oof_shadow.csv,experiments/predictions/EXP-H043/test.csv,1280.0,RAW_PREPROCESS,d230b1cc3106fd8a4a24a587fa5a78857c871e9ec80cd11cbd70d092162def8c,89dc9ab251b1f6b14d50cd1a7fd8d37cb804eada2471d4a700ef6614085a77aa,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,ALONE__FB_ESM2_RASA_P1,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,3.58268833489106e-08,4.746e-07,4.746e-07,1e-05,1e-06,xgboost_numerical_tolerance,True,False,experiments/configs/EXP-H043.fitted_params.json,,
EXP-H044,,LIN_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_RIDGE,HIC,LINEAR,RIDGE,CLASSICAL::FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3::ridge,FS_EXP-H044,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,0.5125336302114634,0.548592556090264,0.5305630931508637,0.548592556090264,0.4994324384306775,0.560444759694613,0.5299385990626453,-0.0610123212639355,0.0610123212639355,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H044.yaml,experiments/features/EXP-H044.parquet,experiments/predictions/EXP-H044/oof_primary.csv,experiments/predictions/EXP-H044/oof_shadow.csv,experiments/predictions/EXP-H044/test.csv,2728.0,RAW_PREPROCESS,79348fa8e9b17344463a677fd99d5976c51c5cce02f0d9c7386f7074fc529225,b1aff59d84920d34dc87bf2e7b2f86b45f40d64209a507c36c45562991a6ee78,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,1.1102230246251563e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H044.fitted_params.json,,
EXP-H045,,LIN_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_LASSO,HIC,LINEAR,LASSO,CLASSICAL::FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3::lasso,FS_EXP-H045,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,0.488417028377016,0.4867687601751391,0.4875928942760775,0.488417028377016,0.4702379457310567,0.4641712708181718,0.4672046082746142,0.0060666749128849,0.0060666749128849,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H045.yaml,experiments/features/EXP-H045.parquet,experiments/predictions/EXP-H045/oof_primary.csv,experiments/predictions/EXP-H045/oof_shadow.csv,experiments/predictions/EXP-H045/test.csv,2728.0,RAW_PREPROCESS,79348fa8e9b17344463a677fd99d5976c51c5cce02f0d9c7386f7074fc529225,b1aff59d84920d34dc87bf2e7b2f86b45f40d64209a507c36c45562991a6ee78,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.7755575615628914e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H045.fitted_params.json,,
EXP-H046,,ENET_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_ENET,HIC,LINEAR,ENET,CLASSICAL::FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3::enet,FS_EXP-H046,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,0.4962326403366933,0.5349786060750875,0.5156056232058904,0.5349786060750875,0.4404158289191551,0.4620138771482361,0.4512148530336956,-0.021598048229081,0.021598048229081,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H046.yaml,experiments/features/EXP-H046.parquet,experiments/predictions/EXP-H046/oof_primary.csv,experiments/predictions/EXP-H046/oof_shadow.csv,experiments/predictions/EXP-H046/test.csv,2728.0,RAW_PREPROCESS,79348fa8e9b17344463a677fd99d5976c51c5cce02f0d9c7386f7074fc529225,b1aff59d84920d34dc87bf2e7b2f86b45f40d64209a507c36c45562991a6ee78,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.220446049250313e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H046.fitted_params.json,,
EXP-H047,,SVR_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_SVR,HIC,LINEAR,SVR,CLASSICAL::FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3::svr,FS_EXP-H047,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,0.4528784231371178,0.4439791471508914,0.4484287851440046,0.4528784231371178,0.4075780250191751,0.4473670821096207,0.4274725535643979,-0.0397890570904455,0.0397890570904455,canonical_simple_tvt_primary_shadow,CV_SELECTED_POSTCOMP_EVALUATED,POSTCOMP_EXPLORATORY,FULL,YES,YES,REPRODUCED,experiments/configs/EXP-H047.yaml,experiments/features/EXP-H047.parquet,experiments/predictions/EXP-H047/oof_primary.csv,experiments/predictions/EXP-H047/oof_shadow.csv,experiments/predictions/EXP-H047/test.csv,2728.0,RAW_PREPROCESS,79348fa8e9b17344463a677fd99d5976c51c5cce02f0d9c7386f7074fc529225,b1aff59d84920d34dc87bf2e7b2f86b45f40d64209a507c36c45562991a6ee78,,,,,classical_refinement_cv+solution_postfreeze,classical_refinement,FS_HIC_HYDRO_TITRATION+FB_ESM2_RASA_CDR3,REVIEW,PLM residue / structure-derived classical features,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,,,,,,,,,SHAREABLE_COMPLETE,REPRODUCED,YES,2.220446049250313e-16,1.776e-15,1.776e-15,1e-10,1e-10,deterministic_classical_strict,True,False,experiments/configs/EXP-H047.fitted_params.json,,
