representation,plm_family,plm_source,content_mode,subdir,representation_context,paired_match_group,topology,annotation,annotation_mode,experiment_code,execution_status,reuse_source,raw_dim,config_path,primary_mae,shadow_mae,mean_ps,worst_ps,notes
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,A,FULL,full,EXP-T227,COMPLETE,,768,experiments/configs/EXP-T227.yaml,3.432775050033758,3.3185034386905623,3.3756392443621603,3.432775050033758,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B1,FULL,full,EXP-T228,COMPLETE,,768,experiments/configs/EXP-T228.yaml,3.5277114208833673,3.233367496066623,3.3805394584749955,3.5277114208833673,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B2,FULL,full,EXP-T229,COMPLETE,,768,experiments/configs/EXP-T229.yaml,3.4567223772590543,3.398341120025258,3.4275317486421564,3.4567223772590543,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,C,FULL,full,EXP-T157,REUSE,EXP-T157,768,,3.4670958342375577,3.2599392172731,3.363517525755329,3.4670958342375577,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,D,FULL,full,EXP-T230,COMPLETE,,768,experiments/configs/EXP-T230.yaml,3.6726036778202764,3.4214357211266035,3.5470196994734398,3.6726036778202764,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,A,BASE,base,EXP-T231,COMPLETE,,768,experiments/configs/EXP-T231.yaml,3.4366926970305265,3.3534196453329956,3.395056171181761,3.4366926970305265,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B1,BASE,base,EXP-T232,COMPLETE,,768,experiments/configs/EXP-T232.yaml,3.3065783182779946,3.288868209462107,3.2977232638700507,3.3065783182779946,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B2,BASE,base,EXP-T233,COMPLETE,,768,experiments/configs/EXP-T233.yaml,3.53172528302228,3.3647631656976396,3.44824422435996,3.53172528302228,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,C,BASE,base,EXP-T234,COMPLETE,,768,experiments/configs/EXP-T234.yaml,3.6356950689245155,3.3670595192614896,3.5013772940930026,3.6356950689245155,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,D,BASE,base,EXP-T235,COMPLETE,,768,experiments/configs/EXP-T235.yaml,3.652762942843967,3.36608597084328,3.5094244568436235,3.652762942843967,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,A,IMGT,imgt,EXP-T236,COMPLETE,,768,experiments/configs/EXP-T236.yaml,3.503537990428783,3.260058414788894,3.3817982026088385,3.503537990428783,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B1,IMGT,imgt,EXP-T237,COMPLETE,,768,experiments/configs/EXP-T237.yaml,3.4415609807143976,3.3717567538037714,3.4066588672590843,3.4415609807143976,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B2,IMGT,imgt,EXP-T238,COMPLETE,,768,experiments/configs/EXP-T238.yaml,3.4554195875003013,3.252317970181689,3.353868778840995,3.4554195875003013,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,C,IMGT,imgt,EXP-T239,COMPLETE,,768,experiments/configs/EXP-T239.yaml,3.594685071780358,3.4054155231993875,3.5000502974898726,3.594685071780358,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,D,IMGT,imgt,EXP-T240,COMPLETE,,768,experiments/configs/EXP-T240.yaml,3.468440679856289,3.3722850187325184,3.4203628492944036,3.468440679856289,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,A,REGION,region,EXP-T241,COMPLETE,,768,experiments/configs/EXP-T241.yaml,3.4804858454951533,3.3810753527982733,3.430780599146713,3.4804858454951533,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B1,REGION,region,EXP-T242,COMPLETE,,768,experiments/configs/EXP-T242.yaml,3.559218771663713,3.5725261311472196,3.5658724514054665,3.5725261311472196,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,B2,REGION,region,EXP-T243,COMPLETE,,768,experiments/configs/EXP-T243.yaml,3.5074604411184054,3.3371816564489296,3.4223210487836675,3.5074604411184054,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,C,REGION,region,EXP-T244,COMPLETE,,768,experiments/configs/EXP-T244.yaml,3.49098895508566,3.3003315631254218,3.395660259105541,3.49098895508566,
ablang1,ablang1,ablang1,frozen,ablang1,SEPARATE_CHAIN,,D,REGION,region,EXP-T245,COMPLETE,,768,experiments/configs/EXP-T245.yaml,3.5294022736725985,3.404256632298599,3.466829452985599,3.5294022736725985,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,A,FULL,full,EXP-T246,COMPLETE,,1280,experiments/configs/EXP-T246.yaml,3.340128627824195,3.4261205696765287,3.3831245987503618,3.4261205696765287,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B1,FULL,full,EXP-T247,COMPLETE,,1280,experiments/configs/EXP-T247.yaml,3.3201899116421925,3.3232810408980757,3.321735476270134,3.3232810408980757,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B2,FULL,full,EXP-T248,COMPLETE,,1280,experiments/configs/EXP-T248.yaml,3.4164459322705683,3.278864354263117,3.3476551432668424,3.4164459322705683,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,C,FULL,full,EXP-T158,REUSE,EXP-T158,1280,,3.317988831319927,3.2039646101586614,3.2609767207392943,3.317988831319927,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,D,FULL,full,EXP-T249,COMPLETE,,1280,experiments/configs/EXP-T249.yaml,3.357188707516517,3.4802463908254366,3.418717549170977,3.4802463908254366,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,A,BASE,base,EXP-T250,COMPLETE,,1280,experiments/configs/EXP-T250.yaml,3.537883523069782,3.350994227844992,3.444438875457387,3.537883523069782,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B1,BASE,base,EXP-T251,COMPLETE,,1280,experiments/configs/EXP-T251.yaml,3.3072576405089578,3.2291519965654536,3.268204818537206,3.3072576405089578,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B2,BASE,base,EXP-T252,COMPLETE,,1280,experiments/configs/EXP-T252.yaml,3.541362668261116,3.3295013521924433,3.43543201022678,3.541362668261116,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,C,BASE,base,EXP-T253,COMPLETE,,1280,experiments/configs/EXP-T253.yaml,3.1692948517975985,3.247104362205223,3.2081996070014105,3.247104362205223,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,D,BASE,base,EXP-T254,COMPLETE,,1280,experiments/configs/EXP-T254.yaml,3.4053686636465565,3.336602528889974,3.370985596268265,3.4053686636465565,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,A,IMGT,imgt,EXP-T255,COMPLETE,,1280,experiments/configs/EXP-T255.yaml,3.339111704885224,3.5539881152871216,3.4465499100861727,3.5539881152871216,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B1,IMGT,imgt,EXP-T256,COMPLETE,,1280,experiments/configs/EXP-T256.yaml,3.322160767920223,3.411948686764564,3.367054727342394,3.411948686764564,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B2,IMGT,imgt,EXP-T257,COMPLETE,,1280,experiments/configs/EXP-T257.yaml,3.458979100356867,3.3319626796392745,3.395470889998071,3.458979100356867,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,C,IMGT,imgt,EXP-T258,COMPLETE,,1280,experiments/configs/EXP-T258.yaml,3.383715076211058,3.436783378506884,3.410249227358971,3.436783378506884,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,D,IMGT,imgt,EXP-T259,COMPLETE,,1280,experiments/configs/EXP-T259.yaml,3.4159973992241754,3.3307401869032116,3.3733687930636935,3.4159973992241754,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,A,REGION,region,EXP-T260,COMPLETE,,1280,experiments/configs/EXP-T260.yaml,3.3463706970214844,3.3938430503562644,3.3701068736888744,3.3938430503562644,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B1,REGION,region,EXP-T261,COMPLETE,,1280,experiments/configs/EXP-T261.yaml,3.4361193150649836,3.3198013541139204,3.377960334589452,3.4361193150649836,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,B2,REGION,region,EXP-T262,COMPLETE,,1280,experiments/configs/EXP-T262.yaml,3.3033908796899114,3.3033150566948786,3.303352968192395,3.3033908796899114,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,C,REGION,region,EXP-T263,COMPLETE,,1280,experiments/configs/EXP-T263.yaml,3.3833620283338757,3.3677674281744308,3.375564728254153,3.3833620283338757,
esm1b,esm1b,esm1b,frozen,esm1b,SEPARATE_CHAIN,,D,REGION,region,EXP-T264,COMPLETE,,1280,experiments/configs/EXP-T264.yaml,3.419357841397509,3.316211747534481,3.367784794465995,3.419357841397509,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,A,FULL,full,EXP-T152,REUSE,EXP-T152,1280,,3.482475163024149,3.5690759258505738,3.5257755444373613,3.5690759258505738,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B1,FULL,full,EXP-T153,REUSE,EXP-T153,1280,,3.3596158910680702,3.4325087982931253,3.396062344680597,3.4325087982931253,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B2,FULL,full,EXP-T154,REUSE,EXP-T154,1280,,3.360608089117356,3.378463980592328,3.3695360348548418,3.378463980592328,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,C,FULL,full,EXP-T155,REUSE,EXP-T155,1280,,3.2831874894507136,3.535668172954041,3.409427831202377,3.535668172954041,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,D,FULL,full,EXP-T156,REUSE,EXP-T156,1280,,3.2438234399866173,3.4195867232334467,3.331705081610032,3.4195867232334467,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,A,BASE,base,EXP-T265,COMPLETE,,1280,experiments/configs/EXP-T265.yaml,3.3943922254774304,3.4311236628779658,3.412757944177698,3.4311236628779658,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B1,BASE,base,EXP-T266,COMPLETE,,1280,experiments/configs/EXP-T266.yaml,3.28865752985448,3.5212801238636913,3.4049688268590854,3.5212801238636913,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B2,BASE,base,EXP-T267,COMPLETE,,1280,experiments/configs/EXP-T267.yaml,3.3646919815628618,3.419343830626688,3.392017906094775,3.419343830626688,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,C,BASE,base,EXP-T268,COMPLETE,,1280,experiments/configs/EXP-T268.yaml,3.4581882335521557,3.3562062110429927,3.407197222297574,3.4581882335521557,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,D,BASE,base,EXP-T269,COMPLETE,,1280,experiments/configs/EXP-T269.yaml,3.4819456971721885,3.578776700997058,3.5303611990846235,3.578776700997058,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,A,IMGT,imgt,EXP-T270,COMPLETE,,1280,experiments/configs/EXP-T270.yaml,3.246193261794102,3.798068034796067,3.5221306482950845,3.798068034796067,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B1,IMGT,imgt,EXP-T271,COMPLETE,,1280,experiments/configs/EXP-T271.yaml,3.4087936966507524,3.5330929697295765,3.4709433331901645,3.5330929697295765,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B2,IMGT,imgt,EXP-T272,COMPLETE,,1280,experiments/configs/EXP-T272.yaml,3.5029288397894964,3.5597223823453175,3.531325611067407,3.5597223823453175,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,C,IMGT,imgt,EXP-T273,COMPLETE,,1280,experiments/configs/EXP-T273.yaml,3.300831523942359,3.5291608645592207,3.41499619425079,3.5291608645592207,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,D,IMGT,imgt,EXP-T274,COMPLETE,,1280,experiments/configs/EXP-T274.yaml,3.2612172350471402,3.6321705712212458,3.446693903134193,3.6321705712212458,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,A,REGION,region,EXP-T275,COMPLETE,,1280,experiments/configs/EXP-T275.yaml,3.6889966799889082,3.4418051919819397,3.5654009359854237,3.6889966799889082,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B1,REGION,region,EXP-T276,COMPLETE,,1280,experiments/configs/EXP-T276.yaml,3.683211503205476,3.3573921580373507,3.5203018306214133,3.683211503205476,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,B2,REGION,region,EXP-T277,COMPLETE,,1280,experiments/configs/EXP-T277.yaml,3.6295491913218556,3.310052424301336,3.4698008078115956,3.6295491913218556,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,C,REGION,region,EXP-T278,COMPLETE,,1280,experiments/configs/EXP-T278.yaml,3.3396597026306907,3.3646489367072965,3.3521543196689936,3.3646489367072965,
esm2,esm2,esm2,frozen,esm2,SEPARATE_CHAIN,,D,REGION,region,EXP-T279,COMPLETE,,1280,experiments/configs/EXP-T279.yaml,3.446311173615632,3.408730212553048,3.42752069308434,3.446311173615632,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,A,FULL,full,EXP-T280,COMPLETE,,1152,experiments/configs/EXP-T280.yaml,3.2058723826467257,3.3371815151638455,3.2715269489052856,3.3371815151638455,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B1,FULL,full,EXP-T281,COMPLETE,,1152,experiments/configs/EXP-T281.yaml,3.365971365092713,3.5823341416723933,3.474152753382553,3.5823341416723933,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B2,FULL,full,EXP-T282,COMPLETE,,1152,experiments/configs/EXP-T282.yaml,3.2356268800335166,3.4504187548602068,3.3430228174468617,3.4504187548602068,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,C,FULL,full,EXP-T159,REUSE,EXP-T159,1152,,3.324026084240572,3.366429740999952,3.345227912620261,3.366429740999952,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,D,FULL,full,EXP-T283,COMPLETE,,1152,experiments/configs/EXP-T283.yaml,3.4010998290262107,3.4924549997588734,3.446777414392542,3.4924549997588734,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,A,BASE,base,EXP-T284,COMPLETE,,1152,experiments/configs/EXP-T284.yaml,3.114249900535301,3.3760882719063465,3.245169086220824,3.3760882719063465,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B1,BASE,base,EXP-T285,COMPLETE,,1152,experiments/configs/EXP-T285.yaml,3.0348809795615113,3.2111711148862487,3.12302604722388,3.2111711148862487,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B2,BASE,base,EXP-T286,COMPLETE,,1152,experiments/configs/EXP-T286.yaml,3.3573069866792657,3.2370468893168884,3.297176937998077,3.3573069866792657,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,C,BASE,base,EXP-T287,COMPLETE,,1152,experiments/configs/EXP-T287.yaml,3.10821834611304,3.261248035195433,3.1847331906542364,3.261248035195433,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,D,BASE,base,EXP-T288,COMPLETE,,1152,experiments/configs/EXP-T288.yaml,3.2987725057719666,3.373973775793005,3.3363731407824857,3.373973775793005,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,A,IMGT,imgt,EXP-T289,COMPLETE,,1152,experiments/configs/EXP-T289.yaml,3.2797281948136696,3.363575217164593,3.3216517059891313,3.363575217164593,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B1,IMGT,imgt,EXP-T290,COMPLETE,,1152,experiments/configs/EXP-T290.yaml,3.3403380594135803,3.393495630334925,3.3669168448742526,3.393495630334925,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B2,IMGT,imgt,EXP-T291,COMPLETE,,1152,experiments/configs/EXP-T291.yaml,3.3197186552448037,3.4462371166841486,3.3829778859644764,3.4462371166841486,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,C,IMGT,imgt,EXP-T292,COMPLETE,,1152,experiments/configs/EXP-T292.yaml,3.320762587182316,3.401588534131462,3.361175560656889,3.401588534131462,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,D,IMGT,imgt,EXP-T293,COMPLETE,,1152,experiments/configs/EXP-T293.yaml,3.3855539015781733,3.355020687903887,3.37028729474103,3.3855539015781733,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,A,REGION,region,EXP-T294,COMPLETE,,1152,experiments/configs/EXP-T294.yaml,3.1597685637297452,3.4850933404616367,3.322430952095691,3.4850933404616367,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B1,REGION,region,EXP-T295,COMPLETE,,1152,experiments/configs/EXP-T295.yaml,3.2466412297001592,3.3266254001193576,3.2866333149097584,3.3266254001193576,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,B2,REGION,region,EXP-T296,COMPLETE,,1152,experiments/configs/EXP-T296.yaml,3.2492287247269243,3.3530904981825085,3.3011596114547164,3.3530904981825085,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,C,REGION,region,EXP-T297,COMPLETE,,1152,experiments/configs/EXP-T297.yaml,3.2441158530152876,3.442704141875844,3.3434099974455656,3.442704141875844,
esmc600m,esmc600m,esmc600m,frozen,esmc600m,SEPARATE_CHAIN,,D,REGION,region,EXP-T298,COMPLETE,,1152,experiments/configs/EXP-T298.yaml,3.205446266833647,3.237071943871769,3.2212591053527078,3.237071943871769,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,A,FULL,full,EXP-T299,COMPLETE,,1280,experiments/configs/EXP-T299.yaml,3.251287554517204,3.354275079421055,3.3027813169691296,3.354275079421055,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B1,FULL,full,EXP-T300,COMPLETE,,1280,experiments/configs/EXP-T300.yaml,3.3702578368010343,3.267224488434968,3.318741162618001,3.3702578368010343,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B2,FULL,full,EXP-T301,COMPLETE,,1280,experiments/configs/EXP-T301.yaml,3.406513826346692,3.393193445087951,3.3998536357173217,3.406513826346692,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,C,FULL,full,EXP-T160,REUSE,EXP-T160,1280,,3.3158010788905767,3.1833025143470293,3.2495517966188032,3.3158010788905767,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,D,FULL,full,EXP-T302,COMPLETE,,1280,experiments/configs/EXP-T302.yaml,3.239306108451184,3.4363123340371216,3.337809221244153,3.4363123340371216,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,A,BASE,base,EXP-T303,COMPLETE,,1280,experiments/configs/EXP-T303.yaml,3.276818404962987,3.32477722638919,3.3007978156760887,3.32477722638919,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B1,BASE,base,EXP-T304,COMPLETE,,1280,experiments/configs/EXP-T304.yaml,3.5546156800823447,3.54700345168879,3.5508095658855674,3.5546156800823447,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B2,BASE,base,EXP-T305,COMPLETE,,1280,experiments/configs/EXP-T305.yaml,3.3124314296392745,3.30675247569143,3.309591952665352,3.3124314296392745,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,C,BASE,base,EXP-T306,COMPLETE,,1280,experiments/configs/EXP-T306.yaml,3.3533925421443986,3.399623235066732,3.3765078886055653,3.399623235066732,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,D,BASE,base,EXP-T307,COMPLETE,,1280,experiments/configs/EXP-T307.yaml,3.28338309864939,3.357803062156395,3.3205930804028925,3.357803062156395,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,A,IMGT,imgt,EXP-T308,COMPLETE,,1280,experiments/configs/EXP-T308.yaml,3.2773094883671514,3.49749094174232,3.3874002150547358,3.49749094174232,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B1,IMGT,imgt,EXP-T309,COMPLETE,,1280,experiments/configs/EXP-T309.yaml,3.331429116519881,3.406342989132728,3.3688860528263045,3.406342989132728,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B2,IMGT,imgt,EXP-T310,COMPLETE,,1280,experiments/configs/EXP-T310.yaml,3.401835900765878,3.3762686458634743,3.389052273314676,3.401835900765878,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,C,IMGT,imgt,EXP-T311,COMPLETE,,1280,experiments/configs/EXP-T311.yaml,3.256974184954608,3.3470339127528814,3.3020040488537448,3.3470339127528814,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,D,IMGT,imgt,EXP-T312,COMPLETE,,1280,experiments/configs/EXP-T312.yaml,3.3017235273196373,3.236395400247456,3.2690594637835466,3.3017235273196373,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,A,REGION,region,EXP-T313,COMPLETE,,1280,experiments/configs/EXP-T313.yaml,3.379754808213976,3.3790997163749035,3.3794272622944397,3.379754808213976,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B1,REGION,region,EXP-T314,COMPLETE,,1280,experiments/configs/EXP-T314.yaml,3.2455082646122686,3.437301423814562,3.3414048442134154,3.437301423814562,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,B2,REGION,region,EXP-T315,COMPLETE,,1280,experiments/configs/EXP-T315.yaml,3.3291903837227528,3.355772701310523,3.342481542516638,3.355772701310523,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,C,REGION,region,EXP-T316,COMPLETE,,1280,experiments/configs/EXP-T316.yaml,3.3354032775502147,3.4246623427779586,3.380032810164087,3.4246623427779586,
currab_paired,currab,currab,frozen,currab,PAIRED_NATIVE,currab,D,REGION,region,EXP-T317,COMPLETE,,1280,experiments/configs/EXP-T317.yaml,3.344347918475116,3.299266532615379,3.3218072255452475,3.344347918475116,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,A,FULL,full,EXP-T318,COMPLETE,,1280,experiments/configs/EXP-T318.yaml,3.303821940480927,3.482696227085443,3.3932590837831853,3.482696227085443,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B1,FULL,full,EXP-T319,COMPLETE,,1280,experiments/configs/EXP-T319.yaml,3.412286169735002,3.4837398058102456,3.448012987772624,3.4837398058102456,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B2,FULL,full,EXP-T320,COMPLETE,,1280,experiments/configs/EXP-T320.yaml,3.3275746004081066,3.4249479034800587,3.376261251944083,3.4249479034800587,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,C,FULL,full,EXP-T321,COMPLETE,,1280,experiments/configs/EXP-T321.yaml,3.3472566486876687,3.488724885163484,3.417990766925576,3.488724885163484,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,D,FULL,full,EXP-T322,COMPLETE,,1280,experiments/configs/EXP-T322.yaml,3.4525026392053673,3.3379561577314214,3.3952293984683943,3.4525026392053673,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,A,BASE,base,EXP-T323,COMPLETE,,1280,experiments/configs/EXP-T323.yaml,3.414759553508994,3.532385837884597,3.473572695696795,3.532385837884597,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B1,BASE,base,EXP-T324,COMPLETE,,1280,experiments/configs/EXP-T324.yaml,3.409061761549961,3.4536806035924843,3.4313711825712225,3.4536806035924843,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B2,BASE,base,EXP-T325,COMPLETE,,1280,experiments/configs/EXP-T325.yaml,3.4572343708556375,3.4494759830427757,3.4533551769492066,3.4572343708556375,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,C,BASE,base,EXP-T326,COMPLETE,,1280,experiments/configs/EXP-T326.yaml,3.385075557379075,3.3904600732120467,3.387767815295561,3.3904600732120467,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,D,BASE,base,EXP-T327,COMPLETE,,1280,experiments/configs/EXP-T327.yaml,3.4910523685408226,3.531013818434727,3.5110330934877747,3.531013818434727,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,A,IMGT,imgt,EXP-T328,COMPLETE,,1280,experiments/configs/EXP-T328.yaml,3.4253887364893782,3.4122655185652366,3.418827127527307,3.4253887364893782,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B1,IMGT,imgt,EXP-T329,COMPLETE,,1280,experiments/configs/EXP-T329.yaml,3.491396209340037,3.412380501076027,3.451888355208032,3.491396209340037,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B2,IMGT,imgt,EXP-T330,COMPLETE,,1280,experiments/configs/EXP-T330.yaml,3.5125094048770857,3.4626428580578463,3.487576131467466,3.5125094048770857,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,C,IMGT,imgt,EXP-T331,COMPLETE,,1280,experiments/configs/EXP-T331.yaml,3.392942923086661,3.362174328462577,3.3775586257746193,3.392942923086661,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,D,IMGT,imgt,EXP-T332,COMPLETE,,1280,experiments/configs/EXP-T332.yaml,3.433842882697965,3.4524957397837697,3.443169311240867,3.4524957397837697,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,A,REGION,region,EXP-T333,COMPLETE,,1280,experiments/configs/EXP-T333.yaml,3.3908188431351274,3.3668560216456282,3.3788374323903776,3.3908188431351274,
currab_unpaired,currab,currab_unpaired,frozen,currab_unpaired,SEPARATE_CHAIN,currab,B1,REGION,region,EXP-T334,COMPLETE,,1280,experiments/configs/EXP-T334.yaml,3.302989677146629,3.6354634084819275,3.4692265428142783,3.6354634084819275,
