scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.0001,1.0000000000000002e-06,33,231,9.387718066217124e-05,2.5364049275716147,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/primary_k0_lr1e-04_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
primary,1,0.001,1e-05,29,174,0.0009528893909706797,3.5052446307558003,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/primary_k1_lr1e-03_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
primary,2,0.001,1e-05,56,392,0.000826476783923441,3.032048463821411,86,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/primary_k2_lr1e-03_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
primary,3,0.0001,1.0000000000000002e-06,40,280,9.099841101253866e-05,2.1251065731048584,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/primary_k3_lr1e-04_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
primary,4,0.001,1e-05,45,315,0.0008864040551740157,2.455171823501587,75,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/primary_k4_lr1e-03_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
shadow,0,0.0001,1.0000000000000002e-06,22,154,9.73312252619635e-05,2.4186227971857246,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
shadow,1,0.001,1e-05,26,182,0.000962320368593087,2.7981319427490234,56,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
shadow,2,0.0001,1.0000000000000002e-06,83,581,6.431005974894185e-05,2.778006076812744,113,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
shadow,3,0.0001,1.0000000000000002e-06,10,70,9.95061710569696e-05,3.474803346576113,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
shadow,4,0.001,1e-05,17,119,0.0009844486647586723,2.7614662647247314,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T129_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,3c93d8149c3649c8,101,c40a27c43ee284905f56a2601dc6d1b04216308e0144db8160f2fb14956a6e4d,
