code,mode,gate_mean,gate_median,gate_sd,q10,q25,q50,q75,q90,gate_mean_H,gate_mean_L,n
EXP-H129,gated,0.5904326438903809,0.6106075048446655,0.20000992715358734,0.29504677653312683,0.4500620365142822,0.6106075048446655,0.7470250725746155,0.843546450138092,0.7187801003456116,0.44635719060897827,75104
EXP-H132,gated,0.5693325996398926,0.5799753665924072,0.21351508796215057,0.27138054370880127,0.40741869807243347,0.5799753665924072,0.752197265625,0.8434367179870605,0.6905178427696228,0.4332972764968872,75104
