scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,37,259,0.0009229423231234975,2.779233065518466,67,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/primary_k0_lr1e-03_seed101.pt,13358cb1e3782e93,101
primary,1,0.001,1e-05,36,216,0.0009270568813552756,3.324992208769827,66,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/primary_k1_lr1e-03_seed101.pt,13358cb1e3782e93,101
primary,2,0.0001,1.0000000000000002e-06,132,924,2.7337474194101628e-05,2.7699191570281982,162,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/primary_k2_lr1e-04_seed101.pt,13358cb1e3782e93,101
primary,3,0.0001,1.0000000000000002e-06,68,476,7.502520408740418e-05,2.2112858295440674,98,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/primary_k3_lr1e-04_seed101.pt,13358cb1e3782e93,101
primary,4,0.001,1e-05,26,182,0.000962320368593087,2.6360182762145996,56,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/primary_k4_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,0,0.001,1e-05,28,196,0.0009561446219345453,2.62031601414536,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,1,0.001,1e-05,32,224,0.0009424639868939033,2.882577657699585,62,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,2,0.001,1e-05,33,231,0.0009387718066217125,2.797659158706665,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,13358cb1e3782e93,101
shadow,3,0.01,0.0001,24,168,0.009680447952607845,3.5052769978841147,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,13358cb1e3782e93,101
shadow,4,0.0001,1.0000000000000002e-06,102,714,4.972248779306489e-05,3.015412211418152,132,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T113_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,13358cb1e3782e93,101
