representation,topology,annotation,delta_primary,delta_shadow,delta_mean,code_x,code_base,scheme_note
currab_paired,A,INTERACTION_FULL_IMGT_REGION,-0.12895833710093596,,,EXP-T299,EXP-T303,primary
currab_paired,A,INTERACTION_FULL_IMGT_REGION,,-0.19753835230697847,,EXP-T299,EXP-T303,shadow
currab_paired,A,INTERACTION_FULL_IMGT_REGION,,,-0.1632483447039581,EXP-T299,EXP-T303,mean
currab_paired,B1,IMGT,-0.2231865635624639,-0.1406604625560619,-0.1819235130592629,EXP-T309,EXP-T304,
currab_paired,B1,REGION,-0.30910741547007614,-0.10970202787422823,-0.20940472167215196,EXP-T314,EXP-T304,
currab_paired,B1,FULL,-0.18435784328131044,-0.2797789632538219,-0.2320684032675664,EXP-T300,EXP-T304,
currab_paired,B1,INTERACTION_FULL_IMGT_REGION,0.3479361357512296,,,EXP-T300,EXP-T304,primary
currab_paired,B1,INTERACTION_FULL_IMGT_REGION,,-0.02941647282353177,,EXP-T300,EXP-T304,shadow
currab_paired,B1,INTERACTION_FULL_IMGT_REGION,,,0.15925983146384848,EXP-T300,EXP-T304,mean
currab_paired,B2,IMGT,0.08940447112660355,0.06951617017204414,0.07946032064932407,EXP-T310,EXP-T305,
currab_paired,B2,REGION,0.016758954083478272,0.049020225619092805,0.03288958985128598,EXP-T315,EXP-T305,
currab_paired,B2,FULL,0.09408239670741736,0.0864409693965209,0.09026168305196958,EXP-T301,EXP-T305,
currab_paired,B2,INTERACTION_FULL_IMGT_REGION,-0.01208102850266446,,,EXP-T301,EXP-T305,primary
currab_paired,B2,INTERACTION_FULL_IMGT_REGION,,-0.032095426394616045,,EXP-T301,EXP-T305,shadow
currab_paired,B2,INTERACTION_FULL_IMGT_REGION,,,-0.022088227448640474,EXP-T301,EXP-T305,mean
currab_paired,C,IMGT,-0.09641835718979008,-0.05258932231385094,-0.07450383975182051,EXP-T311,EXP-T306,
currab_paired,C,REGION,-0.017989264594183485,0.025039107711226638,0.0035249215585215765,EXP-T316,EXP-T306,
currab_paired,C,FULL,-0.037591463253821455,-0.21632072071970265,-0.12695609198676205,EXP-T160,EXP-T306,
currab_paired,C,INTERACTION_FULL_IMGT_REGION,0.07681615853015211,,,EXP-T160,EXP-T306,primary
currab_paired,C,INTERACTION_FULL_IMGT_REGION,,-0.18877050611707835,,EXP-T160,EXP-T306,shadow
currab_paired,C,INTERACTION_FULL_IMGT_REGION,,,-0.05597717379346312,EXP-T160,EXP-T306,mean
currab_paired,D,IMGT,0.0183404286702471,-0.12140766190893881,-0.05153361661934586,EXP-T312,EXP-T307,
currab_paired,D,REGION,0.06096481982572577,-0.058536529541015625,0.001214145142355072,EXP-T317,EXP-T307,
currab_paired,D,FULL,-0.0440769901982061,0.07850927188072676,0.01721614084126033,EXP-T302,EXP-T307,
currab_paired,D,INTERACTION_FULL_IMGT_REGION,-0.12338223869417897,,,EXP-T302,EXP-T307,primary
currab_paired,D,INTERACTION_FULL_IMGT_REGION,,0.2584534633306812,,EXP-T302,EXP-T307,shadow
currab_paired,D,INTERACTION_FULL_IMGT_REGION,,,0.06753561231825111,EXP-T302,EXP-T307,mean
currab_unpaired,A,IMGT,0.0106291829803844,-0.12012031931936029,-0.054745568169487946,EXP-T328,EXP-T323,
currab_unpaired,A,REGION,-0.02394071037386647,-0.16552981623896912,-0.09473526330641757,EXP-T333,EXP-T323,
currab_unpaired,A,FULL,-0.11093761302806682,-0.049689610799153794,-0.08031361191360986,EXP-T318,EXP-T323,
currab_unpaired,A,INTERACTION_FULL_IMGT_REGION,-0.09762608563458475,,,EXP-T318,EXP-T323,primary
currab_unpaired,A,INTERACTION_FULL_IMGT_REGION,,0.23596052475917562,,EXP-T318,EXP-T323,shadow
currab_unpaired,A,INTERACTION_FULL_IMGT_REGION,,,0.06916721956229566,EXP-T318,EXP-T323,mean
currab_unpaired,B1,IMGT,0.0823344477900756,-0.041300102516457216,0.020517172636809633,EXP-T329,EXP-T324,
currab_unpaired,B1,REGION,-0.10607208440333205,0.18178280488944365,0.0378553602430558,EXP-T334,EXP-T324,
currab_unpaired,B1,FULL,0.0032244081850407724,0.03005920221776126,0.01664180520140146,EXP-T319,EXP-T324,
currab_unpaired,B1,INTERACTION_FULL_IMGT_REGION,0.026962044798297224,,,EXP-T319,EXP-T324,primary
currab_unpaired,B1,INTERACTION_FULL_IMGT_REGION,,-0.11042350015522517,,EXP-T319,EXP-T324,shadow
currab_unpaired,B1,INTERACTION_FULL_IMGT_REGION,,,-0.041730727678463975,EXP-T319,EXP-T324,mean
currab_unpaired,B2,IMGT,0.05527503402144873,0.01316687501507019,0.03422095451825946,EXP-T330,EXP-T325,
currab_unpaired,B2,REGION,0.044706839102286455,-0.009528972484447618,0.01758893330891942,EXP-T335,EXP-T325,
currab_unpaired,B2,FULL,-0.1296597704475304,-0.02452807956271741,-0.07709392500512369,EXP-T320,EXP-T325,
currab_unpaired,B2,INTERACTION_FULL_IMGT_REGION,-0.2296416435712656,,,EXP-T320,EXP-T325,primary
currab_unpaired,B2,INTERACTION_FULL_IMGT_REGION,,-0.02816598209333998,,EXP-T320,EXP-T325,shadow
currab_unpaired,B2,INTERACTION_FULL_IMGT_REGION,,,-0.12890381283230257,EXP-T320,EXP-T325,mean
currab_unpaired,C,IMGT,0.00786736570758606,-0.028285744749469544,-0.010209189520941298,EXP-T331,EXP-T326,
currab_unpaired,C,REGION,-0.13932164510091116,-0.13954546422134229,-0.13943355466112717,EXP-T336,EXP-T326,
currab_unpaired,C,FULL,-0.03781890869140625,0.0982648119514371,0.030222951630014983,EXP-T321,EXP-T326,
currab_unpaired,C,INTERACTION_FULL_IMGT_REGION,0.09363537070191885,,,EXP-T321,EXP-T326,primary
currab_unpaired,C,INTERACTION_FULL_IMGT_REGION,,0.26609602092224893,,EXP-T321,EXP-T326,shadow
currab_unpaired,C,INTERACTION_FULL_IMGT_REGION,,,0.17986569581208345,EXP-T321,EXP-T326,mean
currab_unpaired,D,IMGT,-0.05720948584285779,-0.07851807865095717,-0.0678637822469077,EXP-T332,EXP-T327,
currab_unpaired,D,REGION,-0.2891381346149209,0.07562486625012133,-0.10675663418240022,EXP-T337,EXP-T327,
currab_unpaired,D,FULL,-0.03854972933545486,-0.19305766070330543,-0.11580369501938037,EXP-T322,EXP-T327,
currab_unpaired,D,INTERACTION_FULL_IMGT_REGION,0.3077978911223238,,,EXP-T322,EXP-T327,primary
currab_unpaired,D,INTERACTION_FULL_IMGT_REGION,,-0.1901644483024696,,EXP-T322,EXP-T327,shadow
currab_unpaired,D,INTERACTION_FULL_IMGT_REGION,,,0.05881672140992755,EXP-T322,EXP-T327,mean
