scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,16,112,0.00098632311059685,2.7618780425100615,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/primary_k0_lr1e-03_seed101.pt,0733bd612917a8b8,101
primary,1,0.001,1e-05,28,168,0.0009561446219345453,3.4227859034682764,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/primary_k1_lr1e-03_seed101.pt,0733bd612917a8b8,101
primary,2,0.001,1e-05,15,105,0.00098807879715968,3.081233263015747,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/primary_k2_lr1e-03_seed101.pt,0733bd612917a8b8,101
primary,3,0.0001,1.0000000000000002e-06,22,154,9.73312252619635e-05,2.5793416500091553,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/primary_k3_lr1e-04_seed101.pt,0733bd612917a8b8,101
primary,4,0.001,1e-05,8,56,0.000997010672950314,3.3174691200256348,38,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/primary_k4_lr1e-03_seed101.pt,0733bd612917a8b8,101
shadow,0,0.0001,1.0000000000000002e-06,29,203,9.528893909706797e-05,2.751058867483428,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,0733bd612917a8b8,101
shadow,1,0.0001,1.0000000000000002e-06,29,203,9.528893909706797e-05,3.326500654220581,59,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,0733bd612917a8b8,101
shadow,2,0.0001,1.0000000000000002e-06,71,497,7.297252973710757e-05,2.9090442657470703,101,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,0733bd612917a8b8,101
shadow,3,0.001,1e-05,31,217,0.0009460482294732421,3.2723210652669272,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,0733bd612917a8b8,101
shadow,4,0.001,1e-05,35,245,0.0009310673033669522,2.8616385459899902,65,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T179_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,0733bd612917a8b8,101
