scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.01,0.0001,7,49,0.009978031724785246,0.5295358428955076,37,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/primary_k0_lr1e-02_seed101.pt,242742585ab8f992,101
primary,1,0.01,0.0001,3,18,0.009997557473810372,0.5325601138490618,33,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/primary_k1_lr1e-02_seed101.pt,242742585ab8f992,101
primary,2,0.001,1e-05,56,392,0.000826476783923441,0.4472426376342774,86,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/primary_k2_lr1e-03_seed101.pt,242742585ab8f992,101
primary,3,0.001,1e-05,40,280,0.0009099841101253866,0.4750135290622711,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/primary_k3_lr1e-03_seed101.pt,242742585ab8f992,101
primary,4,0.001,1e-05,15,105,0.00098807879715968,0.4574961190223694,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/primary_k4_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,0,0.001,1e-05,13,91,0.000991232189110701,0.4810838979085286,43,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,1,0.0001,1.0000000000000002e-06,83,581,6.431005974894185e-05,0.4341628744602202,113,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,242742585ab8f992,101
shadow,2,0.0001,1.0000000000000002e-06,18,126,9.824559221366101e-05,0.507548620939255,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,242742585ab8f992,101
shadow,3,0.001,1e-05,23,161,0.0009707359806323416,0.5003300043741863,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,242742585ab8f992,101
shadow,4,0.001,1e-05,60,420,0.0008022080115363127,0.4166257398128509,90,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H302_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,242742585ab8f992,101
