experiment_code,scheme,fold,seed,initial_lr,eta_min,epoch,optimizer_step,train_loss,val_loss,val_mae,learning_rate,best_val_mae_so_far,best_epoch_so_far,epochs_since_improvement,is_best,stopped_early,numerical_failure
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,1,7,0.5452717202050346,0.5496777892112732,3.4061304728190103,1e-05,3.4061304728190103,1,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,2,14,0.5884237119129726,0.5135600666205088,3.3571432865027226,9.99938933078422e-06,3.3571432865027226,2,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,3,21,0.5316847818238395,0.4947185715039571,3.3403267137932056,9.997557473810373e-06,3.3403267137932056,3,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,4,28,0.5162009660686765,0.4884932537873586,3.3355682835434424,9.994504881061752e-06,3.3355682835434424,4,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,5,35,0.5191949329205922,0.4810507794221242,3.330246434067235,9.990232305719944e-06,3.330246434067235,5,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,6,42,0.5445942623274667,0.4711366693178813,3.326980359626539,9.984740801978984e-06,3.326980359626539,6,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,7,49,0.5757946414606911,0.4645341833432515,3.331523779666785,9.978031724785247e-06,3.326980359626539,6,1,False,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,8,56,0.513912769300597,0.4614194631576538,3.334471269087358,9.97010672950314e-06,3.326980359626539,6,2,False,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,9,63,0.5653491233076368,0.462141086657842,3.3305668686375474,9.960967771506666e-06,3.326980359626539,6,3,False,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,10,70,0.48112275963649154,0.4651179512341817,3.3233335090406015,9.950617105696961e-06,3.3233335090406015,10,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,11,77,0.4797191806137562,0.4638942281405131,3.3226984197443183,9.939057285945933e-06,3.3226984197443183,11,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,12,84,0.5416882804461888,0.4627520541350047,3.3223837650183476,9.926291164466131e-06,3.3223837650183476,12,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,13,91,0.6153598810945239,0.4621046781539917,3.321794452089252,9.91232189110701e-06,3.321794452089252,13,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,14,98,0.5257895546300071,0.4617418845494588,3.3201162164861504,9.897152912577742e-06,3.3201162164861504,14,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,15,105,0.4968905731470191,0.4614356557528178,3.318352207993016,9.8807879715968e-06,3.318352207993016,15,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,16,112,0.49162804601447924,0.4639841318130493,3.3119289513790244,9.8632311059685e-06,3.3119289513790244,16,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,17,119,0.7256852558680943,0.4632557233174642,3.310743389707623,9.844486647586724e-06,3.310743389707623,17,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,18,126,0.4781619076217924,0.4664137363433838,3.307404258034446,9.824559221366101e-06,3.307404258034446,18,0,True,False,False
EXP-T088,primary,0,101,1e-05,1.0000000000000001e-07,19,133,0.4784382327592799,0.4721876283486684,3.304195519649621,9.803453744100868e-06,3.304195519649621,19,0,True,False,False
