scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,42,294,0.0009008439059511099,2.643957195859967,72,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/primary_k0_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
primary,1,0.001,1e-05,19,114,0.0009803453744100868,3.344548543294271,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/primary_k1_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
primary,2,0.001,1e-05,18,126,0.00098245592213661,2.7349793910980225,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/primary_k2_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
primary,3,0.0001,1.0000000000000002e-06,58,406,8.144951148861742e-05,2.3546693325042725,88,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/primary_k3_lr1e-04_seed101.pt,6e4687c105fb1ac5,101
primary,4,0.001,1e-05,28,196,0.0009561446219345453,2.578916311264038,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/primary_k4_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,0,0.001,1e-05,22,154,0.0009733122526196349,2.5379514983206084,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,1,0.001,1e-05,26,182,0.000962320368593087,2.840691328048706,56,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
shadow,2,0.0001,1.0000000000000002e-06,65,455,7.702342635146033e-05,2.90474796295166,95,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,6e4687c105fb1ac5,101
shadow,3,0.01,0.0001,22,154,0.009733122526196349,3.404537316524621,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,6e4687c105fb1ac5,101
shadow,4,0.001,1e-05,17,119,0.0009844486647586723,2.702383041381836,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T218_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,6e4687c105fb1ac5,101
