scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,40,280,0.0009099841101253866,0.3937473875103575,70,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/primary_k0_lr1e-03_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
primary,1,0.0001,1.0000000000000002e-06,23,138,9.707359806323417e-05,0.4361889290087151,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/primary_k1_lr1e-04_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
primary,2,0.0001,1.0000000000000002e-06,81,567,6.57963412215599e-05,0.34927845001220703,111,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/primary_k2_lr1e-04_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
primary,3,1e-05,1.0000000000000001e-07,92,644,5.7474610980910354e-06,0.49810799956321716,122,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/primary_k3_lr1e-05_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
primary,4,0.01,0.0001,6,42,0.009984740801978984,0.38488391041755676,36,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/primary_k4_lr1e-02_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
shadow,0,0.001,1e-05,6,42,0.0009984740801978985,0.4293833645907315,36,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
shadow,1,0.0001,1.0000000000000002e-06,10,70,9.95061710569696e-05,0.4851093888282776,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
shadow,2,0.0001,1.0000000000000002e-06,19,133,9.803453744100869e-05,0.4345071017742157,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
shadow,3,0.0001,1.0000000000000002e-06,104,728,4.816823068987269e-05,0.3677825927734375,134,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
shadow,4,0.001,1e-05,5,35,0.0009990232305719944,0.395168274641037,35,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H136_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,ccf01c216a94dddb,101,d4c702be6a7a6be891c1eb0b1219a762ed69314fc359faf4e2e8a4a80a514abe,F1_SURFACE
