scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,25,175,0.0009652393605146844,0.4282832579179244,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/primary_k0_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
primary,1,0.001,1e-05,14,84,0.0009897152912577741,0.48660864974513196,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/primary_k1_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
primary,2,0.001,1e-05,36,252,0.0009270568813552756,0.3157781958580017,66,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/primary_k2_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
primary,3,0.001,1e-05,22,154,0.0009733122526196349,0.4421364665031433,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/primary_k3_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
primary,4,0.001,1e-05,28,196,0.0009561446219345453,0.4453698694705963,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/primary_k4_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
shadow,0,0.001,1e-05,27,189,0.0009592885397135706,0.4560170029148911,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
shadow,1,0.0001,1.0000000000000002e-06,95,665,5.515836150926646e-05,0.44591882824897766,125,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
shadow,2,0.001,1e-05,35,245,0.0009310673033669522,0.4235583543777466,65,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
shadow,3,0.001,1e-05,43,301,0.0008961267311259666,0.4076784885290897,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
shadow,4,0.0001,1.0000000000000002e-06,80,560,6.65339122008084e-05,0.4181222915649414,110,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H112_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,accb43c4ef7a9742,101,c9dc4afeefd1ffbd4c9cad0a7a7703cf7a85bf856d052ced203ff307051c47f6,FS_HIC_HSP_EIS_R8_PROMOTED
