scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.001,1e-05,36,252,0.0009270568813552756,0.4836895261822325,66,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/primary_k0_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,1,0.001,1e-05,23,138,0.0009707359806323416,0.514649693806966,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/primary_k1_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,2,0.001,1e-05,54,378,0.0008381411941873378,0.416153847694397,84,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/primary_k2_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,3,0.001,1e-05,33,231,0.0009387718066217125,0.44738857126235954,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/primary_k3_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
primary,4,0.001,1e-05,34,238,0.0009349725996469047,0.4444870703220368,64,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/primary_k4_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,0,0.001,1e-05,48,336,0.0008711173920144117,0.3890913104433,78,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
shadow,1,0.01,0.0001,7,49,0.009978031724785246,0.5212784550189971,37,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/shadow_k1_lr1e-02_seed101.pt,0d84ab04a06e7c54,101
shadow,2,0.0001,1.0000000000000002e-06,127,889,3.084117941357835e-05,0.4336164464950562,157,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
shadow,3,0.0001,1.0000000000000002e-06,88,616,6.053797112014738e-05,0.514184191385905,118,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/shadow_k3_lr1e-04_seed101.pt,0d84ab04a06e7c54,101
shadow,4,0.001,1e-05,19,133,0.0009803453744100868,0.3915375447273254,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H074_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,0d84ab04a06e7c54,101
