number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,3.6375968992248064,2026-08-29 14:15:26.408010,2026-08-29 14:15:28.256044,0 days 00:00:01.848034,0.4228211047664513,4,47,0.9585622453281656,10,0.007907291277411549,0.35269430801005286,0.7878332048224446,1.0,COMPLETE
1,3.4543163699571067,2026-08-29 14:15:28.389889,2026-08-29 14:15:30.394396,0 days 00:00:02.004507,0.37774569400401337,4,13,0.28474300045325585,13,1.0810874840993813e-05,0.001489502989008912,0.6427921761329017,42.0,COMPLETE
2,3.4403108532912867,2026-08-29 14:15:30.539757,2026-08-29 14:15:32.243000,0 days 00:00:01.703243,0.6748024605969792,3,9,0.8439094696535342,3,0.0031043787623080406,0.0035350625037385928,0.8120446477625899,24.0,COMPLETE
3,3.5373189321958005,2026-08-29 14:15:32.410492,2026-08-29 14:15:34.258207,0 days 00:00:01.847715,0.6031647685875707,5,27,0.7350412586821368,14,10.895945800500696,0.039841540983679424,0.6183743797032656,1.0,COMPLETE
4,3.5966542069450234,2026-08-29 14:15:34.403629,2026-08-29 14:15:36.508124,0 days 00:00:02.104495,0.5125090303789495,4,39,0.7304521229270916,15,7.473965970722258e-05,0.08120392884593726,0.8032786229100427,1.0,COMPLETE
5,3.6218992248062007,2026-08-29 14:15:36.675687,2026-08-29 14:15:38.145367,0 days 00:00:01.469680,0.4610752874095481,3,41,0.019364965636933573,4,1.563679611109265e-05,0.1132797439283243,0.8510225699776669,1.0,COMPLETE
6,3.42194131585514,2026-08-29 14:15:38.279648,2026-08-29 14:15:40.405152,0 days 00:00:02.125504,0.551427316456809,2,18,0.8846270287426895,4,5.7522655877481235,0.0026326923771795427,0.8564650000342406,51.0,COMPLETE
7,3.4768703447963816,2026-08-29 14:15:40.529278,2026-08-29 14:15:42.555032,0 days 00:00:02.025754,0.5828217740666353,3,31,0.6973529146054712,6,0.4106255020306819,2.3889766644711563,0.6156392320466186,12.0,COMPLETE
8,3.4155572505344236,2026-08-29 14:15:42.789583,2026-08-29 14:15:44.459785,0 days 00:00:01.670202,0.9328544499007345,4,7,0.345158299004492,11,0.0008423850813085145,58.45054665232225,0.8244915480787284,26.0,COMPLETE
9,3.5034005300984226,2026-08-29 14:15:44.616318,2026-08-29 14:15:47.098443,0 days 00:00:02.482125,0.7377157894365725,5,9,0.08124709004530672,29,0.07782710774831025,0.006047337437454475,0.6929051878379022,14.0,COMPLETE
10,3.4402854552748363,2026-08-29 14:15:47.232947,2026-08-29 14:15:48.891503,0 days 00:00:01.658556,0.9902268752372609,2,23,0.40725525844054217,3,0.0006893913491698063,131.80428675154144,0.9963249311745033,17.0,COMPLETE
11,3.584477892605294,2026-08-29 14:15:49.037161,2026-08-29 14:15:50.573237,0 days 00:00:01.536076,0.8875833133966352,2,19,0.49486347394741936,3,9.630392088926596,244.1580890171855,0.9199655430045978,1.0,COMPLETE
12,3.39374261594541,2026-08-29 14:15:50.719301,2026-08-29 14:15:53.190425,0 days 00:00:02.471124,0.8036169592696458,2,5,0.5281002567111075,4,0.29205744779311554,12.181831645995462,0.7276414891851597,167.0,COMPLETE
13,3.449496311800201,2026-08-29 14:15:53.380120,2026-08-29 14:15:55.516733,0 days 00:00:02.136613,0.828911252564898,3,6,0.5125664010026545,6,0.05866569111597951,17.82317195174778,0.7228118059501817,427.0,COMPLETE
14,3.418638623056394,2026-08-29 14:15:55.661939,2026-08-29 14:15:58.032821,0 days 00:00:02.370882,0.9615803411719112,5,5,0.27717476420353626,21,0.7132165202323542,13.239274344135168,0.7205391031173547,311.0,COMPLETE
15,3.399167572910425,2026-08-29 14:15:58.166996,2026-08-29 14:15:59.747954,0 days 00:00:01.580958,0.8034308574528122,4,14,0.24906504486019782,9,0.00024106438446296733,27.239120451675017,0.5579915381599618,28.0,COMPLETE
16,3.477613835090707,2026-08-29 14:15:59.904839,2026-08-29 14:16:02.130755,0 days 00:00:02.225916,0.7787829825264854,2,16,0.17709593350646158,3,0.00015447138775169294,2.6733704353553644,0.5610597508610113,48.0,COMPLETE
17,3.4676110909406184,2026-08-29 14:16:02.298383,2026-08-29 14:16:04.025268,0 days 00:00:01.726885,0.6891910085516424,3,13,0.5657937099287411,6,0.020100307179456357,3.2253112483371384,0.5725050172667147,49.0,COMPLETE
18,3.430264375888024,2026-08-29 14:16:04.192127,2026-08-29 14:16:06.206498,0 days 00:00:02.014371,0.8392573445434389,4,13,0.16627192378278338,8,0.7541820820103357,23.604680451817426,0.7008043280299558,56.0,COMPLETE
19,3.4202624871048566,2026-08-29 14:16:06.396561,2026-08-29 14:16:08.200537,0 days 00:00:01.803976,0.7905820147850191,5,23,0.619547416088196,21,0.001555259081077794,0.5003441548935487,0.7608711307201006,56.0,COMPLETE
