number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.4894818450080023,2026-08-29 10:59:02.719473,2026-08-29 10:59:06.957429,0 days 00:00:04.237956,0.5395907823879094,0.7155350116417496,3,15,0.00045045270750070034,0.032869784334126885,0.8062471914430749,COMPLETE
1,0.5093953991642705,2026-08-29 10:59:07.133897,2026-08-29 10:59:10.540483,0 days 00:00:03.406586,0.4919627896202563,1.9687780228206633,2,9,0.007222918069586425,0.014591216708644347,0.8615902125574169,COMPLETE
2,0.5358144023565597,2026-08-29 10:59:10.695074,2026-08-29 10:59:12.304327,0 days 00:00:01.609253,0.7090072880384823,1.964545714952274,3,29,28.685936353204884,4.584855787748904,0.7048556432476945,COMPLETE
3,0.5288509411282009,2026-08-29 10:59:12.463705,2026-08-29 10:59:17.147917,0 days 00:00:04.684212,0.6325088405974555,1.8242180043830118,2,4,0.4047690972886321,42.341358787439795,0.8211172718226174,COMPLETE
4,0.4796213450019742,2026-08-29 10:59:17.290018,2026-08-29 10:59:25.233118,0 days 00:00:07.943100,0.47194391516466805,0.025159386550659968,2,23,0.8137696670217525,6.645511623240726,0.7847035982790921,COMPLETE
5,0.5232605068536451,2026-08-29 10:59:25.439692,2026-08-29 10:59:27.707505,0 days 00:00:02.267813,0.973450656407475,0.049045619810533125,5,30,0.02709127721898411,0.16801272321361083,0.6894764270749287,COMPLETE
6,0.49620989382708514,2026-08-29 10:59:27.876810,2026-08-29 10:59:32.973035,0 days 00:00:05.096225,0.8328103949735441,1.0126960501523088,3,2,0.02257214060845831,0.7141263211261578,0.7013382327331343,COMPLETE
7,0.5285090665464046,2026-08-29 10:59:33.114356,2026-08-29 10:59:36.686819,0 days 00:00:03.572463,0.39130793957375193,1.8663417120956238,4,15,0.5961318958579598,34.10790248082747,0.6243456294076555,COMPLETE
8,0.5187811193112973,2026-08-29 10:59:36.841422,2026-08-29 10:59:41.441990,0 days 00:00:04.600568,0.7179991261662281,2.9327173775609148,4,3,0.001917540450209472,0.003017786845012373,0.8538204319984354,COMPLETE
9,0.5265093573582024,2026-08-29 10:59:41.623381,2026-08-29 10:59:43.882802,0 days 00:00:02.259421,0.49737435032978,1.618085937057927,5,29,0.10225609921148712,5.50011817566983,0.747964314549465,COMPLETE
10,0.5291068908314646,2026-08-29 10:59:44.004878,2026-08-29 10:59:47.734958,0 days 00:00:03.730080,0.35167832459935866,2.900128098907924,4,21,1.0546300378951938e-05,141.05601654921912,0.994439366683992,COMPLETE
11,0.5011449886369116,2026-08-29 10:59:48.432068,2026-08-29 10:59:52.900614,0 days 00:00:04.468546,0.5432733663114776,0.04446972252774814,3,19,0.00011753798167963175,0.05411722028787779,0.9549917464418002,COMPLETE
12,0.5240602628448862,2026-08-29 10:59:53.080101,2026-08-29 10:59:59.914253,0 days 00:00:06.834152,0.5709358595685936,0.5818856053801307,2,22,3.0581779929352764,0.001962736249646206,0.7901668827897026,COMPLETE
13,0.4842506396917649,2026-08-29 11:00:00.161976,2026-08-29 11:00:03.553131,0 days 00:00:03.391155,0.44085603355800795,0.5877428063161942,3,13,0.0008509245672826251,0.8875943276469932,0.9071579089494086,COMPLETE
14,0.5358144023565597,2026-08-29 11:00:03.699677,2026-08-29 11:00:05.334356,0 days 00:00:01.634679,0.41614278019865364,0.53185453685999,2,10,25.594756871377175,0.8446462266829591,0.9133177570362612,COMPLETE
15,0.5240323223066917,2026-08-29 11:00:05.458716,2026-08-29 11:00:07.917265,0 days 00:00:02.458549,0.4718100899742143,1.124362049095999,3,24,8.829942899017027e-05,3.868703440917053,0.5514512525178266,COMPLETE
16,0.5026383210170415,2026-08-29 11:00:08.051577,2026-08-29 11:00:13.650012,0 days 00:00:05.598435,0.654265711828215,0.26366915015191905,2,16,2.1363074184791375,0.5582001113696287,0.916700777670535,COMPLETE
17,0.5061570528760369,2026-08-29 11:00:13.811591,2026-08-29 11:00:16.719156,0 days 00:00:02.907565,0.42519131953704614,0.9915155365502835,3,9,0.0017810293490989001,13.813336940492885,0.9079955902713831,COMPLETE
18,0.5289079025645314,2026-08-29 11:00:16.870747,2026-08-29 11:00:21.440097,0 days 00:00:04.569350,0.3514764241789896,0.3669026542493873,4,25,1.105590516372381e-05,284.77600770845777,0.7493473428390105,COMPLETE
19,0.4919853543882016,2026-08-29 11:00:21.597759,2026-08-29 11:00:24.572299,0 days 00:00:02.974540,0.6062575192157879,0.8089688142817979,2,12,0.05576701793921616,1.4512336461926998,0.8764696845865696,COMPLETE
20,0.5358144023565597,2026-08-29 11:00:24.701453,2026-08-29 11:00:26.444279,0 days 00:00:01.742826,0.46530027973998567,1.3369839828693522,3,18,6.34162397927193,0.24078482152376163,0.9672723638759568,COMPLETE
21,0.48882393081099895,2026-08-29 11:00:26.871743,2026-08-29 11:00:30.709680,0 days 00:00:03.837937,0.4981057152684755,0.7017033348853345,3,13,0.00012904370871877195,0.02906079034735965,0.800455192392592,COMPLETE
22,0.4863710572042583,2026-08-29 11:00:30.921115,2026-08-29 11:00:35.655022,0 days 00:00:04.733907,0.4458304219930366,0.3286650194991752,3,13,8.705017931663417e-05,0.010081510681113029,0.7691435130726922,COMPLETE
23,0.4790466058048201,2026-08-29 11:00:35.835997,2026-08-29 11:00:39.324216,0 days 00:00:03.488219,0.44565676033332496,0.3128172252258732,4,6,3.40645625525366e-05,0.006977328873275146,0.7485892341924578,COMPLETE
24,0.48426965379126274,2026-08-29 11:00:39.484334,2026-08-29 11:00:44.933667,0 days 00:00:05.449333,0.39100525830989485,0.1620748707130142,4,6,0.0008657317952285043,0.11335376214180357,0.6414969713929909,COMPLETE
25,0.4846354206226489,2026-08-29 11:00:45.133664,2026-08-29 11:00:49.745533,0 days 00:00:04.611869,0.5478356974527878,0.4884637642351037,5,8,2.8651703607605675e-05,0.007224398168299201,0.8337630491482512,COMPLETE
26,0.48773978372267734,2026-08-29 11:00:50.215918,2026-08-29 11:00:58.552756,0 days 00:00:08.336838,0.4258187818061834,0.04133022994823404,4,6,0.0003206502660166485,0.0010869362897768335,0.6604070458015695,COMPLETE
27,0.4912534069485133,2026-08-29 11:00:58.708891,2026-08-29 11:01:02.949045,0 days 00:00:04.240154,0.5251313114662569,0.38179734801354037,2,1,0.0032573796422931275,1.9468829320994265,0.6051498119503244,COMPLETE
28,0.5287435526906706,2026-08-29 11:01:03.091946,2026-08-29 11:01:05.613537,0 days 00:00:02.521591,0.5962955717997233,2.3343184228689005,4,26,0.007397197354500596,12.789945143512062,0.7505738753816156,COMPLETE
29,0.5236646690839601,2026-08-29 11:01:05.772866,2026-08-29 11:01:09.016708,0 days 00:00:03.243842,0.7045416547807252,0.7935790813414916,5,18,0.0004966435267810599,48.41916258896453,0.7189478936027217,COMPLETE
30,0.5019252783221962,2026-08-29 11:01:09.176817,2026-08-29 11:01:12.000090,0 days 00:00:02.823273,0.38784342847716974,1.2852709224602554,3,6,2.717491247587483e-05,0.06627462158672624,0.8905188555064523,COMPLETE
31,0.4818004819140021,2026-08-29 11:01:12.147829,2026-08-29 11:01:16.465854,0 days 00:00:04.318025,0.3789749105939666,0.21063429037731468,4,6,0.0006070743448128849,0.135941548388415,0.6579324956446989,COMPLETE
32,0.47981523527922443,2026-08-29 11:01:16.684947,2026-08-29 11:01:20.160610,0 days 00:00:03.475663,0.45818223325816515,0.22407658427630414,4,11,0.00027529831189618986,0.024475591638096563,0.551223561281525,COMPLETE
