number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,0.5229673936587139,2026-08-29 13:27:05.495156,2026-08-29 13:27:07.310179,0 days 00:00:01.815023,0.3763813534437313,3,36,0.5889704742165286,4,16.16250453789494,24.709751517438118,0.6388521635299347,1.0,COMPLETE
1,0.48443801367345324,2026-08-29 13:27:07.455247,2026-08-29 13:27:10.437001,0 days 00:00:02.981754,0.6425262201283718,4,30,0.5230436300354757,11,0.0016198664619344104,1.0706800959251588,0.5762336594136981,512.0,COMPLETE
2,0.5229673936587139,2026-08-29 13:27:10.582427,2026-08-29 13:27:12.553578,0 days 00:00:01.971151,0.6481062642964347,2,49,0.7499340154966228,3,0.2137170636336052,2.3855797424695955,0.6235744234747184,1.0,COMPLETE
3,0.49860520873369146,2026-08-29 13:27:12.688002,2026-08-29 13:27:14.669418,0 days 00:00:01.981416,0.9888769431201626,4,32,0.3719961085807002,8,0.13329055789645886,0.0013750137987391842,0.6582867753851387,77.0,COMPLETE
4,0.5229673936587139,2026-08-29 13:27:14.881277,2026-08-29 13:27:16.473754,0 days 00:00:01.592477,0.633880236170826,5,15,0.4541666174207615,16,28.848319243413375,0.0053384145222948685,0.802196626436443,1.0,COMPLETE
5,0.5232190296345819,2026-08-29 13:27:16.700799,2026-08-29 13:27:18.912429,0 days 00:00:02.211630,0.5139647947957878,2,43,0.11362649499416477,3,0.001915550975051357,72.79529015389885,0.7867284746973602,1.0,COMPLETE
6,0.4970332415315859,2026-08-29 13:27:19.057975,2026-08-29 13:27:21.205885,0 days 00:00:02.147910,0.5534436319188177,3,37,0.11963680794933818,3,0.04885251060989576,2.565734387015887,0.7710214744698024,59.0,COMPLETE
7,0.4823653001882093,2026-08-29 13:27:21.362581,2026-08-29 13:27:23.633444,0 days 00:00:02.270863,0.5825993118481101,4,27,0.30163771077645973,6,2.9647350206457044,25.797674994975168,0.922392421898776,140.0,COMPLETE
8,0.49646280311569263,2026-08-29 13:27:23.756632,2026-08-29 13:27:26.016032,0 days 00:00:02.259400,0.7743891804550125,3,10,0.627717133141422,3,5.152734986056382,0.5994304104521242,0.87767525695042,184.0,COMPLETE
9,0.5218598192926022,2026-08-29 13:27:26.161204,2026-08-29 13:27:28.120192,0 days 00:00:01.958988,0.5069802743090773,2,42,0.9132887814786662,4,3.6056409540408146e-05,0.7391519981688363,0.916157839547722,1.0,COMPLETE
10,0.5000273812093576,2026-08-29 13:27:28.254573,2026-08-29 13:27:30.603934,0 days 00:00:02.349361,0.9086885175646142,5,21,0.28486639984762585,28,3.325594947163764e-05,0.030329794146962397,0.9940424334630485,189.0,COMPLETE
11,0.4847945392481919,2026-08-29 13:27:30.727042,2026-08-29 13:27:33.408663,0 days 00:00:02.681621,0.7534158107385291,4,25,0.26635876178491374,10,0.0025009924765416573,17.46419568228097,0.550843646799385,286.0,COMPLETE
12,0.4863780919889054,2026-08-29 13:27:33.554226,2026-08-29 13:27:35.947525,0 days 00:00:02.393299,0.37854820229443803,4,27,0.5097955597968522,10,0.0009228756323888521,187.62582146718108,0.7191821616920336,238.0,COMPLETE
13,0.49534599348088704,2026-08-29 13:27:36.093209,2026-08-29 13:27:37.907764,0 days 00:00:01.814555,0.7264652008982541,4,22,0.7304008025935639,14,1.0962033464054284,0.12286465163179873,0.5525032435808857,105.0,COMPLETE
14,0.48139774038398936,2026-08-29 13:27:38.108828,2026-08-29 13:27:40.834795,0 days 00:00:02.725967,0.6107237597019285,5,30,0.2526968450754386,20,0.015513197496316461,6.996539728084211,0.9711548407190876,547.0,COMPLETE
15,0.48214311127597004,2026-08-29 13:27:40.980069,2026-08-29 13:27:44.018472,0 days 00:00:03.038403,0.4639316519276738,5,14,0.0086699064716671,24,0.018853710238584332,13.862379941106806,0.9831781300735293,464.0,COMPLETE
16,0.48780856882181345,2026-08-29 13:27:44.263836,2026-08-29 13:27:46.945511,0 days 00:00:02.681675,0.4405037242418688,5,5,0.0011118625737373856,24,0.014087530376060895,7.036840193021813,0.9997570830191936,155.0,COMPLETE
17,0.4912625935255697,2026-08-29 13:27:47.135496,2026-08-29 13:27:49.506293,0 days 00:00:02.370797,0.4356571324350357,5,17,0.013481142182797855,21,0.00019625806420126536,184.54931043110716,0.9482967844590864,408.0,COMPLETE
18,0.49320525452851144,2026-08-29 13:27:49.651600,2026-08-29 13:27:53.822748,0 days 00:00:04.171148,0.8417190942219284,5,13,0.17076575669991467,20,0.01414126937679847,0.1841016583374328,0.8714083073794913,373.0,COMPLETE
19,0.4969058148137986,2026-08-29 13:27:53.956874,2026-08-29 13:27:56.828405,0 days 00:00:02.871531,0.466804895791915,5,5,0.19428767054623486,30,0.013688702107359613,4.135333207421016,0.8505499513794972,184.0,COMPLETE
