number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.4885840245470588,2026-08-29 11:20:30.824137,2026-08-29 11:20:34.908563,0 days 00:00:04.084426,0.5395907823879094,0.7155350116417496,3,15,0.00045045270750070034,0.032869784334126885,0.8062471914430749,COMPLETE
1,0.5104121102698055,2026-08-29 11:20:35.071677,2026-08-29 11:20:38.883444,0 days 00:00:03.811767,0.4919627896202563,1.9687780228206633,2,9,0.007222918069586425,0.014591216708644347,0.8615902125574169,COMPLETE
2,0.5358144023565597,2026-08-29 11:20:39.042455,2026-08-29 11:20:40.874888,0 days 00:00:01.832433,0.7090072880384823,1.964545714952274,3,29,28.685936353204884,4.584855787748904,0.7048556432476945,COMPLETE
3,0.5288509411282009,2026-08-29 11:20:41.080129,2026-08-29 11:20:44.869189,0 days 00:00:03.789060,0.6325088405974555,1.8242180043830118,2,4,0.4047690972886321,42.341358787439795,0.8211172718226174,COMPLETE
4,0.47069660525851775,2026-08-29 11:20:45.062068,2026-08-29 11:20:55.400466,0 days 00:00:10.338398,0.47194391516466805,0.025159386550659968,2,23,0.8137696670217525,6.645511623240726,0.7847035982790921,COMPLETE
5,0.5237303680608302,2026-08-29 11:20:55.599408,2026-08-29 11:20:58.075697,0 days 00:00:02.476289,0.973450656407475,0.049045619810533125,5,30,0.02709127721898411,0.16801272321361083,0.6894764270749287,COMPLETE
6,0.49519906738658004,2026-08-29 11:20:58.215094,2026-08-29 11:21:02.718814,0 days 00:00:04.503720,0.8328103949735441,1.0126960501523088,3,2,0.02257214060845831,0.7141263211261578,0.7013382327331343,COMPLETE
7,0.5285090665464046,2026-08-29 11:21:02.852084,2026-08-29 11:21:06.172546,0 days 00:00:03.320462,0.39130793957375193,1.8663417120956238,4,15,0.5961318958579598,34.10790248082747,0.6243456294076555,COMPLETE
8,0.5164975063182689,2026-08-29 11:21:06.534035,2026-08-29 11:21:12.162704,0 days 00:00:05.628669,0.7179991261662281,2.9327173775609148,4,3,0.001917540450209472,0.003017786845012373,0.8538204319984354,COMPLETE
9,0.525344152662489,2026-08-29 11:21:12.316359,2026-08-29 11:21:14.508517,0 days 00:00:02.192158,0.49737435032978,1.618085937057927,5,29,0.10225609921148712,5.50011817566983,0.747964314549465,COMPLETE
