number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_depth,params_l2_leaf_reg,params_random_strength,params_rsm,user_attrs_median_best_iteration,state
0,0.5124934570416041,2026-08-29 13:02:17.055911,2026-08-29 13:02:33.438410,0 days 00:00:16.382499,0.9402342190261312,5,5.735762037553417,0.9003845550590563,0.740740257805268,6.0,COMPLETE
1,0.5173922300052192,2026-08-29 13:02:33.583423,2026-08-29 13:02:41.141283,0 days 00:00:07.557860,0.7795036779775955,5,0.021430217799526925,0.8706566282767101,0.40444185720122106,13.0,COMPLETE
2,0.5163412109364933,2026-08-29 13:02:41.298038,2026-08-29 13:02:49.078643,0 days 00:00:07.780605,1.231681808928555,3,0.10009503757891676,1.4268676284466766,0.4403370780858889,255.0,COMPLETE
3,0.5229633857806644,2026-08-29 13:02:49.419726,2026-08-29 13:03:33.486196,0 days 00:00:44.066470,1.3598994389967736,6,63.624187655024244,1.2434674814915934,0.8534822220257402,76.0,COMPLETE
4,0.5101585527323311,2026-08-29 13:03:33.598912,2026-08-29 13:03:40.678410,0 days 00:00:07.079498,1.8845694806369695,3,4.198769550456807,0.31093725729267496,0.38592493105367065,222.0,COMPLETE
5,0.5111669591300706,2026-08-29 13:03:40.801790,2026-08-29 13:03:48.060908,0 days 00:00:07.259118,0.9963040467963866,3,5.1958838736202635,1.14511151162241,0.3576630284277846,173.0,COMPLETE
6,0.5129058472283673,2026-08-29 13:03:48.206269,2026-08-29 13:04:00.887160,0 days 00:00:12.680891,1.0368849898660777,3,62.49802434997041,0.9587102827174385,0.7107744252348892,420.0,COMPLETE
7,0.5359215515236616,2026-08-29 13:04:01.010399,2026-08-29 13:04:17.813433,0 days 00:00:16.803034,0.3709800220732413,5,21.910951575173577,0.7313116523349157,0.6401085438663372,211.0,COMPLETE
8,0.5096436682958695,2026-08-29 13:04:18.125814,2026-08-29 13:04:26.363089,0 days 00:00:08.237275,0.9626677075107462,3,20.02609281947942,0.5398244086090944,0.8852562015161818,101.0,COMPLETE
9,0.5136315916115106,2026-08-29 13:04:26.624110,2026-08-29 13:05:23.358856,0 days 00:00:56.734746,1.6964827719977962,6,2.6035934530908937,0.27191552307301703,0.9588673806642977,78.0,COMPLETE
10,0.5377956982441868,2026-08-29 13:05:23.493307,2026-08-29 13:06:13.788456,0 days 00:00:50.295149,0.22104168556847636,7,0.1993000281521175,1.9901065211022688,0.5650643629833974,70.0,COMPLETE
11,0.504929393502933,2026-08-29 13:06:13.911491,2026-08-29 13:06:25.137393,0 days 00:00:11.225902,1.859854563783531,4,0.9686892628885176,0.08759230660775985,0.9941022187930946,80.0,COMPLETE
12,0.5094807725428714,2026-08-29 13:06:25.271710,2026-08-29 13:06:34.930137,0 days 00:00:09.658427,1.6135674900104648,4,0.5711518774251808,0.0113991802903214,0.9740885729516318,71.0,COMPLETE
13,0.5300483284917059,2026-08-29 13:06:35.076227,2026-08-29 13:06:53.301057,0 days 00:00:18.224830,1.5979274221466195,4,0.6606572180935114,0.01013348364109068,0.9969472892515068,113.0,COMPLETE
14,0.5192714183421799,2026-08-29 13:06:53.446773,2026-08-29 13:07:08.940029,0 days 00:00:15.493256,1.9301583975238477,4,0.6748277402126996,0.02683723684419509,0.8850043430871923,84.0,COMPLETE
15,0.5032465150993837,2026-08-29 13:07:09.098251,2026-08-29 13:07:20.299227,0 days 00:00:11.200976,1.5489674622464737,4,0.6772090329669768,0.35672979795284987,0.798676148263357,146.0,COMPLETE
16,0.5018930036090028,2026-08-29 13:07:20.422435,2026-08-29 13:07:36.338218,0 days 00:00:15.915783,1.4637429436878375,4,0.09993035673450394,0.4380002724517825,0.7948125453928755,217.0,COMPLETE
17,0.5192501852891631,2026-08-29 13:07:36.483389,2026-08-29 13:07:51.842306,0 days 00:00:15.358917,1.3741511343922994,5,0.012461958529047669,0.4042602765568777,0.80368322741943,133.0,COMPLETE
18,0.49392459016556306,2026-08-29 13:07:52.020821,2026-08-29 13:08:01.812673,0 days 00:00:09.791852,0.6294238569990481,4,0.04627500214969925,0.5610475693844674,0.6179002630096444,130.0,COMPLETE
19,0.5137349418864238,2026-08-29 13:08:01.925773,2026-08-29 13:08:30.529881,0 days 00:00:28.604108,0.5408786807875882,6,0.060232052730795856,0.6405409511274636,0.5300571597903013,203.0,COMPLETE
