number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,0.4985300898588905,2026-08-29 13:23:30.866082,2026-08-29 13:23:32.824183,0 days 00:00:01.958101,0.6555761211834926,0.24826993866350056,3,21,0.07827972210615558,0.3177763045533921,0.7525865248882877,130.0,COMPLETE
1,0.5330662360376165,2026-08-29 13:23:33.158267,2026-08-29 13:23:34.706618,0 days 00:00:01.548351,0.36452107823670266,1.8475227133928325,3,12,0.00041681980188960736,8.082831172675522,0.5876905165239223,164.0,COMPLETE
2,0.5196880747127733,2026-08-29 13:23:34.862801,2026-08-29 13:23:36.721410,0 days 00:00:01.858609,0.7541269314847678,0.3643777623097243,2,23,0.25358104095926465,17.47883908087949,0.9779075031663245,89.0,COMPLETE
3,0.5341346368366265,2026-08-29 13:23:36.877836,2026-08-29 13:23:38.736540,0 days 00:00:01.858704,0.38592493105367065,1.7176672674336149,4,5,0.00011672932770980732,5.229967674732302,0.9740281331433182,58.0,COMPLETE
4,0.5235135801515586,2026-08-29 13:23:38.915629,2026-08-29 13:23:40.719304,0 days 00:00:01.803675,0.9668282719469969,1.6651127318533347,3,1,0.012730380210441084,0.6911501527635923,0.5737414817006505,78.0,COMPLETE
5,0.533045910475706,2026-08-29 13:23:40.875923,2026-08-29 13:23:42.690045,0 days 00:00:01.814122,0.4705685071738034,2.476197168567949,3,26,0.007778111740282042,0.002460186624900085,0.714545121775356,216.0,COMPLETE
6,0.5335921922956578,2026-08-29 13:23:42.824185,2026-08-29 13:23:44.849198,0 days 00:00:02.025013,0.8159076975068507,2.5447241579966944,3,15,0.08156241599987886,0.005554655708582576,0.9205619856650489,157.0,COMPLETE
7,0.5330800055086486,2026-08-29 13:23:45.005993,2026-08-29 13:23:47.020931,0 days 00:00:02.014938,0.8580584388875515,1.9847041553903497,5,18,0.0008065385976116873,50.078296093340334,0.624392967500297,455.0,COMPLETE
8,0.532677266878339,2026-08-29 13:23:47.155173,2026-08-29 13:23:49.091531,0 days 00:00:01.936358,0.5096789501410613,2.5758980536807012,5,13,0.006044547407413009,0.0018278612973073945,0.6827469204830374,156.0,COMPLETE
9,0.5135149059981171,2026-08-29 13:23:49.248078,2026-08-29 13:23:51.084290,0 days 00:00:01.836212,0.6947621701757005,0.5029278272242564,4,19,0.0022519246032599114,0.05400994988404842,0.7101420870867297,87.0,COMPLETE
10,0.548698403856467,2026-08-29 13:23:51.241188,2026-08-29 13:23:53.167105,0 days 00:00:01.925917,0.6356500914434577,0.9437355840443848,2,28,21.80424207929091,248.1635033200704,0.8309770767887907,1.0,COMPLETE
11,0.4985008985923998,2026-08-29 13:23:53.323895,2026-08-29 13:23:55.560430,0 days 00:00:02.236535,0.6552836304690126,0.10214492985273332,4,21,1.040182274574248e-05,0.10316625482702421,0.7764819763244004,120.0,COMPLETE
12,0.5004966839809835,2026-08-29 13:23:55.717074,2026-08-29 13:23:57.675357,0 days 00:00:01.958283,0.5533861372840053,0.04097580973830206,4,22,1.0583384857052206e-05,0.19619144025887025,0.8165933474547402,119.0,COMPLETE
13,0.548698403856467,2026-08-29 13:23:57.831675,2026-08-29 13:24:00.291584,0 days 00:00:02.459909,0.6028501732237096,0.9843392340254822,4,30,7.062132858109321,0.02627407611142747,0.8098939760497944,1.0,COMPLETE
14,0.5193334812193878,2026-08-29 13:24:00.426037,2026-08-29 13:24:02.129209,0 days 00:00:01.703172,0.7175788300582725,0.03390717708975388,4,23,1.1180496697808993e-05,0.9736387565447611,0.7614381948773234,181.0,COMPLETE
15,0.521654406865438,2026-08-29 13:24:02.330158,2026-08-29 13:24:04.416349,0 days 00:00:02.086191,0.6365594181968038,0.8050906639514244,3,18,0.8623108660053387,0.03163352083854077,0.8792744450421526,845.0,COMPLETE
16,0.4834551053346254,2026-08-29 13:24:04.602320,2026-08-29 13:24:06.726332,0 days 00:00:02.124012,0.8288641124574883,0.4024891614001341,5,9,0.0001432369284091114,0.7420086786270385,0.7489219016061922,145.0,COMPLETE
17,0.5253622999453392,2026-08-29 13:24:07.227748,2026-08-29 13:24:09.342001,0 days 00:00:02.114253,0.9486833711202725,1.37030044624721,5,9,7.504652357370188e-05,1.8282663137331556,0.6666247184706093,38.0,COMPLETE
18,0.4981435436775685,2026-08-29 13:24:09.498362,2026-08-29 13:24:11.723922,0 days 00:00:02.225560,0.865973898681164,0.6771265856630091,5,8,7.535012980294616e-05,0.101174926223276,0.7689910386476854,121.0,COMPLETE
19,0.5072628042437478,2026-08-29 13:24:11.880257,2026-08-29 13:24:14.051016,0 days 00:00:02.170759,0.8757182662198475,0.661403900798366,5,7,7.010101130891706e-05,0.010740942004568233,0.8636935618367977,79.0,COMPLETE
