number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
0,3.5059432983398438,2026-08-29 11:52:27.864275,2026-08-29 11:52:29.077963,0 days 00:00:01.213688,0.5395907823879094,0.7155350116417496,3,15,0.00045045270750070034,0.032869784334126885,0.8062471914430749,COMPLETE
1,3.4196166521237217,2026-08-29 11:52:29.256017,2026-08-29 11:52:30.729898,0 days 00:00:01.473881,0.4919627896202563,1.9687780228206633,2,9,0.007222918069586425,0.014591216708644347,0.8615902125574169,COMPLETE
2,3.494983626000675,2026-08-29 11:52:30.860658,2026-08-29 11:52:32.578023,0 days 00:00:01.717365,0.7090072880384823,1.964545714952274,3,29,28.685936353204884,4.584855787748904,0.7048556432476945,COMPLETE
3,3.371247185601128,2026-08-29 11:52:33.075563,2026-08-29 11:52:34.593061,0 days 00:00:01.517498,0.6325088405974555,1.8242180043830118,2,4,0.4047690972886321,42.341358787439795,0.8211172718226174,COMPLETE
4,3.4777458567678194,2026-08-29 11:52:34.889833,2026-08-29 11:52:36.230359,0 days 00:00:01.340526,0.47194391516466805,0.025159386550659968,2,23,0.8137696670217525,6.645511623240726,0.7847035982790921,COMPLETE
5,3.4960120872214993,2026-08-29 11:52:36.405508,2026-08-29 11:52:37.892022,0 days 00:00:01.486514,0.973450656407475,0.049045619810533125,5,30,0.02709127721898411,0.16801272321361083,0.6894764270749287,COMPLETE
6,3.394335523063754,2026-08-29 11:52:38.219574,2026-08-29 11:52:39.512018,0 days 00:00:01.292444,0.8328103949735441,1.0126960501523088,3,2,0.02257214060845831,0.7141263211261578,0.7013382327331343,COMPLETE
7,3.4912796491458096,2026-08-29 11:52:39.689950,2026-08-29 11:52:41.107430,0 days 00:00:01.417480,0.39130793957375193,1.8663417120956238,4,15,0.5961318958579598,34.10790248082747,0.6243456294076555,COMPLETE
8,3.2986040939519436,2026-08-29 11:52:41.259119,2026-08-29 11:52:43.148272,0 days 00:00:01.889153,0.7179991261662281,2.9327173775609148,4,3,0.001917540450209472,0.003017786845012373,0.8538204319984354,COMPLETE
9,3.4985303525571467,2026-08-29 11:52:43.507643,2026-08-29 11:52:44.806016,0 days 00:00:01.298373,0.49737435032978,1.618085937057927,5,29,0.10225609921148712,5.50011817566983,0.747964314549465,COMPLETE
10,3.47165067696277,2026-08-29 11:52:44.944662,2026-08-29 11:52:46.130771,0 days 00:00:01.186109,0.9978413683592056,2.922694419938244,4,19,1.0383170467576272e-05,0.0011827936427543401,0.994439366683992,COMPLETE
11,3.412737104627821,2026-08-29 11:52:46.314219,2026-08-29 11:52:48.155039,0 days 00:00:01.840820,0.7159489960684378,2.875147304691172,4,1,0.00038089860243217783,96.4452625279807,0.9057811380734953,COMPLETE
12,3.452782289481457,2026-08-29 11:52:48.374024,2026-08-29 11:52:49.707224,0 days 00:00:01.333200,0.658129826833879,2.576766594693077,2,7,10.36199073794594,0.002429031732767769,0.9019594874471937,COMPLETE
13,3.435694894672912,2026-08-29 11:52:49.921896,2026-08-29 11:52:51.333726,0 days 00:00:01.411830,0.6177948385078988,2.439838696534558,3,7,0.0008551906826172266,215.80861246173285,0.8492895161310876,COMPLETE
14,3.4828637676474483,2026-08-29 11:52:51.513991,2026-08-29 11:52:53.372056,0 days 00:00:01.858065,0.8414507165628404,1.322037201433889,5,5,1.7908410512797845,0.5620812533768056,0.961283111719362,COMPLETE
15,3.522379604386695,2026-08-29 11:52:53.540241,2026-08-29 11:52:54.947584,0 days 00:00:01.407343,0.805446374147126,2.418124406500246,4,11,8.829942899017027e-05,0.013029200392352414,0.5514512525178266,COMPLETE
16,3.35175931012189,2026-08-29 11:52:55.110344,2026-08-29 11:52:56.277170,0 days 00:00:01.166826,0.5927545834691985,0.5785579750475045,2,4,0.003548308640536356,0.10406877591191321,0.8163388099850626,COMPLETE
17,3.4334255736551165,2026-08-29 11:52:56.480403,2026-08-29 11:52:58.161901,0 days 00:00:01.681498,0.7644716049087619,0.5032068945646994,3,12,0.003267251860859373,0.07655137132855493,0.9262306008474244,COMPLETE
18,3.2912788862063564,2026-08-29 11:52:58.361679,2026-08-29 11:52:59.847425,0 days 00:00:01.485746,0.5741851226363506,1.265034168991965,4,1,6.630730542105872e-05,0.00460058751420803,0.7556510273481305,COMPLETE
19,3.2851551197193287,2026-08-29 11:53:00.043830,2026-08-29 11:53:01.579364,0 days 00:00:01.535534,0.9079491685441778,1.3807170817183299,4,1,2.347121351334795e-05,0.004388654981463834,0.7558023566911678,COMPLETE
20,3.308490140938465,2026-08-29 11:53:01.725373,2026-08-29 11:53:03.718986,0 days 00:00:01.993613,0.9160942389650625,1.2854403460723278,5,1,1.3545681953549408e-05,0.004939509319981798,0.7547531586769661,COMPLETE
21,3.533179389105903,2026-08-29 11:53:03.962121,2026-08-29 11:53:05.470629,0 days 00:00:01.508508,0.9011423559636302,1.0173624609587781,4,5,7.348329036936191e-05,0.005520973411180197,0.6471388233777294,COMPLETE
22,3.2439640657401374,2026-08-29 11:53:05.627382,2026-08-29 11:53:07.071823,0 days 00:00:01.444441,0.3608003255537418,1.4570087871384043,4,1,8.705017931663417e-05,0.00111946532009107,0.7524092625724348,COMPLETE
23,3.243760379744165,2026-08-29 11:53:07.336399,2026-08-29 11:53:08.982375,0 days 00:00:01.645976,0.35030559492180413,1.4807154556477542,4,1,6.002866854196935e-05,0.0014466055764532097,0.7473750550883906,COMPLETE
24,3.554659761028525,2026-08-29 11:53:09.162822,2026-08-29 11:53:10.676948,0 days 00:00:01.514126,0.3582349865857594,1.7040547647633746,4,7,3.3344905712191645e-05,0.001170286601027564,0.6512728193305636,COMPLETE
25,3.5109959826057335,2026-08-29 11:53:10.799934,2026-08-29 11:53:12.296767,0 days 00:00:01.496833,0.41345681307103094,1.5425261813197833,5,5,0.00019709673120704086,0.015532193683432326,0.7199519330775731,COMPLETE
26,3.459257950017482,2026-08-29 11:53:12.558749,2026-08-29 11:53:14.171048,0 days 00:00:01.612299,0.43793595479567193,2.132062351437855,4,9,2.216315319653921e-05,0.001035908373102452,0.7751522307996667,COMPLETE
27,3.481060451931423,2026-08-29 11:53:14.473432,2026-08-29 11:53:16.071832,0 days 00:00:01.598400,0.35441029097211335,1.0418268705150433,3,3,0.00014659635155621033,0.033719897567897325,0.6051498119503244,COMPLETE
28,3.2451564647533275,2026-08-29 11:53:16.310951,2026-08-29 11:53:17.682675,0 days 00:00:01.371724,0.5431374086183631,0.8093961530953345,4,1,3.068077967271913e-05,0.008975764345849662,0.7316299533257274,COMPLETE
29,3.5832896291473766,2026-08-29 11:53:18.070098,2026-08-29 11:53:19.712483,0 days 00:00:01.642385,0.5360824727192224,0.7087192879189549,5,7,0.000523979553835742,0.03673422124491484,0.6751901771504603,COMPLETE
30,3.4963564931610485,2026-08-29 11:53:19.862127,2026-08-29 11:53:21.529523,0 days 00:00:01.667396,0.4432023474167781,0.34264971885261586,3,3,0.00035017307453588605,0.011189322953031074,0.7273791211437215,COMPLETE
31,3.287226641619647,2026-08-29 11:53:21.667797,2026-08-29 11:53:23.076345,0 days 00:00:01.408548,0.5365201709339459,1.4491063829301871,4,1,3.661810871820444e-05,0.002367085451955296,0.7853086471542052,COMPLETE
32,3.3139044679241416,2026-08-29 11:53:23.228389,2026-08-29 11:53:25.053105,0 days 00:00:01.824716,0.3840581754753248,0.9289790662467614,4,1,4.236436559997372e-05,0.007852788315102785,0.7443227978074847,COMPLETE
33,3.440230663911796,2026-08-29 11:53:25.275806,2026-08-29 11:53:26.654392,0 days 00:00:01.378586,0.5058734441440687,0.836506080050151,4,5,1.0788394306455231e-05,0.002065983533395272,0.7988562630943077,COMPLETE
34,3.4058307129659773,2026-08-29 11:53:26.791247,2026-08-29 11:53:28.098473,0 days 00:00:01.307226,0.4421796289000109,1.146821307247421,4,3,0.00015967666472022763,0.020565471187788897,0.6690808371435817,COMPLETE
35,3.4063596372251155,2026-08-29 11:53:28.283724,2026-08-29 11:53:29.490260,0 days 00:00:01.206536,0.4661662119292914,1.4218505819946947,4,9,0.0011096999174197116,0.005973723644283854,0.8336258771395062,COMPLETE
36,3.5305500736943,2026-08-29 11:53:29.642838,2026-08-29 11:53:31.475044,0 days 00:00:01.832206,0.4078646159050716,1.706893402696258,4,6,2.258951330484306e-05,0.0020216224016827824,0.7172216142616293,COMPLETE
37,3.3758883064175826,2026-08-29 11:53:31.703131,2026-08-29 11:53:33.070083,0 days 00:00:01.366952,0.6443413724135358,1.180268760864097,3,3,0.00013672955875343936,0.027162866819395493,0.7733073989041167,COMPLETE
38,3.4952328528886962,2026-08-29 11:53:33.217797,2026-08-29 11:53:34.715367,0 days 00:00:01.497570,0.9208174387468006,2.0968116576690194,5,24,0.0002834873842174789,0.056404956694469655,0.6948897276352725,COMPLETE
39,3.2686344193823547,2026-08-29 11:53:34.988205,2026-08-29 11:53:37.084125,0 days 00:00:02.095920,0.3818419908539975,1.9770641560383115,3,2,5.289617463517669e-05,0.30154523862491184,0.8042398493662815,COMPLETE
