number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,0.46752051572954256,2026-08-29 13:19:53.813249,2026-08-29 13:19:57.349315,0 days 00:00:03.536066,0.6370703416730976,1.6400070611991433,5,1,0.00012879774665637312,0.08136059435361043,0.8554759680630337,70.0,COMPLETE
1,0.48904298618093517,2026-08-29 13:19:57.538789,2026-08-29 13:20:04.644910,0 days 00:00:07.106121,0.7075757747244491,2.5793597091982905,3,16,0.7071703546860212,0.9199218117108149,0.9569845733875272,1197.0,COMPLETE
2,0.4632601865213298,2026-08-29 13:20:04.779408,2026-08-29 13:20:08.294248,0 days 00:00:03.514840,0.5590582048123864,0.18666594781124668,5,5,0.11241361254543386,0.01004226725834688,0.7929814909538391,28.0,COMPLETE
3,0.48881982253049777,2026-08-29 13:20:08.439711,2026-08-29 13:20:14.122173,0 days 00:00:05.682462,0.9390007186904467,1.465473731062256,3,28,0.4083683177453089,267.3798512677654,0.8306972307165734,1751.0,COMPLETE
4,0.4767517214191052,2026-08-29 13:20:14.367578,2026-08-29 13:20:16.683167,0 days 00:00:02.315589,0.7908434877858475,1.1919567995598155,5,22,0.0007097302243081285,0.012970111320419026,0.9509216568852736,129.0,COMPLETE
5,0.46681962268767513,2026-08-29 13:20:17.040229,2026-08-29 13:20:19.810105,0 days 00:00:02.769876,0.4464475478484617,0.39164840646838384,3,30,0.03739657873399936,0.024267798329980345,0.9885513518432056,394.0,COMPLETE
6,0.48846950952531243,2026-08-29 13:20:19.955444,2026-08-29 13:20:22.659199,0 days 00:00:02.703755,0.6675370135524596,0.5608083535680831,2,29,0.00041070650717544205,0.03531171397612625,0.6572344017848827,430.0,COMPLETE
7,0.480494079600597,2026-08-29 13:20:22.771147,2026-08-29 13:20:25.397775,0 days 00:00:02.626628,0.6784441916747486,1.1823637366124884,4,22,3.1704024441778354e-05,0.7331960263968932,0.647052089178108,319.0,COMPLETE
8,0.4551802839033195,2026-08-29 13:20:25.599079,2026-08-29 13:20:29.413768,0 days 00:00:03.814689,0.4800776310762248,0.9015566726618287,5,5,0.058677108581580095,0.034388291335624606,0.6154682404877448,192.0,COMPLETE
9,0.4979685614856722,2026-08-29 13:20:29.560358,2026-08-29 13:20:32.147149,0 days 00:00:02.586791,0.7360496232911298,1.7589587418392574,5,3,5.302143100281344,0.5148014098388513,0.7925087619734446,1.0,COMPLETE
10,0.48787599398805864,2026-08-29 13:20:32.298428,2026-08-29 13:20:35.058410,0 days 00:00:02.759982,0.35116753241977516,2.7873200870479913,2,12,0.004754724961563547,0.0013199634505832313,0.5760571224874237,272.0,COMPLETE
11,0.47365370680800273,2026-08-29 13:20:35.238067,2026-08-29 13:20:37.962247,0 days 00:00:02.724180,0.5070654604993574,0.13754273038052722,4,8,0.04935410753794065,0.0010587022808308387,0.7246020754066247,18.0,COMPLETE
12,0.4785556587853677,2026-08-29 13:20:38.096915,2026-08-29 13:20:41.312082,0 days 00:00:03.215167,0.5362904507953765,0.7375867336192427,4,7,0.02156046869799405,19.862910283928162,0.5501344573246479,272.0,COMPLETE
13,0.4979685614856722,2026-08-29 13:20:41.480293,2026-08-29 13:20:43.417215,0 days 00:00:01.936922,0.5526676529625179,0.782003778374931,5,6,19.067263178128247,0.008817531718139081,0.7449796388509695,1.0,COMPLETE
14,0.4596821789220658,2026-08-29 13:20:43.563032,2026-08-29 13:20:46.043744,0 days 00:00:02.480712,0.39160519533190163,0.17158294299338997,5,11,0.5299056040515971,0.16506196727133346,0.8972408200689381,35.0,COMPLETE
15,0.45703152726182134,2026-08-29 13:20:46.211620,2026-08-29 13:20:48.937896,0 days 00:00:02.726276,0.36734439660649876,0.03962991868070151,4,13,1.1381476715246837,0.14773207077289832,0.8868003281681225,77.0,COMPLETE
16,0.4920607833754773,2026-08-29 13:20:49.083276,2026-08-29 13:20:56.210385,0 days 00:00:07.127109,0.40961152132123024,2.17894473043528,4,15,2.844425573874633,4.169422863757623,0.6174930495097279,1830.0,COMPLETE
17,0.4701009588732192,2026-08-29 13:20:56.344745,2026-08-29 13:20:59.426533,0 days 00:00:03.081788,0.48496552361125683,0.9767106137152083,4,18,0.003895018188201526,6.618043669553939,0.7219320814515806,137.0,COMPLETE
18,0.4979685614856722,2026-08-29 13:20:59.594525,2026-08-29 13:21:02.109473,0 days 00:00:02.514948,0.6013916126409781,0.4855217361539627,4,11,26.05448926909576,0.20209604726513203,0.6828957223441977,1.0,COMPLETE
19,0.45807947863954485,2026-08-29 13:21:02.299417,2026-08-29 13:21:05.369780,0 days 00:00:03.070363,0.4351993610450694,0.025526626098929826,3,20,0.00628829855852444,0.003673350476609628,0.9003842977959083,32.0,COMPLETE
