number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,0.5245808387336973,2026-08-29 13:16:58.999880,2026-08-29 13:17:04.170411,0 days 00:00:05.170531,0.4783420139876833,2.406118930277751,3,10,1.831829133260171e-05,177.81960626672202,0.8541500017955168,997.0,COMPLETE
1,0.4997654257230644,2026-08-29 13:17:04.304064,2026-08-29 13:17:08.384950,0 days 00:00:04.080886,0.7128395169848689,1.023361672673666,4,16,2.3855958646977424e-05,0.29169266231604907,0.8256307286692538,376.0,COMPLETE
2,0.5359641769656501,2026-08-29 13:17:08.564477,2026-08-29 13:17:10.323031,0 days 00:00:01.758554,0.3922346721480941,1.3758750659835448,4,16,20.873482341003808,0.007861443690651313,0.5555505554228213,1.0,COMPLETE
3,0.4980093453873035,2026-08-29 13:17:10.490728,2026-08-29 13:17:14.871311,0 days 00:00:04.380583,0.7857421809179961,0.7219118359009244,4,19,0.002536506821341317,1.7707149893979266,0.8874703069734802,432.0,COMPLETE
4,0.513604221243183,2026-08-29 13:17:15.016935,2026-08-29 13:17:18.276136,0 days 00:00:03.259201,0.5917974705774551,0.704953950395965,5,20,0.8254131432886802,0.3339284092970071,0.5613633006324183,490.0,COMPLETE
5,0.5143018719093156,2026-08-29 13:17:18.422344,2026-08-29 13:17:21.324115,0 days 00:00:02.901771,0.43632600386920334,1.4804247565766735,4,14,0.008743639651362208,0.006245899899283519,0.9988188683859787,407.0,COMPLETE
6,0.5359641769656501,2026-08-29 13:17:21.480661,2026-08-29 13:17:23.483277,0 days 00:00:02.002616,0.5790355322174947,0.9689037494365561,5,16,5.621014906437529,0.0041912743622739175,0.6635140887047762,1.0,COMPLETE
7,0.48436400925768686,2026-08-29 13:17:23.684312,2026-08-29 13:17:28.855143,0 days 00:00:05.170831,0.5534436319188177,0.3589104238480145,2,22,0.04885251060989576,2.565734387015887,0.7710214744698024,612.0,COMPLETE
8,0.5242161364135312,2026-08-29 13:17:29.000914,2026-08-29 13:17:34.736978,0 days 00:00:05.736064,0.8879001649648988,2.416368213490371,4,9,0.0020787682341117824,42.380717657471884,0.7714003355667085,646.0,COMPLETE
9,0.5243598092302965,2026-08-29 13:17:34.882703,2026-08-29 13:17:38.119024,0 days 00:00:03.236321,0.4244519754658029,2.6456372739823832,3,13,0.5205080997844398,3.767451699328582,0.6159531646712294,387.0,COMPLETE
10,0.5244043778788464,2026-08-29 13:17:38.342679,2026-08-29 13:17:41.090201,0 days 00:00:02.747522,0.9870386739951003,0.04012262276230649,2,28,0.021171222662271005,0.10128494338025369,0.7147143192420107,247.0,COMPLETE
11,0.4924213004915374,2026-08-29 13:17:41.224753,2026-08-29 13:17:45.060687,0 days 00:00:03.835934,0.7487296842700228,0.10940704389050673,2,24,0.0004489813937024,4.6921855891525945,0.9183504747963406,385.0,COMPLETE
12,0.49607243145545493,2026-08-29 13:17:45.217454,2026-08-29 13:17:50.031425,0 days 00:00:04.813971,0.6774324920575636,0.03273633458985496,2,27,0.00024255456522086292,10.1621250505413,0.9486287887234572,596.0,COMPLETE
13,0.49219240622086957,2026-08-29 13:17:50.232656,2026-08-29 13:17:54.469521,0 days 00:00:04.236865,0.8246181823805168,0.3896044068974521,2,24,0.045753930473087775,20.437614423410903,0.7703909164179313,655.0,COMPLETE
14,0.5143841684125022,2026-08-29 13:17:54.615102,2026-08-29 13:17:58.451385,0 days 00:00:03.836283,0.8535108277065689,0.4705132806053407,3,23,0.1094134046779809,55.25888226893162,0.773647287344559,646.0,COMPLETE
15,0.5243477118816738,2026-08-29 13:17:58.574735,2026-08-29 13:18:03.678464,0 days 00:00:05.103729,0.5998880797017128,1.7560700162621448,2,1,0.07213508848349513,22.607862895401666,0.7369276622752762,408.0,COMPLETE
16,0.5244854422119657,2026-08-29 13:18:03.824045,2026-08-29 13:18:19.238888,0 days 00:00:15.414843,0.9973037526819954,0.4453061937972404,2,24,1.2025958244512103,260.2114854905642,0.6833632689521676,3853.0,COMPLETE
17,0.5243222832548694,2026-08-29 13:18:19.384111,2026-08-29 13:18:22.431552,0 days 00:00:03.047441,0.5049786390648623,0.4473047256574846,3,30,0.10955860305929258,0.9862469493030602,0.8121490520221661,376.0,COMPLETE
18,0.499862299296115,2026-08-29 13:18:22.632445,2026-08-29 13:18:25.936059,0 days 00:00:03.303614,0.8410356590000231,1.1115962830064523,2,21,0.014280965888810462,0.045072539167713824,0.7642066909772595,387.0,COMPLETE
19,0.5236577382816908,2026-08-29 13:18:26.070399,2026-08-29 13:18:29.473444,0 days 00:00:03.403045,0.9319637420098005,0.3660240826048457,3,26,0.24428215986689533,12.732103945483061,0.6724609565690278,387.0,COMPLETE
