number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
29,0.5008229467132944,2026-08-29 10:54:22.729141,2026-08-29 10:54:24.268215,0 days 00:00:01.539074,0.544187454702927,0.7616320695223096,2,15,0.059361330179986675,0.3173188479704577,0.6664108599830062,COMPLETE
30,0.5265064552683888,2026-08-29 10:54:24.399982,2026-08-29 10:54:26.182866,0 days 00:00:01.782884,0.6858993318307522,0.2619736860970469,2,17,3.055489758937187,0.06589582980828498,0.5966443459666337,COMPLETE
31,0.49018243770834835,2026-08-29 10:54:26.325435,2026-08-29 10:54:28.155080,0 days 00:00:01.829645,0.6669120370325196,0.1749190300759936,2,8,0.00355449049141646,10.83104135883095,0.5937993339095048,COMPLETE
32,0.49753466542561847,2026-08-29 10:54:28.309500,2026-08-29 10:54:30.008956,0 days 00:00:01.699456,0.5817624790059402,0.5220620044181388,2,5,0.007665821528427668,14.319723914758578,0.605065350036857,COMPLETE
33,0.48592951786370914,2026-08-29 10:54:30.222434,2026-08-29 10:54:32.180818,0 days 00:00:01.958384,0.6742983318898639,0.12552944024368962,2,8,0.000787581120680443,2.320166877341826,0.6687019042994197,COMPLETE
34,0.4839103491983295,2026-08-29 10:54:32.370839,2026-08-29 10:54:34.126755,0 days 00:00:01.755916,0.7310250351768157,0.2749221035618022,2,10,0.0006989634870086193,2.402040329714805,0.6690808371435817,COMPLETE
35,0.5000574229205096,2026-08-29 10:54:34.320489,2026-08-29 10:54:36.235569,0 days 00:00:01.915080,0.7607906299984943,0.7710397592861942,2,15,9.698209669572096e-05,1.4947111941724498,0.7731978437019997,COMPLETE
36,0.48877892176310217,2026-08-29 10:54:36.389190,2026-08-29 10:54:38.501552,0 days 00:00:02.112362,0.5164213231494763,0.013920344000835805,2,10,0.00947271727021606,4.22083067782818,0.705579463830541,COMPLETE
37,0.47947114562988274,2026-08-29 10:54:38.748163,2026-08-29 10:54:40.791227,0 days 00:00:02.043064,0.42944349399692155,0.3378413589768892,2,10,0.003719339875632571,0.34805929363462784,0.7282474804447499,COMPLETE
38,0.514164303485258,2026-08-29 10:54:40.918667,2026-08-29 10:54:42.484977,0 days 00:00:01.566310,0.4461307443860868,0.2864870838357789,3,24,0.00023939772687784874,0.014871528860471548,0.7287043529421521,COMPLETE
39,0.49749592943544735,2026-08-29 10:54:42.645063,2026-08-29 10:54:44.185999,0 days 00:00:01.540936,0.3724559278390942,0.8798290041485497,2,10,0.003651147256207646,0.3692335133796226,0.8042398493662815,COMPLETE
