number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,0.5122453864045845,2026-08-29 13:14:04.678693,2026-08-29 13:14:08.371059,0 days 00:00:03.692366,0.5395907823879094,0.7155350116417496,3,15,0.00045045270750070034,0.032869784334126885,0.8062471914430749,186.0,COMPLETE
1,0.5314074456858081,2026-08-29 13:14:08.648906,2026-08-29 13:14:11.540493,0 days 00:00:02.891587,0.4919627896202563,1.9687780228206633,2,9,0.007222918069586425,0.014591216708644347,0.8615902125574169,281.0,COMPLETE
2,0.5517474579330562,2026-08-29 13:14:11.674941,2026-08-29 13:14:13.578877,0 days 00:00:01.903936,0.7090072880384823,1.964545714952274,3,29,28.685936353204884,4.584855787748904,0.7048556432476945,1.0,COMPLETE
3,0.5455692759077678,2026-08-29 13:14:13.724065,2026-08-29 13:14:17.649354,0 days 00:00:03.925289,0.6325088405974555,1.8242180043830118,2,4,0.4047690972886321,42.341358787439795,0.8211172718226174,696.0,COMPLETE
4,0.5144475722202034,2026-08-29 13:14:17.783698,2026-08-29 13:14:21.786520,0 days 00:00:04.002822,0.47194391516466805,0.025159386550659968,2,23,0.8137696670217525,6.645511623240726,0.7847035982790921,644.0,COMPLETE
5,0.545775476559188,2026-08-29 13:14:22.009876,2026-08-29 13:14:24.368747,0 days 00:00:02.358871,0.973450656407475,0.049045619810533125,5,30,0.02709127721898411,0.16801272321361083,0.6894764270749287,141.0,COMPLETE
6,0.5121932381918265,2026-08-29 13:14:24.491893,2026-08-29 13:14:28.750514,0 days 00:00:04.258621,0.8328103949735441,1.0126960501523088,3,2,0.02257214060845831,0.7141263211261578,0.7013382327331343,119.0,COMPLETE
7,0.5454646970172261,2026-08-29 13:14:28.940381,2026-08-29 13:14:31.888084,0 days 00:00:02.947703,0.39130793957375193,1.8663417120956238,4,15,0.5961318958579598,34.10790248082747,0.6243456294076555,535.0,COMPLETE
8,0.5392741049833075,2026-08-29 13:14:32.011886,2026-08-29 13:14:36.104049,0 days 00:00:04.092163,0.7179991261662281,2.9327173775609148,4,3,0.001917540450209472,0.003017786845012373,0.8538204319984354,281.0,COMPLETE
9,0.5458602722522824,2026-08-29 13:14:36.294230,2026-08-29 13:14:38.785822,0 days 00:00:02.491592,0.49737435032978,1.618085937057927,5,29,0.10225609921148712,5.50011817566983,0.747964314549465,290.0,COMPLETE
10,0.5458718568077382,2026-08-29 13:14:39.231669,2026-08-29 13:14:42.968295,0 days 00:00:03.736626,0.9982719925058152,2.900128098907924,4,19,1.0531357266663315e-05,0.23405006858576693,0.994439366683992,451.0,COMPLETE
11,0.5095854668432428,2026-08-29 13:14:43.259225,2026-08-29 13:14:46.372215,0 days 00:00:03.112990,0.8480580845421709,0.850178836045653,3,11,0.00027021325455249757,0.15932851546135854,0.553396662484293,143.0,COMPLETE
12,0.5163056790847187,2026-08-29 13:14:46.495876,2026-08-29 13:14:49.142567,0 days 00:00:02.646691,0.8449356302827974,0.9780423013090863,3,8,6.9579270489754e-05,0.518059183627643,0.5530002139982846,153.0,COMPLETE
13,0.5214202929947728,2026-08-29 13:14:49.288316,2026-08-29 13:14:54.369639,0 days 00:00:05.081323,0.8508181042730489,1.0141299276187048,3,1,0.00038207631996936423,0.8876409004111705,0.5686693819630132,203.0,COMPLETE
14,0.5078086463277655,2026-08-29 13:14:54.504389,2026-08-29 13:14:58.306936,0 days 00:00:03.802547,0.8502357875672792,0.45411604044910736,3,9,0.0038794500409613233,0.04689585659035608,0.6267690144334384,188.0,COMPLETE
15,0.5140948938177538,2026-08-29 13:14:58.474861,2026-08-29 13:15:01.433646,0 days 00:00:02.958785,0.91148997432578,0.5377316219547417,4,10,8.829942899017027e-05,0.03008418283898944,0.6343028438207042,198.0,COMPLETE
16,0.5018801623203958,2026-08-29 13:15:01.579122,2026-08-29 13:15:04.394208,0 days 00:00:02.815086,0.7672760112334432,0.45352897976614925,2,14,0.0014390424595269664,0.003935267544243294,0.6146077330705115,100.0,COMPLETE
17,0.49823453847012783,2026-08-29 13:15:04.539307,2026-08-29 13:15:07.797786,0 days 00:00:03.258479,0.7524985020219841,0.4312884919614759,2,16,0.003683736048360462,0.0014490968024608996,0.6225731531888754,216.0,COMPLETE
18,0.5376239260296488,2026-08-29 13:15:07.943044,2026-08-29 13:15:10.468352,0 days 00:00:02.525308,0.733588118869419,1.361481913095345,2,22,0.0016346811827611316,0.0013597371721515757,0.6611050232580452,238.0,COMPLETE
19,0.5500680596403373,2026-08-29 13:15:10.669364,2026-08-29 13:15:15.073093,0 days 00:00:04.403729,0.755396676296716,0.36111050103579667,2,15,3.9440040608351694,0.0053240057631496725,0.5913823655065287,184.0,COMPLETE
