number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_median_best_iteration,state
0,0.5367512502744215,2026-08-29 13:21:57.367581,2026-08-29 13:21:59.216609,0 days 00:00:01.849028,0.6935368514101976,1.3952941695203394,4,17,5.3167701459452136e-05,0.2822295383276336,0.9702258179552128,394.0,COMPLETE
1,0.5122677084752755,2026-08-29 13:21:59.350607,2026-08-29 13:22:01.316032,0 days 00:00:01.965425,0.46977339738054963,0.015683281889093292,5,23,0.0002165776939212162,0.0017131471262956236,0.8744864837113332,258.0,COMPLETE
2,0.5409186961447545,2026-08-29 13:22:01.544292,2026-08-29 13:22:03.336055,0 days 00:00:01.791763,0.4151631032734164,1.4990882796783658,2,9,4.098892545601462e-05,1.5468390710006914,0.7578548519958498,255.0,COMPLETE
3,0.5120872085926144,2026-08-29 13:22:03.494712,2026-08-29 13:22:05.374405,0 days 00:00:01.879693,0.869100153527214,0.45582919802177047,3,4,0.0035790883255551833,0.4619368230936897,0.9297592613440904,354.0,COMPLETE
4,0.5369481441882228,2026-08-29 13:22:05.609159,2026-08-29 13:22:07.712408,0 days 00:00:02.103249,0.8277768181433889,2.236748790734106,3,28,0.030957241255017517,85.70580663970624,0.6814835337662559,646.0,COMPLETE
5,0.5346946001866066,2026-08-29 13:22:07.868956,2026-08-29 13:22:09.783878,0 days 00:00:01.914922,0.5766199741736514,0.8474429492655896,4,8,0.5385511665722951,0.025240025442277065,0.610690233641117,373.0,COMPLETE
6,0.5172816741115364,2026-08-29 13:22:09.940645,2026-08-29 13:22:12.133937,0 days 00:00:02.193292,0.36948335499023877,0.5613247059998377,5,21,0.002686547836180252,0.0012766277042928844,0.626898275898918,285.0,COMPLETE
7,0.5531973976312681,2026-08-29 13:22:12.300041,2026-08-29 13:22:13.837341,0 days 00:00:01.537300,0.551427316456809,2.6538810862280684,4,9,5.7522655877481235,0.0026326923771795427,0.8564650000342406,1.0,COMPLETE
8,0.536101651036462,2026-08-29 13:22:14.183024,2026-08-29 13:22:16.220001,0 days 00:00:02.036977,0.444812224067338,1.8503581081048037,3,18,0.002089406125758838,7.964856610754629,0.8052703914534959,395.0,COMPLETE
9,0.5372704417502232,2026-08-29 13:22:16.454774,2026-08-29 13:22:18.591041,0 days 00:00:02.136267,0.38873141225603486,0.8918363225609933,4,20,0.08931457002045068,81.53235631654917,0.8356590552388654,810.0,COMPLETE
10,0.5531973976312681,2026-08-29 13:22:18.747667,2026-08-29 13:22:20.617597,0 days 00:00:01.869930,0.9955407974228937,2.804354311620128,2,3,20.785388891008104,0.09679889661822991,0.999594468412629,1.0,COMPLETE
11,0.5049653187833091,2026-08-29 13:22:20.751829,2026-08-29 13:22:22.644978,0 days 00:00:01.893149,0.8436622785562997,0.07482560755638062,5,29,0.0008917728838284395,0.016689785516783007,0.9168743025371321,428.0,COMPLETE
12,0.500290059407552,2026-08-29 13:22:22.801844,2026-08-29 13:22:24.649092,0 days 00:00:01.847248,0.8737686385415697,0.019738442880179896,3,29,0.0017539563228857222,0.02568876195668444,0.9426891465967224,383.0,COMPLETE
13,0.5287029013227121,2026-08-29 13:22:24.861418,2026-08-29 13:22:26.875774,0 days 00:00:02.014356,0.819284216480102,0.08007220749439735,5,30,0.0005184455655395472,0.015460284789210478,0.9232759062816234,383.0,COMPLETE
14,0.5065006162658218,2026-08-29 13:22:27.054913,2026-08-29 13:22:29.303058,0 days 00:00:02.248145,0.9695371854298469,0.33966127991411166,2,26,0.023690487542196766,0.013661686972270473,0.9079913474172773,383.0,COMPLETE
15,0.5267541830964789,2026-08-29 13:22:29.459960,2026-08-29 13:22:31.196406,0 days 00:00:01.736446,0.7171537713481446,0.9573715667027041,3,25,0.0003952623920905066,0.04379986523154376,0.7765197243102295,273.0,COMPLETE
16,0.5002732643304868,2026-08-29 13:22:31.386564,2026-08-29 13:22:33.423699,0 days 00:00:02.037135,0.9047197607726546,0.010658967454303211,5,30,2.3079988382340816e-05,0.006425428346570791,0.963468720625352,312.0,COMPLETE
17,0.5313303272336027,2026-08-29 13:22:33.580380,2026-08-29 13:22:35.461399,0 days 00:00:01.881019,0.9186964985567021,0.6144058554643355,4,15,1.015490393065294e-05,0.005077381857408586,0.9782527374643332,402.0,COMPLETE
18,0.5095920002663782,2026-08-29 13:22:35.617978,2026-08-29 13:22:37.588014,0 days 00:00:01.970036,0.7420481853878076,0.31258183419556806,3,26,1.167541577976461e-05,0.12549067034212852,0.9591852057273291,291.0,COMPLETE
19,0.5372602766170057,2026-08-29 13:22:37.766676,2026-08-29 13:22:39.981899,0 days 00:00:02.215223,0.9258365927872976,0.7767823949738073,2,30,0.00010412338620336038,3.480115480231179,0.8828191841640883,433.0,COMPLETE
