k,mean_train_n,min_train_n,CV_MAE,fold_mae_std,pca_pairwise_mean_cos2
5,129.6,129,0.45771729724812765,0.1413039482633263,0.8610702166401334
10,145.8,145,0.4541442133371432,0.187287990537541,0.9271887841361756
