generator,outer_val_fold,feature,n_train,mean,sd,median,iqr,min,max,skewness,fraction_zero
Boltz2,1,exposed_TRP_count,129,0.5813953488372093,0.6553024559816452,0.0,1.0,0.0,2.0,0.6894814295135949,0.5116279069767442
Boltz2,1,exposed_PHE_count,129,0.751937984496124,0.8262271376418127,1.0,1.0,0.0,3.0,0.8178156647396583,0.46511627906976744
Boltz2,1,exposed_aromatic_total_count,129,5.488372093023256,1.6382836503216172,5.0,3.0,2.0,11.0,0.385565265886964,0.0
Boltz2,1,aromatic_exposed_SASA_total,129,491.52795616472764,159.4348719120308,481.98702792226584,235.9058491719063,138.15362295913314,1037.8309136438706,0.42583256809581027,0.0
Boltz2,1,aromatic_exposed_SASA_fraction,129,0.046817143765995946,0.01500968002160281,0.04629391789728698,0.02275787046426596,0.013426830053913935,0.09857256230921808,0.36855812468584787,0.0
Boltz2,1,strongly_exposed_aromatic_count,129,0.6976744186046512,0.7324658487452849,1.0,1.0,0.0,3.0,0.775955413052575,0.4496124031007752
Boltz2,1,strongly_exposed_aromatic_SASA,129,108.61352308291323,115.38986012591893,131.05100975693242,160.97709252553312,0.0,424.24735724993246,0.7726019121099259,0.4496124031007752
Boltz2,1,CDR_exposed_aromatic_count,129,4.069767441860465,1.453069707145424,4.0,2.0,1.0,8.0,0.3333911124379747,0.0
Boltz2,1,CDR_aromatic_SASA,129,377.75935726380555,136.83817286738503,379.5184166232526,181.25137328184553,60.70044581915317,815.5160341143653,0.3285927578862643,0.0
Boltz2,1,CDR_aromatic_fraction,129,0.7751105135456795,0.16110914318933106,0.7787345804175445,0.20015343241579708,0.20977437039304303,1.0,-0.8462808408343172,0.0
Boltz2,1,aromatic_patch_count,129,3.9147286821705425,1.1616014590393942,4.0,2.0,1.0,7.0,0.13654177327440087,0.0
Boltz2,1,largest_aromatic_patch_n_res,129,2.2635658914728682,1.1648560468999587,2.0,2.0,1.0,7.0,1.3302701822202263,0.0
Boltz2,1,largest_aromatic_patch_exposed_SASA,129,201.01283360423878,119.23122188198407,183.94311500018244,136.494070356689,49.52122659143065,701.296961512242,1.3773991038517899,0.0
Boltz2,1,max_local_aromatic_SASA,129,241.92555821141266,103.69796875740843,215.80193070201284,129.40088193244907,77.72551552393435,621.6607293363943,1.1697824106131813,0.0
Boltz2,2,exposed_TYR_count,129,4.116279069767442,1.6780752492886317,4.0,2.0,1.0,8.0,-0.08517464185083351,0.0
Boltz2,2,exposed_TRP_count,129,0.627906976744186,0.6713375223135183,1.0,1.0,0.0,2.0,0.6032525116665491,0.4806201550387597
Boltz2,2,exposed_PHE_count,129,0.7364341085271318,0.8850119768379894,0.0,1.0,0.0,3.0,0.9422109904669703,0.5116279069767442
Boltz2,2,exposed_aromatic_total_count,129,5.48062015503876,1.7392004542487018,5.0,3.0,2.0,11.0,0.1783895807232554,0.0
Boltz2,2,aromatic_exposed_SASA_total,129,494.46010979514676,167.63674801824163,485.917084933683,233.48731291709612,138.15362295913314,1072.1788006387696,0.3854176003492192,0.0
Boltz2,2,aromatic_exposed_SASA_fraction,129,0.047070923849709775,0.015673775735308648,0.04643718695475358,0.022852902273836864,0.013426830053913935,0.09857256230921808,0.28256582666119584,0.0
Boltz2,2,strongly_exposed_aromatic_count,129,0.7441860465116279,0.7902415465038547,1.0,1.0,0.0,3.0,0.7694460421531549,0.4496124031007752
Boltz2,2,strongly_exposed_aromatic_SASA,129,116.68265958782717,124.67939652148782,132.39141424488366,170.29599881387657,0.0,441.53968852493983,0.7386830037562082,0.4496124031007752
Boltz2,2,CDR_exposed_aromatic_count,129,4.116279069767442,1.4231088742104374,4.0,2.0,1.0,8.0,0.2788130779938668,0.0
Boltz2,2,CDR_aromatic_SASA,129,385.41078916811773,137.9082134679378,385.969099084351,165.08728845970705,110.33147735701209,815.5160341143653,0.3302880409982936,0.0
Boltz2,2,CDR_aromatic_fraction,129,0.7902502245672429,0.15386786816161782,0.795789552837123,0.1842925039934955,0.21257651358683252,1.0,-0.6322639916582374,0.0
Boltz2,2,aromatic_patch_count,129,3.9302325581395348,1.2830803929426717,4.0,2.0,1.0,7.0,0.020161367297558377,0.0
Boltz2,2,largest_aromatic_patch_n_res,129,2.2868217054263567,1.1492754606664648,2.0,1.0,1.0,7.0,1.355022236265972,0.0
Boltz2,2,largest_aromatic_patch_exposed_SASA,129,203.8602591139798,119.22113883219319,185.35150355315736,130.12662753454015,49.52122659143065,701.296961512242,1.5250702603859216,0.0
Boltz2,2,max_local_aromatic_SASA,129,247.48689475777005,104.85624367808683,220.69874373753387,124.39417598590549,77.72551552393435,579.1904555975686,0.9632811003185576,0.0
Boltz2,3,exposed_TYR_count,130,4.1923076923076925,1.5985385337197793,4.0,2.0,1.0,8.0,-0.044393556991451304,0.0
Boltz2,3,exposed_TRP_count,130,0.5923076923076923,0.6644390791794447,0.0,1.0,0.0,2.0,0.6819296959296329,0.5076923076923077
Boltz2,3,exposed_PHE_count,130,0.7230769230769231,0.8321925130029858,1.0,1.0,0.0,3.0,0.9550547603909517,0.4846153846153846
Boltz2,3,exposed_aromatic_total_count,130,5.507692307692308,1.7017916072645949,5.0,3.0,2.0,11.0,0.3333195574928096,0.0
Boltz2,3,aromatic_exposed_SASA_total,130,496.5816832520746,165.5168473504209,486.6354163771116,230.19353837377372,187.58389416005707,1072.1788006387696,0.6223632209721262,0.0
Boltz2,3,aromatic_exposed_SASA_fraction,130,0.047169771935716205,0.01547706726477303,0.04636555242602028,0.02197613312958134,0.017063337373328876,0.09857256230921808,0.501060982195259,0.0
Boltz2,3,strongly_exposed_aromatic_count,130,0.7,0.7301211701333711,1.0,1.0,0.0,3.0,0.7684189748072586,0.4461538461538462
Boltz2,3,strongly_exposed_aromatic_SASA,130,109.53411542880342,117.12227222565456,130.51146635141959,159.92879960569798,0.0,441.53968852493983,0.8360247163741048,0.4461538461538462
Boltz2,3,CDR_exposed_aromatic_count,130,4.053846153846154,1.442815295292977,4.0,2.0,1.0,8.0,0.3515442807994155,0.0
Boltz2,3,CDR_aromatic_SASA,130,380.6241593162898,140.19021949883722,375.2558283126383,176.4567593969383,60.70044581915317,815.5160341143653,0.45378087708270726,0.0
Boltz2,3,CDR_aromatic_fraction,130,0.7726458533464741,0.1581394027797636,0.7752824094816948,0.18148735210743427,0.20977437039304303,1.0,-0.8273801669925392,0.0
Boltz2,3,aromatic_patch_count,130,3.9307692307692306,1.2101396075752933,4.0,2.0,1.0,7.0,0.002530392663123917,0.0
Boltz2,3,largest_aromatic_patch_n_res,130,2.2846153846153845,1.184740253159156,2.0,2.0,1.0,7.0,1.2684052726463855,0.0
Boltz2,3,largest_aromatic_patch_exposed_SASA,130,206.97163129253403,122.41290793827426,187.16172693926765,141.3445511837549,52.927894266759736,701.296961512242,1.3942700651730813,0.0
Boltz2,3,max_local_aromatic_SASA,130,245.80944935205798,106.40218241861588,214.8491233492909,123.58332463882866,96.61025728319329,621.6607293363943,1.2130580853048756,0.0
Boltz2,4,exposed_TYR_count,130,4.069230769230769,1.6417085918614533,4.0,2.0,1.0,8.0,0.03509332831324551,0.0
Boltz2,4,exposed_TRP_count,130,0.5923076923076923,0.6759170846527285,0.0,1.0,0.0,2.0,0.7087100354206367,0.5153846153846153
Boltz2,4,exposed_PHE_count,130,0.676923076923077,0.8247646248418591,0.0,1.0,0.0,3.0,0.988471277803777,0.5230769230769231
Boltz2,4,exposed_aromatic_total_count,130,5.338461538461538,1.7076923076923076,5.0,2.0,2.0,11.0,0.4201725465421599,0.0
Boltz2,4,aromatic_exposed_SASA_total,130,474.22600214833557,162.51170923840147,465.93350202879265,216.69922611254583,138.15362295913314,1072.1788006387696,0.7107655743720331,0.0
Boltz2,4,aromatic_exposed_SASA_fraction,130,0.04510678528716289,0.015262093395302908,0.04428444766682885,0.021919793328303946,0.013426830053913935,0.09857256230921808,0.5674278236687428,0.0
Boltz2,4,strongly_exposed_aromatic_count,130,0.6923076923076923,0.7529036494302865,1.0,1.0,0.0,3.0,0.8977608401697386,0.46153846153846156
Boltz2,4,strongly_exposed_aromatic_SASA,130,107.19155438741939,117.8905824906329,131.56079599683042,160.84092333355593,0.0,441.53968852493983,0.8793237935204755,0.46153846153846156
Boltz2,4,CDR_exposed_aromatic_count,130,3.9846153846153847,1.4086797713550274,4.0,2.0,1.0,8.0,0.24190342383427446,0.0
Boltz2,4,CDR_aromatic_SASA,130,368.22888650768795,133.4263627901699,368.37313287937417,177.8209520244626,60.70044581915317,815.5160341143653,0.405239755409759,0.0
Boltz2,4,CDR_aromatic_fraction,130,0.7844821953077777,0.15425643286524632,0.7836541685453149,0.17590431648619675,0.20977437039304303,1.0,-0.7626387818643112,0.0
Boltz2,4,aromatic_patch_count,130,3.9153846153846152,1.150482276028458,4.0,2.0,1.0,7.0,-0.016377488340842187,0.0
Boltz2,4,largest_aromatic_patch_n_res,130,2.1538461538461537,1.0774723873780385,2.0,2.0,1.0,7.0,1.2782907469018299,0.0
Boltz2,4,largest_aromatic_patch_exposed_SASA,130,186.72349361364778,106.34242093490639,175.47012651611522,116.47238307450326,49.52122659143065,701.296961512242,1.6576256118971855,0.0
Boltz2,4,max_local_aromatic_SASA,130,234.38379915002596,99.81283809489577,206.62206502133202,124.15124605078131,77.72551552393435,621.6607293363943,1.358394243516761,0.0
