generator,outer_val_fold,feature,n_train,mean,sd,median,iqr,min,max,skewness,fraction_zero
ESMFold,0,max_local_aromatic_SASA,130,288.6445249264828,137.0729725416429,253.6714927961035,212.1362732699145,80.75108287764176,792.5430498703956,0.9253219858130526,0.0
ESMFold,1,exposed_TYR_count,129,4.728682170542636,1.8458078964121114,5.0,3.0,1.0,10.0,0.2900649137045981,0.0
ESMFold,1,exposed_TRP_count,129,0.7286821705426356,0.7233850013822143,1.0,1.0,0.0,3.0,0.706954128927212,0.4186046511627907
ESMFold,1,exposed_PHE_count,129,1.1705426356589148,0.9410865484072405,1.0,2.0,0.0,4.0,0.6036947458922673,0.2558139534883721
ESMFold,1,exposed_aromatic_total_count,129,6.627906976744186,2.0157125711869854,6.0,3.0,2.0,11.0,0.10575503798347173,0.0
ESMFold,1,aromatic_exposed_SASA_total,129,607.7669798130011,209.25833473579095,566.3029890812716,325.9912321418941,158.25794355288627,1098.9927086273888,0.3419743613981303,0.0
ESMFold,1,aromatic_exposed_SASA_fraction,129,0.05561859512594561,0.018648365081985595,0.05251914819248797,0.028705394707181225,0.015197996222613811,0.09980399048588524,0.23809582217046296,0.0
ESMFold,1,strongly_exposed_aromatic_count,129,0.9534883720930233,0.9389129878226209,1.0,2.0,0.0,4.0,0.7106690324901195,0.3875968992248062
ESMFold,1,strongly_exposed_aromatic_SASA,129,161.03359073298785,160.70370497173073,153.8521488827507,280.5576951148671,0.0,657.8785802433042,0.7754651702655379,0.3875968992248062
ESMFold,1,CDR_exposed_aromatic_count,129,4.294573643410852,1.5371528133885812,4.0,2.0,1.0,10.0,0.5620491680118264,0.0
ESMFold,1,CDR_aromatic_SASA,129,430.82560551758235,171.85380999605187,393.2644050135523,221.14747626580203,74.56482198701073,886.684254088909,0.5379347394270348,0.0
ESMFold,1,CDR_aromatic_fraction,129,0.7088112378646876,0.14083220737674443,0.7119066518957412,0.15517422878938802,0.2356631043238807,1.0,-0.34350627585656063,0.0
ESMFold,1,aromatic_patch_count,129,4.627906976744186,1.3529741424381931,5.0,1.0,2.0,8.0,0.0383215391975833,0.0
ESMFold,1,largest_aromatic_patch_n_res,129,2.5193798449612403,1.2519799834556538,2.0,1.0,1.0,7.0,1.1529350680000492,0.0
ESMFold,1,largest_aromatic_patch_exposed_SASA,129,236.7687383954727,145.70881407123247,193.41608499225788,184.6376206049262,50.820765242143985,703.0142314549179,1.0554800111561684,0.0
ESMFold,1,max_local_aromatic_SASA,129,297.9742728237229,143.3523108287159,257.9462076543607,207.77145439275972,80.75108287764176,792.5430498703956,0.9642194086823583,0.0
ESMFold,2,exposed_TYR_count,129,4.75968992248062,1.8162709637962755,5.0,3.0,0.0,10.0,0.009810080885591228,0.007751937984496124
ESMFold,2,exposed_TRP_count,129,0.7054263565891473,0.7408679257035886,1.0,1.0,0.0,3.0,0.7600420737071371,0.4496124031007752
ESMFold,2,exposed_PHE_count,129,1.1395348837209303,1.009598784739496,1.0,2.0,0.0,5.0,0.9386623442385873,0.2868217054263566
ESMFold,2,exposed_aromatic_total_count,129,6.604651162790698,1.930652798187652,7.0,3.0,2.0,11.0,-0.13651762826905092,0.0
ESMFold,2,aromatic_exposed_SASA_total,129,604.9619766170073,198.37179295533946,587.8387826508181,286.1388349949342,158.25794355288627,1098.9927086273888,0.20079180124544088,0.0
ESMFold,2,aromatic_exposed_SASA_fraction,129,0.05539316371495792,0.017794192442224015,0.05406700083855293,0.027204209517597708,0.015197996222613811,0.09980399048588524,0.0932102761686099,0.0
ESMFold,2,strongly_exposed_aromatic_count,129,0.9457364341085271,0.8743553773391333,1.0,2.0,0.0,3.0,0.5227362339821456,0.3643410852713178
