scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,61,427,7.959536998847744e-05,0.49808087435635645,91,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/primary_k0_lr1e-04_seed101.pt,649131418599f207,101
primary,1,0.001,1e-05,4,24,0.0009994504881061753,0.531264735135165,34,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/primary_k1_lr1e-03_seed101.pt,649131418599f207,101
primary,2,0.001,1e-05,25,175,0.0009652393605146844,0.3421289007663727,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/primary_k2_lr1e-03_seed101.pt,649131418599f207,101
primary,3,0.001,1e-05,27,189,0.0009592885397135706,0.43620654630661004,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/primary_k3_lr1e-03_seed101.pt,649131418599f207,101
primary,4,0.001,1e-05,10,70,0.000995061710569696,0.47268254542350774,40,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/primary_k4_lr1e-03_seed101.pt,649131418599f207,101
shadow,0,0.001,1e-05,70,490,0.0007366252580589839,0.4000119159582889,100,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,649131418599f207,101
shadow,1,0.001,1e-05,22,154,0.0009733122526196349,0.47747511029243467,52,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,649131418599f207,101
shadow,2,0.0001,1.0000000000000002e-06,68,476,7.502520408740418e-05,0.46097893500328063,98,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,649131418599f207,101
shadow,3,0.001,1e-05,28,196,0.0009561446219345453,0.42805349870161574,58,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,649131418599f207,101
shadow,4,0.0001,1.0000000000000002e-06,69,483,7.43468068680349e-05,0.42617260813713076,99,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H061_run/checkpoints/shadow_k4_lr1e-04_seed101.pt,649131418599f207,101
