id,generator,extraction_status,pdb_path,error
ADI-47251,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47251.pdb,
ADI-47254,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47254.pdb,
ADI-47253,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47253.pdb,
ADI-47256,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47256.pdb,
ADI-47255,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47255.pdb,
ADI-47258,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47258.pdb,
ADI-47257,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47257.pdb,
ADI-47259,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47259.pdb,
ADI-47260,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47260.pdb,
ADI-47261,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47261.pdb,
ADI-47263,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47263.pdb,
ADI-47265,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47265.pdb,
ADI-47262,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47262.pdb,
ADI-47267,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47267.pdb,
ADI-47264,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47264.pdb,
ADI-47278,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47278.pdb,
ADI-47279,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47279.pdb,
ADI-47281,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47281.pdb,
ADI-47282,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47282.pdb,
ADI-47280,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47280.pdb,
ADI-47283,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47283.pdb,
ADI-47284,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47284.pdb,
ADI-47285,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47285.pdb,
ADI-47286,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47286.pdb,
ADI-47288,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47288.pdb,
ADI-47287,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47287.pdb,
ADI-47289,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47289.pdb,
ADI-47290,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47290.pdb,
ADI-47291,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47291.pdb,
ADI-47293,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47293.pdb,
ADI-47294,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47294.pdb,
ADI-47292,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47292.pdb,
ADI-47295,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47295.pdb,
ADI-47296,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47296.pdb,
ADI-47297,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47297.pdb,
ADI-47299,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47299.pdb,
ADI-47298,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47298.pdb,
ADI-47300,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47300.pdb,
ADI-47301,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47301.pdb,
ADI-47302,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47302.pdb,
ADI-47304,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47304.pdb,
ADI-47303,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47303.pdb,
ADI-47305,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47305.pdb,
ADI-47306,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47306.pdb,
ADI-47307,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47307.pdb,
ADI-47308,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47308.pdb,
ADI-47310,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47310.pdb,
ADI-47309,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47309.pdb,
ADI-47311,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47311.pdb,
ADI-47312,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47312.pdb,
ADI-47313,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47313.pdb,
ADI-47317,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47317.pdb,
ADI-47316,esmfold,SUCCESS,/workspace_developability_acquisition/esmfold_native/ADI-47316.pdb,
ADI-38499,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4f8074ab8223459f88277e89b5f72c86.pdb,
ADI-37123,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/86e8a52a665af976d72912b6c38798d1.pdb,
ADI-38498,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/174d603b07e627affa324c62eab2ee50.pdb,
ADI-38500,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8c05240ef9e76c2fdf79d554ae84ddd8.pdb,
ADI-37124,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9967c0a69f4ee5822ff9f72c8a5ae2a0.pdb,
ADI-37125,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5550196b1bf76930cfa00cb91f11cca9.pdb,
ADI-38501,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/973fb4db445c0685b7b358949fdd63c6.pdb,
ADI-45373,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f45acabf2291093c7633405c36e8e106.pdb,
ADI-45370,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/de4db22b5273884b99f15aa3e40cdf26.pdb,
ADI-38502,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/112097525bd8e8fb903f15ef8bd9843a.pdb,
ADI-38503,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/245c5e005bbe633d368424fd59fa1a63.pdb,
ADI-45368,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a8807222b4f4ecd2635968da28096bf2.pdb,
ADI-45379,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8d26098a909b02da95955857f05e76cc.pdb,
ADI-45382,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d4016dd387dd40a2e1fd806b19b521c5.pdb,
ADI-45375,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e8752c44b48f389a2edd0ca59b12166.pdb,
ADI-45388,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4a2fb5485cca970084281df53595bf43.pdb,
ADI-45383,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8facb3aa978fcb65af91080f807eb9f9.pdb,
ADI-45378,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f5a09ccbac7e66215a2916e03a63c93d.pdb,
ADI-45390,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/72cf9c2e715d8677143317011c32b382.pdb,
ADI-45389,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/cfdef1c6920959ab375132d336a712fb.pdb,
ADI-45393,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b3e6a27d6e27882c23c09a2a1a070073.pdb,
ADI-45391,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c00d4ca18c48f32ebfc8a37d71aa5de2.pdb,
ADI-45397,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7819012726533119167c354dab863199.pdb,
ADI-45395,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9739931c27d08e44b36d428d948978c4.pdb,
ADI-45404,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9c7b70c7696d558dfa6da9754bf77065.pdb,
ADI-45406,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/70ad68c734fbd25676c6d876ee235362.pdb,
ADI-45402,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7e5f50017224e5059df0bad0fc53d8fa.pdb,
ADI-45405,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dbee3451c08e2aaebb8d0822bd64c2ed.pdb,
ADI-45407,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e2bd624a2bc8b59d498d60b9ec68ffd2.pdb,
ADI-45408,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9ff37f04b5c11bb31d09366481949120.pdb,
ADI-45409,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1b21c2bf336ff7abacfa1afa5a67b006.pdb,
ADI-45422,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/bf514614011f0d05ccf7d48fae411519.pdb,
ADI-45410,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/97f73adb9ad6377327dacc9d9cb9da2d.pdb,
ADI-45411,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/da125927676614c6196971480c153bef.pdb,
ADI-45425,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/076cb9d0b5e38b482ed9a614750e4934.pdb,
ADI-45428,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/10b234e9d5409fe6fc6ce4c83707505f.pdb,
ADI-45429,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4dbdabe8c28851733945ede9c89e4ac2.pdb,
ADI-45433,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/df58fddb06486d0a8a6c140ea4245d80.pdb,
ADI-45430,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7ad3533757c0dbf371988f8df0fae2a0.pdb,
ADI-45439,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6b32c2ed603f1bae635aa99cfa4fba8f.pdb,
ADI-45438,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/39b6b1c36d12664b8e2ee35d0508a330.pdb,
ADI-45435,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/43928dc068527dbdaa3cf8e36272c846.pdb,
ADI-45440,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ac1d6045228234ee207cb893a80c14ff.pdb,
ADI-45442,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4f9cd34622ed637d6b0ebfece3567efe.pdb,
ADI-45450,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e89ba2ac4008709fac797e9f1a1675e6.pdb,
ADI-45447,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5dee43be405dbb574093849498e075c4.pdb,
ADI-45448,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e25f61ca720cea686fb0c2ac18a0467.pdb,
ADI-45451,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1204ff749a5351424ce9ebae661195df.pdb,
ADI-45452,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b58d6da79839b275b05cb931c385cd2d.pdb,
ADI-45453,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/96f62315d3559f91bfe27c42336eff03.pdb,
ADI-45454,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ee399482a49026eee530520c8f831929.pdb,
ADI-45455,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a03902b973f9aa84dc3fe88b68c465d4.pdb,
ADI-45456,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d380e4417dc1b04b60ea83153216926a.pdb,
ADI-45459,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/755f6ad8aed0afc304f5acc57f69298d.pdb,
ADI-45460,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9c3b1bfc479ae82cd5adc143d6870354.pdb,
ADI-45461,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/24548cd2379bdc83b73e97c6cea1d839.pdb,
ADI-45463,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0ec215f8993900af67ad085f606d75f0.pdb,
ADI-45464,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/eefc94c92e81402509c50f28a6eb888d.pdb,
ADI-45465,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7fa2b706486485a24a3170c83a124362.pdb,
ADI-45469,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c090fcf6d53b7475fe29d08e8caf67ac.pdb,
ADI-45470,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/73e0a0043a8e5ac6ae1f32b45ef7ca2f.pdb,
ADI-45476,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/496c09ef6da068a67da16403c35dbdd6.pdb,
ADI-45472,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/22760aebdab18190730887008895247f.pdb,
ADI-45479,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/43ec2724b38b06ad1a7ef56cdb9d2c67.pdb,
ADI-45477,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fc37e3de22a23343c1a4b0501a743505.pdb,
ADI-45480,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/61ef97b43c1259aa8f5a0d4f94449fb3.pdb,
ADI-45481,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b95c3f5b9efbfd312744f1836a10c0d0.pdb,
ADI-45485,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/20b6b69183d9a2d62fcaac34cb1fbf65.pdb,
ADI-45486,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6bf1371b05fa9c9e99df1a96195b1caf.pdb,
ADI-45489,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4af2bf81e7b4afb9ece1cdeafd7c2969.pdb,
ADI-45488,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/adc2a850fa33888ec8d4dd1511018486.pdb,
ADI-45490,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f772bd63c1a22dff81905d5191cc8d9a.pdb,
ADI-45491,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b517d6d059659d408a38f721a3f5b28f.pdb,
ADI-45495,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3abb9e34828e0177fb8d9dd50f49d947.pdb,
ADI-45493,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4424e5972cb893b882695a5a37c29d43.pdb,
ADI-45498,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6dbfd5a44be443b6c2e8fc3fc6faa2d0.pdb,
ADI-45497,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e33de759952cef2895af3a7ca831cf1.pdb,
ADI-45499,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2c3dd8e4814c4e0571a545eefc671e4b.pdb,
ADI-46677,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1e43899b54162bc35c00b7cce950e58e.pdb,
ADI-46678,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5a8870303b1d87bee856b855cb661081.pdb,
ADI-46682,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0577d9061aa3d1a108db827e3d7e5827.pdb,
ADI-46684,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7127089b3a9640bb15c9592435a3d601.pdb,
ADI-46685,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6837feffda9060af4faa4717ed4fc257.pdb,
ADI-46689,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/870e571d7a0179e6471b12e284021044.pdb,
ADI-46690,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2020cefa2c94ce755519c2dcc3201e53.pdb,
ADI-46691,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f8ec9ab4267e598b2c04435a010e93ca.pdb,
ADI-46692,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c0671ae13e611fabaaed705f40e72d4a.pdb,
ADI-46695,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/67b9039b5db66060ae58b35db5aa6b37.pdb,
ADI-46693,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d28730e7e7b7d9a397ed2ac80a5ead79.pdb,
ADI-46696,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/341d36cfbc2e3185fefea5a0061203ed.pdb,
ADI-46701,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b3bf86473c7e80d939bafc5a5fa52e6b.pdb,
ADI-46697,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3889a0df798ae770463b46d045490b98.pdb,
ADI-46705,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f82611e60b609ed4b5af7b1925b3868e.pdb,
ADI-46704,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dc92516fda2907bb1eaf1d2e4b385438.pdb,
ADI-46706,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/69a0ae62196564609e67b2ba90aa4881.pdb,
ADI-46707,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/96fa44dda5c55f4bbf1801eb4daba1da.pdb,
ADI-46708,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/43c2dffcf8a1929af4cbb1de066019ec.pdb,
ADI-46713,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fa968bd7f23e2a3a30f57b39bfdedc2e.pdb,
ADI-46710,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f16884de5597d32c67aec2281a9d62c0.pdb,
ADI-47054,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f2e2422564ef9fc46621b9e81332a162.pdb,
ADI-47055,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/03c204ff74ba55094b0d6370856a7bc1.pdb,
ADI-47056,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/debb42d72ee0f2aa6518a0de7ff40308.pdb,
ADI-47057,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/19ef8883d89eb586e1adf4de433a2705.pdb,
ADI-47059,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c37e0bb5eab6004d9e16843ebe256787.pdb,
ADI-47058,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b1d21cf08b78d40ca6bffcdcc4367c1f.pdb,
ADI-47061,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c567ae6f15c78bdb1a85fb8dfb3d1341.pdb,
ADI-47060,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/20d6a904476ed7c66af18680f02f466f.pdb,
ADI-47062,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d4dfa7ebab1e81bc0eb9d13542c6c477.pdb,
ADI-47064,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/946f0b7b041565c00567ae4c07b720cd.pdb,
ADI-47063,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c5cd5f9c0e3ac15d48f71161aad64776.pdb,
ADI-47065,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ede9213fc36cd5b6db2ece5f100ce16c.pdb,
ADI-47067,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/262fa787194a3d69938734309514a380.pdb,
ADI-47066,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/623156d7d3a52a077c64a60e26d832b4.pdb,
ADI-47068,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d6baffa7aeb993aafffb87c9b8708a11.pdb,
ADI-47069,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1c57e82f63fbf8f1d00ce598b03cfeea.pdb,
ADI-47070,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/edc04831d548d5f520a90d70b8c107eb.pdb,
ADI-47071,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e8e7989fbe927e1e8a6f231273f9e534.pdb,
ADI-47072,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a63dd0b0e03abaddf933cb979ed88b08.pdb,
ADI-47073,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/cf72e27857f1aff08ce609778f76a572.pdb,
ADI-47074,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6736dec84415471244f7456d16129856.pdb,
ADI-47076,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7d193bc311f89ebe510d56a3f66a1ea6.pdb,
ADI-47078,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9ea71d409533542f553a19b572e23ec3.pdb,
ADI-47075,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f83cc2f67bff3990c82f8386b5c8f421.pdb,
ADI-47077,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b775e09c4da84747a942d9096b82a722.pdb,
ADI-47081,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c4049542b614865248b652022f4ec557.pdb,
ADI-47079,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e945d989bdb769b8a29f1fb01ebd8a4.pdb,
ADI-47085,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/10497424c489c95ba504a47f623e46ff.pdb,
ADI-47082,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e396ccf1a4c9a2bba3f769fc94f7ec8b.pdb,
ADI-47087,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5c7e0d18f570b55d013d6054e21e1276.pdb,
ADI-47084,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2c260437cea05ecd867c225b2156309b.pdb,
ADI-47083,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/039c5849dcd61e1fd83658e40918a8f0.pdb,
ADI-47089,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f268b2994ba7bd80fd51a1130fcf2c2b.pdb,
ADI-47093,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/837ea108c1a52fcb4451255f599cf029.pdb,
ADI-47090,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d221a2a6db4ff8addb3cea4626948e8c.pdb,
ADI-47094,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f0182777491c0c587e8edad3ac58d90c.pdb,
ADI-47092,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9d75c9033b5579d9d4ec2d672fa15b8a.pdb,
ADI-47091,abodybuilder2,SUCCESS,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5fdefefa98f92e5ebe8cbd499ddc20f7.pdb,
