scope,target,family,cv,status,base_name,N,base_dim,struct_dim,plus_dim,base_mae,plus_mae,delta_mae,label,fold_test_fold,fold_n_train,fold_n_val,fold_n_test,fold_base_mae,fold_plus_mae,fold_delta_mae,fold_alpha_base,fold_alpha_plus,alphas_base,alphas_plus
InterimFeNNix,TmApp,DELTA_GEOM,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1421731580021977,0.025381262287354378,PROVISIONAL_SIMPLE_CV,1,62.0,16.0,22.0,3.9429679546003626,3.759655820067167,0.18331213453319561,0.1,1.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1421731580021977,0.025381262287354378,PROVISIONAL_SIMPLE_CV,2,62.0,22.0,16.0,4.004109740160898,4.1026626464766105,-0.0985529063157129,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1421731580021977,0.025381262287354378,PROVISIONAL_SIMPLE_CV,3,61.0,17.0,22.0,3.085917847021784,3.1626641266346223,-0.0767462796128382,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1421731580021977,0.025381262287354378,PROVISIONAL_SIMPLE_CV,4,60.0,23.0,17.0,2.568157624726584,2.5237963372955257,0.04436128743105838,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Primary,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1421731580021977,0.025381262287354378,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 0.1, 100.0, 100.0, 100.0]","[100.0, 1.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,DELTA_GEOM,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,2.963190196872605,-0.036607074444707344,PROVISIONAL_SIMPLE_CV,0,59.0,23.0,18.0,2.8003921048196623,2.762243829377358,0.03814827544230415,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,2.963190196872605,-0.036607074444707344,PROVISIONAL_SIMPLE_CV,1,59.0,18.0,23.0,2.721656375909287,2.652583278174012,0.06907309773527492,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,2.963190196872605,-0.036607074444707344,PROVISIONAL_SIMPLE_CV,2,61.0,21.0,18.0,3.177170493799693,3.4396537686603725,-0.26248327486067957,100.0,10.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,2.963190196872605,-0.036607074444707344,PROVISIONAL_SIMPLE_CV,3,59.0,20.0,21.0,2.9911064633351794,3.0684929391209,-0.07738647578572078,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,2.963190196872605,-0.036607074444707344,PROVISIONAL_SIMPLE_CV,4,62.0,18.0,20.0,2.982542654584454,2.9618547901520067,0.02068786443244708,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_GEOM,Shadow,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,2.963190196872605,-0.036607074444707344,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100.0, 100.0, 10.0, 100.0, 100.0]"
InterimFeNNix,TmApp,DELTA_ENV,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1387439644710673,0.028810455818484737,PROVISIONAL_SIMPLE_CV,0,55.0,22.0,23.0,2.3650225621887704,2.339284399473211,0.025738162715559287,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1387439644710673,0.028810455818484737,PROVISIONAL_SIMPLE_CV,1,62.0,16.0,22.0,3.9429679546003626,3.6076929449981296,0.335275009602233,0.1,10.0,,
InterimFeNNix,TmApp,DELTA_ENV,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1387439644710673,0.028810455818484737,PROVISIONAL_SIMPLE_CV,2,62.0,22.0,16.0,4.004109740160898,4.096754703559296,-0.09264496339839834,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1387439644710673,0.028810455818484737,PROVISIONAL_SIMPLE_CV,3,61.0,17.0,22.0,3.085917847021784,3.143399855536823,-0.05748200851503915,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1387439644710673,0.028810455818484737,PROVISIONAL_SIMPLE_CV,4,60.0,23.0,17.0,2.568157624726584,2.7058081406179517,-0.13765051589136768,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Primary,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,3.167554420289552,3.1387439644710673,0.028810455818484737,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 0.1, 100.0, 100.0, 100.0]","[100.0, 10.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,DELTA_ENV,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,3.1662463468057456,-0.23966322437784804,PROVISIONAL_SIMPLE_CV,0,59.0,23.0,18.0,2.8003921048196623,2.9228798325877303,-0.12248772776806804,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,3.1662463468057456,-0.23966322437784804,PROVISIONAL_SIMPLE_CV,1,59.0,18.0,23.0,2.721656375909287,2.705609948171488,0.016046427737799185,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,3.1662463468057456,-0.23966322437784804,PROVISIONAL_SIMPLE_CV,2,61.0,21.0,18.0,3.177170493799693,4.004987552819928,-0.8278170590202354,100.0,0.1,,
InterimFeNNix,TmApp,DELTA_ENV,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,3.1662463468057456,-0.23966322437784804,PROVISIONAL_SIMPLE_CV,3,59.0,20.0,21.0,2.9911064633351794,3.0668006378881194,-0.07569417455294003,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,3.1662463468057456,-0.23966322437784804,PROVISIONAL_SIMPLE_CV,4,62.0,18.0,20.0,2.982542654584454,3.2645589769821024,-0.2820163223976486,100.0,100.0,,
InterimFeNNix,TmApp,DELTA_ENV,Shadow,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,17,575,2.9265831224278975,3.1662463468057456,-0.23966322437784804,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100.0, 100.0, 0.1, 100.0, 100.0]"
InterimFeNNix,TmApp,CONSTANT,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,3.167554420289552,3.051568264799854,0.11598615548969793,PROVISIONAL_SIMPLE_CV,0,55.0,22.0,23.0,2.3650225621887704,2.0643422009085843,0.30068036128018605,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,3.167554420289552,3.051568264799854,0.11598615548969793,PROVISIONAL_SIMPLE_CV,1,62.0,16.0,22.0,3.9429679546003626,3.6571634587420507,0.2858044958583119,0.1,10.0,,
InterimFeNNix,TmApp,CONSTANT,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,3.167554420289552,3.051568264799854,0.11598615548969793,PROVISIONAL_SIMPLE_CV,2,62.0,22.0,16.0,4.004109740160898,4.087313541252349,-0.08320380109145109,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,3.167554420289552,3.051568264799854,0.11598615548969793,PROVISIONAL_SIMPLE_CV,3,61.0,17.0,22.0,3.085917847021784,3.2215957257177665,-0.13567787869598247,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,3.167554420289552,3.051568264799854,0.11598615548969793,PROVISIONAL_SIMPLE_CV,4,60.0,23.0,17.0,2.568157624726584,2.408661008290254,0.15949661643632984,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Primary,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,3.167554420289552,3.051568264799854,0.11598615548969793,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 0.1, 100.0, 100.0, 100.0]","[100.0, 10.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,CONSTANT,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,2.9265831224278975,2.8754128748079246,0.05117024761997291,PROVISIONAL_SIMPLE_CV,0,59.0,23.0,18.0,2.8003921048196623,2.74017051561865,0.06022158920101228,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,2.9265831224278975,2.8754128748079246,0.05117024761997291,PROVISIONAL_SIMPLE_CV,1,59.0,18.0,23.0,2.721656375909287,2.5692498038835794,0.15240657202570773,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,2.9265831224278975,2.8754128748079246,0.05117024761997291,PROVISIONAL_SIMPLE_CV,2,61.0,21.0,18.0,3.177170493799693,3.3927285265177303,-0.2155580327180373,100.0,0.1,,
InterimFeNNix,TmApp,CONSTANT,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,2.9265831224278975,2.8754128748079246,0.05117024761997291,PROVISIONAL_SIMPLE_CV,3,59.0,20.0,21.0,2.9911064633351794,2.839520552027934,0.15158591130724552,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,2.9265831224278975,2.8754128748079246,0.05117024761997291,PROVISIONAL_SIMPLE_CV,4,62.0,18.0,20.0,2.982542654584454,2.9213213820214348,0.061221272563019014,100.0,100.0,,
InterimFeNNix,TmApp,CONSTANT,Shadow,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,20,578,2.9265831224278975,2.8754128748079246,0.05117024761997291,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100.0, 100.0, 0.1, 100.0, 100.0]"
InterimFeNNix,TmApp,INTERFACE,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,3.167554420289552,3.105568404404686,0.061986015884865964,PROVISIONAL_SIMPLE_CV,0,55.0,22.0,23.0,2.3650225621887704,2.3449843885522603,0.02003817363651006,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,3.167554420289552,3.105568404404686,0.061986015884865964,PROVISIONAL_SIMPLE_CV,1,62.0,16.0,22.0,3.9429679546003626,3.8268974210849493,0.1160705335154133,0.1,10.0,,
InterimFeNNix,TmApp,INTERFACE,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,3.167554420289552,3.105568404404686,0.061986015884865964,PROVISIONAL_SIMPLE_CV,2,62.0,22.0,16.0,4.004109740160898,3.9903266758717946,0.01378306428910303,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,3.167554420289552,3.105568404404686,0.061986015884865964,PROVISIONAL_SIMPLE_CV,3,61.0,17.0,22.0,3.085917847021784,3.029892180404614,0.0560256666171699,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,3.167554420289552,3.105568404404686,0.061986015884865964,PROVISIONAL_SIMPLE_CV,4,60.0,23.0,17.0,2.568157624726584,2.466329497473382,0.101828127253202,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Primary,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,3.167554420289552,3.105568404404686,0.061986015884865964,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 0.1, 100.0, 100.0, 100.0]","[100.0, 10.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,INTERFACE,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,2.9265831224278975,2.95751560228895,-0.03093247986105263,PROVISIONAL_SIMPLE_CV,0,59.0,23.0,18.0,2.8003921048196623,2.9190164691191742,-0.11862436429951195,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,2.9265831224278975,2.95751560228895,-0.03093247986105263,PROVISIONAL_SIMPLE_CV,1,59.0,18.0,23.0,2.721656375909287,2.764529428244191,-0.04287305233490368,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,2.9265831224278975,2.95751560228895,-0.03093247986105263,PROVISIONAL_SIMPLE_CV,2,61.0,21.0,18.0,3.177170493799693,3.1101029706364454,0.0670675231632476,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,2.9265831224278975,2.95751560228895,-0.03093247986105263,PROVISIONAL_SIMPLE_CV,3,59.0,20.0,21.0,2.9911064633351794,3.0305258328850826,-0.039419369549903216,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,2.9265831224278975,2.95751560228895,-0.03093247986105263,PROVISIONAL_SIMPLE_CV,4,62.0,18.0,20.0,2.982542654584454,3.000109548654538,-0.01756689407008416,100.0,100.0,,
InterimFeNNix,TmApp,INTERFACE,Shadow,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,18,576,2.9265831224278975,2.95751560228895,-0.03093247986105263,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100.0, 100.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,3.167554420289552,3.1758237647112533,-0.008269344421701241,PROVISIONAL_SIMPLE_CV,0,55.0,22.0,23.0,2.3650225621887704,2.3559516485163132,0.00907091367245716,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,3.167554420289552,3.1758237647112533,-0.008269344421701241,PROVISIONAL_SIMPLE_CV,1,62.0,16.0,22.0,3.9429679546003626,3.9539563006169036,-0.010988346016540973,0.1,1.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,3.167554420289552,3.1758237647112533,-0.008269344421701241,PROVISIONAL_SIMPLE_CV,2,62.0,22.0,16.0,4.004109740160898,4.054085885898892,-0.04997614573799414,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,3.167554420289552,3.1758237647112533,-0.008269344421701241,PROVISIONAL_SIMPLE_CV,3,61.0,17.0,22.0,3.085917847021784,3.0739614627042395,0.011956384317544533,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,3.167554420289552,3.1758237647112533,-0.008269344421701241,PROVISIONAL_SIMPLE_CV,4,60.0,23.0,17.0,2.568157624726584,2.5832896228119218,-0.015131998085337717,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Primary,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,3.167554420289552,3.1758237647112533,-0.008269344421701241,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 0.1, 100.0, 100.0, 100.0]","[100.0, 1.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,2.9265831224278975,2.9335420550713036,-0.006958932643406079,PROVISIONAL_SIMPLE_CV,0,59.0,23.0,18.0,2.8003921048196623,2.8175433411013233,-0.017151236281661042,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,2.9265831224278975,2.9335420550713036,-0.006958932643406079,PROVISIONAL_SIMPLE_CV,1,59.0,18.0,23.0,2.721656375909287,2.703998798565425,0.017657577343862307,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,2.9265831224278975,2.9335420550713036,-0.006958932643406079,PROVISIONAL_SIMPLE_CV,2,61.0,21.0,18.0,3.177170493799693,3.1825188177586146,-0.005348323958921597,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,2.9265831224278975,2.9335420550713036,-0.006958932643406079,PROVISIONAL_SIMPLE_CV,3,59.0,20.0,21.0,2.9911064633351794,3.0001701611240654,-0.00906369778888605,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,2.9265831224278975,2.9335420550713036,-0.006958932643406079,PROVISIONAL_SIMPLE_CV,4,62.0,18.0,20.0,2.982542654584454,3.007877044852068,-0.025334390267614193,100.0,100.0,,
InterimFeNNix,TmApp,FULL_FAB_NORMALIZED,Shadow,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,3,561,2.9265831224278975,2.9335420550713036,-0.006958932643406079,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100.0, 100.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,3.167554420289552,3.077985576924025,0.08956884336552706,PROVISIONAL_SIMPLE_CV,0,55.0,22.0,23.0,2.3650225621887704,2.1793647540917847,0.18565780809698573,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,3.167554420289552,3.077985576924025,0.08956884336552706,PROVISIONAL_SIMPLE_CV,1,62.0,16.0,22.0,3.9429679546003626,3.4428385785940523,0.5001293760063104,0.1,10.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,3.167554420289552,3.077985576924025,0.08956884336552706,PROVISIONAL_SIMPLE_CV,2,62.0,22.0,16.0,4.004109740160898,4.191242051761539,-0.18713231160064137,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,3.167554420289552,3.077985576924025,0.08956884336552706,PROVISIONAL_SIMPLE_CV,3,61.0,17.0,22.0,3.085917847021784,3.1578255024535338,-0.0719076554317497,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Primary,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,3.167554420289552,3.077985576924025,0.08956884336552706,PROVISIONAL_SIMPLE_CV,4,60.0,23.0,17.0,2.568157624726584,2.670510925709409,-0.1023533009828248,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Primary,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,3.167554420289552,3.077985576924025,0.08956884336552706,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 0.1, 100.0, 100.0, 100.0]","[100.0, 10.0, 100.0, 100.0, 100.0]"
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,2.9265831224278975,3.0856199358532455,-0.15903681342534792,PROVISIONAL_SIMPLE_CV,0,59.0,23.0,18.0,2.8003921048196623,3.277830331260129,-0.47743822644046663,100.0,0.1,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,2.9265831224278975,3.0856199358532455,-0.15903681342534792,PROVISIONAL_SIMPLE_CV,1,59.0,18.0,23.0,2.721656375909287,2.6776282240115297,0.04402815189775744,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,2.9265831224278975,3.0856199358532455,-0.15903681342534792,PROVISIONAL_SIMPLE_CV,2,61.0,21.0,18.0,3.177170493799693,2.971799453638947,0.2053710401607458,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,2.9265831224278975,3.0856199358532455,-0.15903681342534792,PROVISIONAL_SIMPLE_CV,3,59.0,20.0,21.0,2.9911064633351794,3.429336646287585,-0.43823018295240557,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Shadow,OK,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,2.9265831224278975,3.0856199358532455,-0.15903681342534792,PROVISIONAL_SIMPLE_CV,4,62.0,18.0,20.0,2.982542654584454,3.1233569366418363,-0.14081428205738256,100.0,100.0,,
InterimFeNNix,TmApp,COMBINED_PREDECLARED,Shadow,OK_AGG,ABLANG2_HL_PAIRED+SEQ_BASIC,100,558,93,651,2.9265831224278975,3.0856199358532455,-0.15903681342534792,PROVISIONAL_SIMPLE_CV,-1,,,,,,,,,"[100.0, 100.0, 100.0, 100.0, 100.0]","[0.1, 100.0, 100.0, 100.0, 100.0]"
