scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,55,385,8.323493733352077e-05,2.65282289909594,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/primary_k0_lr1e-04_seed101.pt,466029b1a7d89082,101
primary,1,0.0001,1.0000000000000002e-06,12,72,9.926291164466132e-05,3.5390826138583096,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/primary_k1_lr1e-04_seed101.pt,466029b1a7d89082,101
primary,2,0.001,1e-05,15,105,0.00098807879715968,3.0406155586242676,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/primary_k2_lr1e-03_seed101.pt,466029b1a7d89082,101
primary,3,0.0001,1.0000000000000002e-06,23,161,9.707359806323417e-05,2.577449321746826,53,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/primary_k3_lr1e-04_seed101.pt,466029b1a7d89082,101
primary,4,0.001,1e-05,8,56,0.000997010672950314,3.2895798683166504,38,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/primary_k4_lr1e-03_seed101.pt,466029b1a7d89082,101
shadow,0,0.0001,1.0000000000000002e-06,18,126,9.824559221366101e-05,2.7731894290808476,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/shadow_k0_lr1e-04_seed101.pt,466029b1a7d89082,101
shadow,1,0.0001,1.0000000000000002e-06,27,189,9.592885397135707e-05,3.2871193885803223,57,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,466029b1a7d89082,101
shadow,2,0.0001,1.0000000000000002e-06,66,462,7.636367895343946e-05,2.921689510345459,96,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,466029b1a7d89082,101
shadow,3,0.001,1e-05,32,224,0.0009424639868939033,3.39944111217152,62,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,466029b1a7d89082,101
shadow,4,0.001,1e-05,15,105,0.00098807879715968,3.0637803077697754,45,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T106_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,466029b1a7d89082,101
