scheme,fold,seed,initial_lr,epoch,optimizer_step,learning_rate,train_loss,val_mae
primary,0,101,1e-05,1,7,1e-05,0.48345340389226166,3.415432091915246
primary,0,101,1e-05,2,14,9.99938933078422e-06,0.5434012923921857,3.383158134691643
primary,0,101,1e-05,3,21,9.997557473810373e-06,0.5715270468166896,3.366823369806463
primary,0,101,1e-05,4,28,9.994504881061752e-06,0.4799482338130474,3.347639372854522
primary,0,101,1e-05,5,35,9.990232305719944e-06,0.4857072624560845,3.341870163426255
primary,0,101,1e-05,6,42,9.984740801978984e-06,0.5674881764820644,3.3427632649739585
primary,0,101,1e-05,7,49,9.978031724785247e-06,0.5138517916202545,3.3424798214074336
primary,0,101,1e-05,8,56,9.97010672950314e-06,0.49653335980006624,3.3423993659741953
primary,0,101,1e-05,9,63,9.960967771506666e-06,0.5400289084230151,3.3415395563299004
primary,0,101,1e-05,10,70,9.950617105696961e-06,0.4843388308904001,3.3408149950432056
primary,0,101,1e-05,11,77,9.939057285945933e-06,0.4736103984926428,3.340539874452533
primary,0,101,1e-05,12,84,9.926291164466131e-06,0.5532103031873703,3.3402129664565576
primary,0,101,1e-05,13,91,9.91232189110701e-06,0.5677873194217682,3.3400004993785513
primary,0,101,1e-05,14,98,9.897152912577742e-06,0.5377969316073826,3.3397226044625947
primary,0,101,1e-05,15,105,9.8807879715968e-06,0.471054842961686,3.3399193503639917
primary,0,101,1e-05,16,112,9.8632311059685e-06,0.4854579610483987,3.340972900390625
primary,0,101,1e-05,17,119,9.844486647586724e-06,0.6960902001176562,3.3397128943241006
primary,0,101,1e-05,18,126,9.824559221366101e-06,0.48282245796872303,3.339774391867898
primary,0,101,1e-05,19,133,9.803453744100868e-06,0.4777403555677405,3.3404924797289297
primary,0,101,1e-05,20,140,9.781175423251734e-06,0.4710749987778919,3.3392403342507104
primary,0,101,1e-05,21,147,9.757729755661012e-06,0.5193368920258113,3.3395586880770596
primary,0,101,1e-05,22,154,9.73312252619635e-06,0.6078558649335589,3.3387030399206914
primary,0,101,1e-05,23,161,9.707359806323418e-06,0.6091631650924683,3.339229930530895
primary,0,101,1e-05,24,168,9.680447952607845e-06,0.4973571284541062,3.339009834058357
primary,0,101,1e-05,25,175,9.652393605146845e-06,0.513966692345483,3.338124130711411
primary,0,101,1e-05,26,182,9.62320368593087e-06,0.4832513140780585,3.336916143243963
primary,0,101,1e-05,27,189,9.592885397135707e-06,0.5748852150780814,3.3358600500858193
primary,0,101,1e-05,28,196,9.561446219345455e-06,0.472951502592228,3.335424943403764
primary,0,101,1e-05,29,203,9.528893909706798e-06,0.5119261911937169,3.334800951408617
primary,0,101,1e-05,30,210,9.495236500015048e-06,0.5170681817190987,3.334685585715554
primary,0,101,1e-05,31,217,9.460482294732422e-06,0.5793622136116028,3.33515537146366
primary,0,101,1e-05,32,224,9.424639868939035e-06,0.5926080558981214,3.335995067249645
primary,0,101,1e-05,33,231,9.387718066217125e-06,0.5324321559497288,3.3348911169803506
primary,0,101,1e-05,34,238,9.349725996469047e-06,0.5242984422615596,3.335523663145123
primary,0,101,1e-05,35,245,9.310673033669522e-06,0.4940144738980702,3.33604824181759
primary,0,101,1e-05,36,252,9.270568813552757e-06,0.49720501261098043,3.334387345747514
primary,0,101,1e-05,37,259,9.229423231234975e-06,0.5893013434750694,3.3361652258670693
primary,0,101,1e-05,38,266,9.18724643877294e-06,0.5067920706101826,3.3393929221413354
primary,0,101,1e-05,39,273,9.144048842659081e-06,0.537714809179306,3.3408688631924717
primary,0,101,1e-05,40,280,9.099841101253867e-06,0.5212285774094718,3.342857592033617
primary,0,101,1e-05,41,287,9.054634122155991e-06,0.4971778420107772,3.343119765772964
primary,0,101,1e-05,42,294,9.0084390595111e-06,0.48407196892159327,3.3456564238577178
primary,0,101,1e-05,43,301,8.961267311259668e-06,0.47964708890400026,3.340591661857836
primary,0,101,1e-05,44,308,8.913130516324733e-06,0.48091781777994974,3.3350585012724907
primary,0,101,1e-05,45,315,8.864040551740158e-06,0.4970493646604674,3.332099683357008
primary,0,101,1e-05,46,322,8.814009529720155e-06,0.52190614598138,3.3281545928030303
primary,0,101,1e-05,47,329,8.763049794670776e-06,0.5281234341008323,3.3280947136156485
primary,0,101,1e-05,48,336,8.711173920144118e-06,0.6392039656639099,3.3278031782670454
primary,0,101,1e-05,49,343,8.658394705735988e-06,0.5247709964002881,3.3272205699573862
primary,0,101,1e-05,50,350,8.604725173927786e-06,0.58064552290099,3.3279012044270835
primary,0,101,1e-05,51,357,8.550178566873412e-06,0.4805480358856065,3.327441591205019
primary,0,101,1e-05,52,364,8.494768343131955e-06,0.4907311254314014,3.328271808046283
primary,0,101,1e-05,53,371,8.43850817434701e-06,0.4934978846992765,3.331420204856179
primary,0,101,1e-05,54,378,8.381411941873379e-06,0.4916303626128605,3.3303238839814155
primary,0,101,1e-05,55,385,8.323493733352078e-06,0.5384574787957328,3.3284084435665244
primary,0,101,1e-05,56,392,8.26476783923441e-06,0.5174159152167184,3.3301812374230586
primary,0,101,1e-05,57,399,8.205248749256014e-06,0.48169966634096845,3.3312410296815815
primary,0,101,1e-05,58,406,8.144951148861743e-06,0.695101410150528,3.3313950047348486
primary,0,101,1e-05,59,413,8.083889915582235e-06,0.4762645257370813,3.3316426132664536
primary,0,101,1e-05,60,420,8.022080115363127e-06,0.4686205248747553,3.328126155968868
primary,0,101,1e-05,61,427,7.959536998847744e-06,0.6814749240875244,3.3275715221058237
primary,0,101,1e-05,62,434,7.89627599761423e-06,0.47455671545529704,3.3281444202769888
primary,0,101,1e-05,63,441,7.832312720368048e-06,0.5408676309244973,3.329375527121804
primary,0,101,1e-05,64,448,7.767662949090754e-06,0.8205351829528809,3.328304406368371
primary,0,101,1e-05,65,455,7.702342635146033e-06,0.5988860981804984,3.3276397242690576
primary,0,101,1e-05,66,462,7.636367895343947e-06,0.6336318978241512,3.3284378051757812
primary,0,101,1e-05,67,469,7.5697550079643376e-06,0.6394080349377224,3.324279091574929
primary,0,101,1e-05,68,476,7.502520408740418e-06,0.4791411770773785,3.3222064393939394
primary,0,101,1e-05,69,483,7.43468068680349e-06,0.47318612571273533,3.3200383041844224
primary,0,101,1e-05,70,490,7.366252580589839e-06,0.4994598680308887,3.3229985092625474
primary,0,101,1e-05,71,497,7.297252973710756e-06,0.544632579599108,3.3239949544270835
primary,0,101,1e-05,72,504,7.227698890786779e-06,0.5074344405106136,3.3251943877249053
primary,0,101,1e-05,73,511,7.15760749324711e-06,0.5492202341556549,3.3251772793856533
primary,0,101,1e-05,74,518,7.086996075095289e-06,0.7732101636273521,3.3266617746064155
primary,0,101,1e-05,75,525,7.015882058642164e-06,0.7959109970501491,3.3282963145862925
primary,0,101,1e-05,76,532,6.9442829902071945e-06,0.4703585308577333,3.3312273892489346
primary,0,101,1e-05,77,539,6.8722165357891564e-06,0.5044244229793549,3.331781329530658
primary,0,101,1e-05,78,546,6.799700476707323e-06,0.5782201375280108,3.3351250850793086
primary,0,101,1e-05,79,553,6.726752705214193e-06,0.48615425186497824,3.3351364135742188
primary,0,101,1e-05,80,560,6.65339122008084e-06,0.5086058633668082,3.335786299272017
primary,0,101,1e-05,81,567,6.57963412215599e-06,0.6513881811073848,3.3341598510742188
primary,0,101,1e-05,82,574,6.505499609899905e-06,0.5095498412847519,3.332746563535748
primary,0,101,1e-05,83,581,6.431005974894185e-06,0.49138241580554415,3.3328628540039062
primary,0,101,1e-05,84,588,6.356171597328595e-06,0.5805335853781018,3.330843838778409
primary,0,101,1e-05,85,595,6.28101494146603e-06,0.4819309839180538,3.3294229218454072
primary,0,101,1e-05,86,602,6.205554551086732e-06,0.5997321094785418,3.3307250051787407
primary,0,101,1e-05,87,609,6.129809044912887e-06,0.4835140321935926,3.3316789106889204
primary,0,101,1e-05,88,616,6.053797112014738e-06,0.54176464676857,3.332929669004498
primary,0,101,1e-05,89,623,5.977537507199338e-06,0.5032740065029689,3.333962180397727
primary,0,101,1e-05,90,630,5.901049046383077e-06,0.5232195854187012,3.3345071041222774
primary,0,101,1e-05,91,637,5.824350601949143e-06,0.5446908346244267,3.3318060672644414
primary,0,101,1e-05,92,644,5.7474610980910354e-06,0.6919976259980883,3.3304824829101562
primary,0,101,1e-05,93,651,5.6703995061433075e-06,0.6751179141657693,3.329418991551255
primary,0,101,1e-05,94,658,5.5931848399006745e-06,0.7226629172052655,3.325987613562382
primary,0,101,1e-05,95,665,5.515836150926646e-06,0.4837812642965998,3.322309783010772
primary,0,101,1e-05,96,672,5.438372523852833e-06,0.5262076428958348,3.3190057927911933
primary,0,101,1e-05,97,679,5.360813071670101e-06,0.49558940742697033,3.3170894276012075
primary,0,101,1e-05,98,686,5.283176931012731e-06,0.5785046986171177,3.315582968971946
primary,0,101,1e-05,99,693,5.205483257436735e-06,0.48844889444964273,3.314521327163234
primary,0,101,1e-05,100,700,5.127751220693512e-06,0.4843393298132079,3.3141049471768467
primary,0,101,1e-05,101,707,5.05e-06,0.47985328840357916,3.3144216826467803
primary,0,101,1e-05,102,714,4.972248779306488e-06,0.67496700159141,3.313752376671993
primary,0,101,1e-05,103,721,4.8945167425632645e-06,0.4636443712349449,3.313531817811908
