scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed,config_hash,fusion_bundle_id
primary,0,0.001,1e-05,16,112,0.00098632311059685,0.500571193117084,46,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/primary_k0_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
primary,1,0.0001,1.0000000000000002e-06,72,432,7.22769889078678e-05,0.49920960628625116,102,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/primary_k1_lr1e-04_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
primary,2,0.001,1e-05,25,175,0.0009652393605146844,0.32566067576408386,55,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/primary_k2_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
primary,3,0.001,1e-05,33,231,0.0009387718066217125,0.3961648941040039,63,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/primary_k3_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
primary,4,0.001,1e-05,19,133,0.0009803453744100868,0.41391557455062866,49,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/primary_k4_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
shadow,0,0.001,1e-05,31,217,0.0009460482294732421,0.4821408011696555,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
shadow,1,0.001,1e-05,20,140,0.0009781175423251734,0.422445684671402,50,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/shadow_k1_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
shadow,2,0.0001,1.0000000000000002e-06,65,455,7.702342635146033e-05,0.4593676030635834,95,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/shadow_k2_lr1e-04_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
shadow,3,0.001,1e-05,43,301,0.0008961267311259666,0.5046137607458866,73,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/shadow_k3_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
shadow,4,0.001,1e-05,14,98,0.0009897152912577741,0.38186612725257874,44,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-H122_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,38a3ce413e2e87c9,101,4878db64f3c086236a14a4fbd5ec44145d59be0033397313c1928aaaaf3320a6,FS_HIC_SOURCE_SCM24
