label,target,n_unique_models,n_pairs,cv_public_spearman,cv_public_pearson,directional_agreement_rate,n_material_disagreements,material_disagreement_rate,n_private_follows_cv,n_private_follows_public,trustcv_rate,trustcv_ci_lo,trustcv_ci_hi,follow_cv_mean,follow_cv_median,follow_cv_p75,follow_cv_p90,follow_cv_max,follow_pub_mean,follow_pub_median,follow_pub_p75,follow_pub_p90,follow_pub_max,verdict
ALL_ELIGIBLE,TmApp,18,153,0.22325608227416194,0.03255538382025959,0.5761589403973509,19,0.12582781456953643,3,15,0.16666666666666666,0.0,0.3333333333333333,0.10824212052666222,0.07597148271884269,0.19323111627205103,0.22958851677089864,0.3615050272855309,0.01586571210810961,0.0,0.0,0.06585484722759828,0.1252171262969055,PUBLIC_AT_LEAST_AS_RELIABLE
ALL_ELIGIBLE,HIC,17,136,0.8073625709382173,0.9675911963017689,0.8208955223880597,3,0.022388059701492536,1,2,0.3333333333333333,0.0,1.0,0.032373640956809335,0.026704672484078207,0.048560461435214,0.06167393480589548,0.0704162503863498,0.0003306516977215808,0.0,0.0004959775465823713,0.000793564074531794,0.0009919550931647425,PUBLIC_AT_LEAST_AS_RELIABLE
COMPETITIVE_SET,TmApp,2,1,,,1.0,0,0.0,0,0,,,,,,,,,,,,,,TOO_FEW_DISAGREEMENTS
COMPETITIVE_SET,HIC,4,6,0.6000000000000001,0.19928688896707764,0.6666666666666666,0,0.0,0,0,,,,,,,,,,,,,,TOO_FEW_DISAGREEMENTS
