target,method,primary_mae,shadow_mae,cv_mean_mae,cv_worst_mae
TmApp,MEDIAN3,2.7279595051322914,2.8138485125478923,2.770904008840092,2.8138485125478923
HIC,MEDIAN3,0.48960757804034505,0.48064071360737737,0.4851241458238612,0.48960757804034505
