id,generator,extraction_status,error,Q_pH5,Q_pH6,Q_pH6_5,Q_pH7,Q_pH7_4,Q_pH8,Q_range_4_10,max_abs_dQ_dpH,pH_at_max_abs_dQ_dpH,mean_abs_dQ_dpH_5_8,charge_transition_width,number_of_major_switch_regions,Q_CDR_pH6_5,Q_CDR_pH7_4,Q_full_with_termini_pH7_4,n_sidechain_sites,n_excluded_cys_sentinel,n_termini_sites_seen
ADI-45406,esmfold,SUCCESS,,13.265569083777649,9.396555020199205,8.18578359734405,7.129986764825273,6.428925291421758,6.0313395600697275,27.75232493068907,14.233033429204696,4.0,2.565387057330643,0.75,2,-0.6138286451940007,-1.650484767032331,9.792529054826497,104,8,4
ADI-45407,esmfold,SUCCESS,,11.44919290594846,7.604164381917832,6.683939501116467,6.220803336144093,5.982931939871138,5.713488403283612,25.529834940824227,13.271757581394032,10.0,2.047798130794203,0.75,2,-1.8933662868522714,-2.00530181375457,9.189210450899145,88,8,4
ADI-45408,esmfold,SUCCESS,,10.984674363523801,6.508404436838873,5.104367754488783,4.379340588735176,4.045453770674665,3.7605557231576308,29.037735757327752,15.14335618915015,10.0,2.509605574936473,0.5,2,2.122478543959401,1.9719882536724578,7.17654560586014,98,4,4
ADI-45409,esmfold,SUCCESS,,7.3717809394324245,1.4842439644659908,-0.3940760376743826,-1.4091067194339884,-1.860507983739883,-2.1470538438931426,30.96682355023504,14.886583883681162,10.0,3.2611753180811403,0.75,2,-5.292728031314509,-5.935109926454528,1.2742588215544297,100,4,4
ADI-45410,esmfold,SUCCESS,,14.598337131921326,10.816126973195306,9.473142343698209,8.58986995844666,8.172457535478959,7.950539352621671,23.912622231437176,12.07155508282716,4.0,2.331015524866303,0.75,2,-1.2327038654879914,-1.895658278164628,11.323653984600345,98,8,4
ADI-45411,esmfold,SUCCESS,,11.28305597282022,5.638125321686554,3.9424998058428065,2.7984892474474226,2.2069286047890007,1.8233241989142652,32.21887812603971,14.479174093721898,10.0,3.295247425378523,1.0,2,-5.823232661882178,-6.033525711442473,5.357648798608328,106,4,4
ADI-45422,esmfold,SUCCESS,,15.180560475059899,11.46733950345021,10.61306916256838,10.204276793659702,10.017170439939614,9.846180093348291,24.557562816912565,14.997459798854308,10.0,1.9006239646194651,0.5,2,-1.9573876206893226,-2.017392667870659,13.14868759901883,110,4,4
ADI-45425,esmfold,SUCCESS,,14.224393835569556,10.86180586987699,10.288469155595152,10.021177387057037,9.777600002341764,9.271796454150785,28.35308835842227,16.600830656224247,10.0,1.8381181755766869,0.75,2,-1.801990159014591,-2.154612371226661,13.031369176974062,106,8,4
ADI-45428,esmfold,SUCCESS,,18.406668622290756,13.714818560367348,12.713606356676458,12.192027384940713,11.851950369010359,11.33125772354481,31.739250959004103,14.841997147081143,10.0,2.5665407834195424,1.0,2,0.07510303160484355,-0.05477150302379552,14.873933724907024,98,12,4
ADI-45429,esmfold,SUCCESS,,18.712510609002724,14.1460587909892,13.0456833772581,12.406923680432866,12.098401123779592,11.894206610168435,25.141979717143244,13.232267601835872,10.0,2.4117333607640807,1.0,2,2.120554927208227,1.9952750476162535,15.11708260754384,98,4,4
ADI-45430,esmfold,SUCCESS,,16.14440865603685,9.383983796180457,6.744061219552019,5.111756051875469,4.32291922666806,3.883195020622173,32.49923756425958,14.538445398158629,10.0,4.087282971562638,0.75,2,0.6268432510714169,0.03555010432191641,7.465130955844528,98,8,4
ADI-45433,esmfold,SUCCESS,,17.70008071969568,10.746186107024505,7.99959052368677,6.012312432837103,4.801523432130628,4.1249689949827335,35.157913874306566,15.13204341430343,10.0,4.5513487248907705,1.0,2,1.7948751883966327,0.2332595950263716,8.08631545393135,116,4,4
ADI-45435,esmfold,SUCCESS,,14.496932015854092,9.836305146006548,7.987315656843248,6.792957001641006,6.201683040827363,5.82156765900651,30.20888615823327,16.500188668100826,10.0,2.958946918970942,0.5,2,2.5376825503713176,2.0244680759981626,9.150352777177922,102,8,4
ADI-45438,esmfold,SUCCESS,,11.327322944113696,6.922207968204756,6.194174860142628,5.70081301309811,5.103360909263871,4.404421285703963,29.561971082563147,15.723831704919805,10.0,2.5099986611087193,0.75,2,-1.9305790143829962,-2.014792111946383,8.30312699887949,100,8,4
ADI-45439,esmfold,SUCCESS,,14.104426010523907,7.803809349501991,6.65478421799972,6.1934792480607515,5.981360750239426,5.742572698308445,32.50586618857206,14.75701932025325,4.0,3.0168912929451923,1.25,2,-3.686425041953386,-3.9717545161335934,9.061691894323905,100,8,4
ADI-45440,esmfold,SUCCESS,,13.065179225271319,6.963126805083893,4.23206146491658,2.128826586805743,0.8040439718688861,-0.025176262034750096,36.994741305635245,14.545729622789729,10.0,4.418373782461497,1.0,2,-0.7460325243798424,-3.2510611386921764,4.001301169074555,106,8,4
ADI-45442,esmfold,SUCCESS,,14.018935799187055,10.28592736014755,9.088217675173858,8.407486807488898,8.099144571646297,7.905940276018528,23.46515925216753,11.448815908065978,10.0,2.1396755859412724,0.75,2,2.3314546486286316,2.026938825961796,11.377106308407631,92,4,4
ADI-45447,esmfold,SUCCESS,,10.945859457518708,4.136803544874448,2.336734577358135,1.0909675620722803,0.38211992990249166,0.0020918858791797446,34.051372742382966,15.14558018489879,4.0,3.8298714267162577,1.25,2,-5.878725478033354,-6.005878523563921,3.713734739287373,116,8,4
ADI-45448,esmfold,SUCCESS,,16.576424426678276,10.372144862327028,8.977290727791337,8.33292861773926,8.057040837760534,7.8505814483735366,30.741032927576512,15.304240915795472,10.0,3.0707726114152982,1.0,2,-7.703317095593266,-7.982067895743146,11.014982670733083,104,8,4
ADI-45450,esmfold,SUCCESS,,18.013968778765552,13.102258507350225,12.39013764895616,12.11141349922326,11.977173491157846,11.808453798527779,28.548450744358664,14.432599148270272,10.0,2.2986562248039295,1.0,2,-3.912418053328785,-4.008244586917341,14.862489196969346,104,8,4
ADI-45451,esmfold,SUCCESS,,8.156197186952456,3.052313233874272,1.6722095521882507,0.7212019604304081,0.1641130098665381,-0.27488346489608795,33.98935327986612,15.042910194044723,10.0,2.9968337284913917,1.0,2,1.494382080637854,0.20072819805064068,3.114893768202911,110,8,4
