pair,class,median_token_identity_H,median_token_identity_L,median_token_identity_HL_mean,median_cosine_H,median_cosine_L,median_cosine_HL,distance_matrix_spearman,n
esmfold_vs_abodybuilder2,MODERATE,0.7580645161290323,0.7952545141094274,0.774128136681384,0.9864360810909611,0.9901867225492349,0.9879328278242301,0.7126078066121807,324
esmfold_vs_boltz2,MODERATE,0.806587150989428,0.8349069208158902,0.8199641355578982,0.9892815181391206,0.9920759030277071,0.9902727920875034,0.75262149754,324
abodybuilder2_vs_boltz2,MODERATE,0.7750968992248062,0.822719378049789,0.7977038006629111,0.9866859107552949,0.9919720584329683,0.988939603143725,0.7239357969959342,324
