scheme,fold,selected_initial_lr,eta_min,best_epoch,best_optimizer_step,lr_at_best_epoch,best_val_mae,final_epoch,stopped_early,numerical_failure,checkpoint,init_hash,seed
primary,0,0.0001,1.0000000000000002e-06,54,378,8.381411941873378e-05,2.900362188165838,84,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/primary_k0_lr1e-04_seed101.pt,5ab9c53eb35c587c,101
primary,1,0.001,1e-05,24,144,0.0009680447952607845,3.5086424856474907,54,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/primary_k1_lr1e-03_seed101.pt,5ab9c53eb35c587c,101
primary,2,0.001,1e-05,17,119,0.0009844486647586723,2.780055522918701,47,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/primary_k2_lr1e-03_seed101.pt,5ab9c53eb35c587c,101
primary,3,0.0001,1.0000000000000002e-06,65,455,7.702342635146033e-05,2.308577299118042,95,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/primary_k3_lr1e-04_seed101.pt,5ab9c53eb35c587c,101
primary,4,0.001,1e-05,18,126,0.00098245592213661,2.6404820680618286,48,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/primary_k4_lr1e-03_seed101.pt,5ab9c53eb35c587c,101
shadow,0,0.001,1e-05,12,84,0.000992629116446613,2.4445620450106533,42,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/shadow_k0_lr1e-03_seed101.pt,5ab9c53eb35c587c,101
shadow,1,0.0001,1.0000000000000002e-06,55,385,8.323493733352077e-05,2.8982479572296143,85,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/shadow_k1_lr1e-04_seed101.pt,5ab9c53eb35c587c,101
shadow,2,0.001,1e-05,56,392,0.000826476783923441,2.9019593000411987,86,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/shadow_k2_lr1e-03_seed101.pt,5ab9c53eb35c587c,101
shadow,3,0.01,0.0001,8,56,0.00997010672950314,3.537040016867898,38,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/shadow_k3_lr1e-02_seed101.pt,5ab9c53eb35c587c,101
shadow,4,0.001,1e-05,31,217,0.0009460482294732421,2.9172284603118896,61,True,False,/workspace_developability_acquisition/developability_drilldown/results/EXP-T116_run/checkpoints/shadow_k4_lr1e-03_seed101.pt,5ab9c53eb35c587c,101
