annotation_id,SEP,JOINT,REG-SEP,XREG,FUSE
BASE,-0.1727748800207065,0.11943838331434486,-0.14376322428385446,-0.011259926689995758,-0.19044001308488223
IMGT,-0.03142691247257101,-0.08300230238172768,-0.09852385815278986,-0.07555457692087542,-0.1741098474573204
REGION,0.0005898299040625332,-0.1278216986008629,-0.1284625677414879,0.131698549529653,-0.08246923376012694
FULL,-0.09047776681405573,-0.129271825154623,0.0235923837732388,-0.1684389703067728,-0.05742017722424153
