annotation_id,SEP,JOINT,REG-SEP,XREG,FUSE
BASE,-0.062229474385579575,0.026678603372455978,-0.05689803464913057,0.17777566556577318,0.30069599622561594
IMGT,-0.08205066492528079,0.04371030831042688,0.04298642240924622,-0.20291590984956676,-0.012569486359019333
REGION,0.10263027379542189,0.07271333388340295,0.12559937842098234,0.007351274843569566,0.14472813076443147
FULL,0.03217124938964844,0.12137443636670575,-0.09382127832483267,0.0448456399234729,0.04573146207832979
