id,K_full_median,K_full_mean,K_full_q90,K_full_n_sites
ADI-46695,14.376303443197184,33.89290065642889,80.6575742307878,108
ADI-46684,16.029327880916718,38.37339463855032,108.15788987648556,108
ADI-47213,15.889071261958698,39.6542937769233,101.35544385702153,108
ADI-46696,13.224195501756292,34.32617487324709,93.72868965128134,108
ADI-46697,15.620580019953342,37.761274680097806,91.09667401323482,108
ADI-47104,13.875386946918535,37.48217142935648,94.08213633105557,108
ADI-47219,14.276120143941451,36.29607537601995,96.41640720371409,108
ADI-45391,13.0739205528727,35.40184666784843,101.70608540441656,108
ADI-45461,18.63409366156569,44.19764350309628,118.88752122677415,108
ADI-47116,13.023828903244835,37.94268066160198,93.57120150485136,108
ADI-47309,13.374470450639889,40.203743515952496,102.95597224593106,108
ADI-45453,15.428228085382344,35.58533052518902,89.12306301789692,108
ADI-46693,13.675020348407076,40.922428820872575,104.99209762000451,108
ADI-47233,13.624928698779213,36.19693101468243,99.5421261404928,108
ADI-47137,14.626761691336506,38.72240356921676,99.74249273900428,108
ADI-45383,17.632260669008392,40.12804946762595,101.2552605577658,108
ADI-45469,16.22969447942818,48.77846920417603,109.48030942666117,108
ADI-45422,13.424562100267751,34.39611765809786,93.43094488589333,108
ADI-45485,13.474653749895616,43.4449329813549,96.60675547229992,108
ADI-45495,13.474653749895618,36.17188518986848,95.13406097324072,108
ADI-46691,15.578503034265935,39.946272436865264,102.10681860143949,108
ADI-45425,12.422729107710456,37.9181914106728,101.37548051687268,108
ADI-45451,14.326211793569318,43.04256716760337,106.46479211906372,108
ADI-45499,13.224195501756297,36.00487591951663,97.3982035364202,108
ADI-45497,14.02566189580213,43.00549934687874,109.9712075930142,108
ADI-37123,13.023828903244835,36.037936408271015,96.12587563587245,108
ADI-37125,13.825295297290667,39.53314619467516,102.47749680868569,108
ADI-38503,14.175936844685724,49.5508824414377,127.924054819641,108
ADI-47223,16.73862563964728,39.60746736075266,103.85000800848918,108
ADI-37124,13.324378801012024,37.46091030695887,110.70254567758109,108
ADI-47176,17.131344172729744,39.374411322743306,103.01848662466664,108
ADI-47061,14.075753545429992,48.78666939274475,120.54054566449372,108
ADI-45402,14.075753545429992,40.412273198107016,96.957397019695,108
ADI-46701,14.446431752676194,43.42118582893872,121.46223201764644,108
ADI-47286,14.083768209370453,36.80560021504945,99.38183286168366,108
ADI-47065,13.675020348407076,36.655399476017166,95.57486748996594,108
ADI-47287,13.224195501756292,44.32639759510271,109.61054771569364,108
ADI-47071,14.526578392080776,42.23920842234937,110.10144588204672,108
ADI-47072,14.326211793569318,41.720963925792056,116.97361947779272,108
ADI-45472,17.3317107712412,39.18410015908307,93.82165975299066,108
ADI-47075,14.326211793569318,42.903201066860944,114.4994927193732,108
ADI-47288,13.358441122758972,39.7449411102869,102.30718519995096,108
ADI-45404,13.324378801012024,34.97324767166216,93.38085323626548,108
ADI-47076,13.96955924821892,38.863921755646906,94.78341942584564,108
ADI-47189,14.87721993947583,39.5801210305484,99.82263937840888,108
ADI-47078,15.227861486870884,39.385913849694894,100.87456402059402,108
ADI-47190,17.08125252310188,40.07038841316543,98.34994487934964,108
ADI-47081,16.329877778683908,42.905538677176914,107.61690006050462,108
ADI-47194,16.12951118017245,37.81459445825725,97.2980202371645,108
ADI-47193,15.879052932033124,39.83161821660594,96.44646219349076,108
ADI-47291,14.626761691336506,37.7465811295403,99.4018695215348,108
ADI-47082,13.274287151384158,34.75477386943337,81.67944388319626,108
ADI-47197,12.573004056594051,38.1782227296299,99.36179620183248,108
ADI-47085,15.127678187615151,41.9766168635224,98.27981656987065,108
ADI-47084,13.9254785965464,40.40140145489149,106.55495708839386,108
ADI-47087,14.12584519505786,38.81828269709707,106.8154336664588,108
ADI-47292,17.3317107712412,41.60211684893423,97.68873510426182,108
ADI-47200,16.98106922384615,42.76338970701072,111.6242320307338,108
ADI-47089,14.726944990592235,70.49713243997434,124.44769433546718,108
ADI-47090,12.67318735584978,45.88951679797165,104.57132776313044,108
ADI-47202,15.027494888359424,37.97358906466866,102.69669786745722,108
ADI-47203,13.574837049151348,40.173465896621884,104.9520243003022,108
ADI-47294,14.5706590437533,36.83981095649901,91.81799376787608,108
ADI-47091,14.326211793569318,40.76291474550207,101.2853155475425,108
ADI-47296,13.975570246174264,34.97929577454315,93.90180639239526,108
ADI-47092,13.825295297290667,39.55340548408021,102.89826666555976,108
ADI-47206,13.174103852128429,35.98992263447957,101.53256793010566,108
ADI-47094,14.175936844685722,38.022382041898766,94.84352940539912,108
ADI-47207,14.276120143941451,37.44406467071365,95.174134292943,108
ADI-47208,16.22969447942818,38.49955138576125,92.6595334816242,108
ADI-47095,13.82529529729067,37.755003947662914,103.34909151221052,108
ADI-47096,13.324378801012022,33.46229799425751,85.69679418335097,108
ADI-47097,17.331710771241205,42.91481490858949,103.79150096172384,108
ADI-47298,13.424562100267751,33.94722226758089,88.28152330414882,108
ADI-47299,13.875386946918535,32.983829977997274,79.20491639157974,108
ADI-47098,13.745148657886087,41.34301315311838,100.01298764699474,108
ADI-47212,16.730610975706824,41.80545184149771,106.75532368690534,108
ADI-47214,15.328044786126611,39.39956846233419,93.13039498812611,108
ADI-47102,12.873553954361242,43.14798226137578,108.45843977425274,108
ADI-47103,13.624928698779213,39.8542522212526,104.53125444342814,108
ADI-47107,14.02566189580213,40.59174972347737,101.60590210516084,108
ADI-47220,16.4801527275675,39.94567875805487,91.59759050951348,108
ADI-47111,14.376303443197182,35.300995479931004,89.63399784410117,108
ADI-47303,13.324378801012024,39.91228432496964,101.07493061910549,108
ADI-47221,14.320200795613976,36.6605941656082,94.52294284778078,108
ADI-47222,13.82529529729067,37.65441249422504,108.97939293038256,108
ADI-47305,15.853005274226636,42.53549125366678,100.83449070089172,108
ADI-47114,15.778869632777395,38.65502102423588,96.52660883289536,108
ADI-47226,13.0739205528727,45.33977021953724,122.4440283503526,108
ADI-47227,15.424220753412111,38.43142674226735,88.85256810990649,108
ADI-47118,16.65447166827247,42.23056297467284,103.40920149176398,108
ADI-47306,16.30783745284765,40.31138490526393,93.79160476321395,108
ADI-47267,15.879052932033126,44.23163161499193,123.87664952970952,108
ADI-47307,16.64044600637667,39.14176343891612,98.30987155964736,108
ADI-47228,12.97373725361697,42.02244144670049,99.64230943974856,108
ADI-47310,13.825295297290667,39.80775974941281,94.2925212594926,108
ADI-47229,14.426395092825048,34.78163783560416,87.03925039337778,108
ADI-47230,14.326211793569318,37.68116514561888,103.91011798804264,108
ADI-47124,13.72511199803494,37.77481797796017,91.9181770671318,108
ADI-47125,14.426395092825048,41.27893294652037,93.00015669909368,108
ADI-47127,14.394336437063211,36.55065227090645,87.480056910103,108
ADI-47234,16.329877778683908,35.194764077794275,89.83436444261262,108
ADI-47312,13.023828903244835,32.13913634556887,86.0273990708949,108
ADI-47236,14.578673707693756,38.496954040965726,88.41176159318128,108
ADI-47249,15.92914458166099,40.09402425080465,103.42843668522109,108
ADI-47129,14.201984502492213,35.98747370938665,97.55849681522938,108
ADI-47131,14.326211793569318,41.45276952319188,106.81543366645876,108
ADI-47246,17.882718917147713,40.32611556074709,105.1824458885904,108
ADI-47133,14.226028494313589,34.13070612492148,88.78243980042747,108
ADI-47134,14.101801203236484,41.49792621770828,108.00761492760196,108
ADI-47316,13.424562100267751,34.445096159956215,98.30987155964736,108
ADI-47239,15.027494888359424,43.99720269473352,107.89741329842066,108
ADI-47240,16.37996942831177,41.39165771064589,116.4731037147111,108
ADI-47241,18.28345211417064,46.27730037594262,108.91928295082911,108
ADI-47139,13.9254785965464,41.91079272541884,118.77731959759288,108
ADI-47181,12.723279005477648,38.326827956859226,106.51488376869158,108
ADI-47248,16.61840568054041,39.139871087707945,98.71060475667026,108
ADI-47141,15.324037454156384,42.86717218405455,111.0632055549017,108
ADI-47250,14.626761691336506,37.410076558818005,90.66588582643516,108
ADI-47251,13.124012202500564,43.57428075217176,102.48751513861126,108
ADI-47252,16.229694479428176,41.348578891965936,107.326368492663,108
ADI-47145,13.424562100267751,42.18169578759144,103.08180246979624,108
ADI-47254,17.131344172729744,39.26124129950998,100.53394080312457,108
ADI-47146,15.027494888359424,40.28908484494812,94.69325445651552,108
ADI-47147,15.378136435754476,40.99185213676424,104.31085118506556,108
ADI-45489,12.823462304733376,44.09708915458405,108.84915464135008,108
ADI-47165,17.532077369752663,43.394470282470536,108.56864140343406,108
ADI-47148,13.72511199803494,39.68984029569626,96.5358256964269,108
ADI-47159,13.574837049151348,43.82755897466048,113.5277147165926,108
ADI-47156,13.524745399523482,43.59966052131652,93.15043164797729,108
ADI-47154,13.775203647662806,36.70181773800565,85.55653756439298,108
ADI-47263,12.522912406966189,34.614925404657505,93.31072492678643,108
ADI-47160,13.274287151384158,38.26482562609763,103.56949477057312,108
ADI-47163,13.023828903244835,35.291236884484974,94.32257624926932,108
ADI-47126,17.3317107712412,44.28179747447109,108.65880637276422,108
ADI-45411,14.226028494313589,46.04313119016378,96.86723205036482,108
ADI-45488,16.430061077939637,39.67785540471122,101.8463420233746,108
ADI-47285,16.830794274962557,40.61538556111659,101.836323693449,108
ADI-46713,15.604550692072428,36.040645067843485,101.22520556798908,108
ADI-46708,14.009632567921212,34.61833905781732,83.84340314712001,108
ADI-45406,17.982902216403446,38.87672295499624,94.13222798068344,108
ADI-46704,15.283964134454092,35.49123243373994,85.22593267684907,108
ADI-46706,14.81109896196705,40.32607845582144,95.104005983464,108
ADI-45430,14.226028494313589,39.34628578910042,107.4013056005063,108
ADI-45409,15.678686333521666,40.576128549778616,99.83265770833444,108
ADI-45405,13.424562100267751,39.814661265583766,112.20529516641705,108
ADI-47188,15.909107921809843,44.57718978757289,104.05037460700062,108
ADI-45408,14.87721993947583,36.89561676467701,95.46466586078462,108
ADI-45479,13.624928698779213,44.26220607372776,117.61519332622642,108
ADI-45407,13.524745399523482,51.04224071809902,112.72624832254682,108
ADI-47218,15.77285863482205,41.08539365432856,109.20981451867073,108
ADI-45476,16.68051932607896,42.00092058982333,106.1742605512221,108
ADI-45480,14.242057822194504,34.031042294624854,86.83888379486632,108
ADI-45481,13.875386946918535,37.37011455389267,92.37902024370815,108
ADI-47117,14.476486742452911,38.52292748892091,105.75349069434805,108
ADI-47120,13.174103852128429,35.25761982184583,93.6613664741815,108
ADI-46705,13.474653749895616,42.76902965570957,110.97304058557155,108
ADI-47235,13.975570246174264,46.31637186265235,92.31891026415472,108
ADI-47130,16.229694479428176,36.93272169032728,98.8408430457027,108
ADI-47255,13.023828903244835,34.77926312036255,86.69862717590831,108
ADI-46707,13.875386946918535,39.95317395303622,110.04133590249327,108
ADI-47257,13.975570246174264,47.9072455499077,102.90828499548532,108
ADI-45477,14.426395092825048,41.45911446547808,112.10511186716128,108
ADI-45493,13.72511199803494,38.15725844663751,90.98647238405351,108
ADI-47262,13.424562100267751,37.10162331188731,98.9610630048096,108
ADI-45410,15.580506700251052,40.0320590249687,101.4055355066494,108
ADI-47264,16.68051932607896,40.342664357587104,101.75617705404444,108
ADI-47162,17.682352318636255,44.359680713411,95.87541738773312,108
ADI-45435,13.023828903244835,41.67977745832024,108.81909965157335,108
ADI-45433,16.630427676451095,35.40596531459561,91.89814040728066,108
ADI-45498,13.624928698779213,48.88896767276255,101.41555383657496,108
ADI-45486,14.827128289847966,38.16260155593114,85.76692249283,108
