id,DELTA_GEOM__K_all_bb_mean,DELTA_GEOM__K_all_bb_median,DELTA_GEOM__K_all_bb_q90,DELTA_GEOM__K_all_bb_iqr,DELTA_GEOM__K_all_bb_frac_neg,DELTA_GEOM__K_FW_mean,DELTA_GEOM__K_FW_median,DELTA_GEOM__K_FW_q90,DELTA_GEOM__K_CDR_mean,DELTA_GEOM__K_CDR_median,DELTA_GEOM__K_CDR_q90,DELTA_GEOM__K_HCDR3_mean,DELTA_GEOM__K_HCDR3_median,DELTA_GEOM__K_HCDR3_q90,DELTA_GEOM__K_chi1_mean,DELTA_GEOM__K_chi1_median,DELTA_GEOM__K_chi1_q90
ADI-45493,-2.02996410116922,2.354307532509644,-9.853027481801035,16.981069223846156,0.0,-13.880938771418961,-9.542459254108234,-26.162868600633757,1.2364288849811373,0.07513747444179764,9.502385934405964,-10.374481554427057,-2.4825421555569793,-28.46207531855275,1.6764005408792073,0.2604765780648961,-1.3985588576099914
ADI-45495,-8.167443471823354,-0.7012830947901083,-28.086387946343763,-19.397991318390623,0.0,-15.176090839357343,-2.028711809928522,-14.646798351187655,-12.74727143236558,-2.2040325836260504,-31.217116048085302,-2.0725420033529076,-0.20036659851146155,-10.794750494804859,-0.6865895442325964,0.8134883899565217,3.3902028468138887
ADI-45497,-0.43955422548451395,0.551008145906513,65.78536345627468,-10.13103613723564,0.0,-16.17404458329353,-5.665365572911504,-45.85890523431016,-3.365532709372161,1.1020162918130243,-10.894933794060577,-12.284476154737547,-0.6511914451622456,-62.08859971373832,-6.524604336194809,-4.54030712226966,-6.047865409469882
ADI-45498,-0.9868054976689322,0.0,1.973610995337836,-11.458464852374071,-0.025,-13.058281939858876,-1.953574335486726,-13.214177171830741,-4.696298412346081,0.0,-36.23129017583456,0.04022359465117731,-5.434943984623327,7.1080050821939835,-5.738499381368184,-0.42878452081452156,-13.305143607554928
ADI-45499,-3.030544802485821,-0.5009164962786485,-11.270621166269606,-9.141726057085322,0.0,-11.093832707237944,-1.502749488835942,-37.0678207246199,-4.449432521236442,-2.939378000163101,-7.563839093807559,-9.558627725460333,-43.32927692810301,-8.50055294184861,-1.8266754897628008,-1.3224195501756277,-2.076599426972763
ADI-46677,1.2610572793814967,-0.1753207736975284,-15.282962301461495,-7.21319754641252,0.0,-6.292758475335539,-1.6029327880916728,-9.802935832173077,-1.3681281804610563,0.22541242332538935,-10.494200597037668,-13.422011979923063,-4.741675553773678,-68.81590825876057,-2.3576469758181684,-3.1096896088978445,-1.8658137653387108
ADI-46678,0.4984119137972556,0.9767871677433639,-14.401349268011103,6.774895612168713,0.0,-11.41838225644036,-1.0018329925572935,-32.3141231749355,1.5872791475829686,2.153940933998184,-23.392800376212833,-8.094087033812762,-5.084302437228272,-33.015406269725666,-1.661039101659993,-0.9577523408847739,-4.944246184868758
ADI-46682,-0.7163105896784643,0.8265122188597687,4.7086150650192735,-2.8927927660091797,0.0,-7.50239333693073,-2.128895109184251,-9.777890007359233,-1.1664499716501204,-1.4276120143941444,0.07513747444177454,-3.646588606825837,-2.629811605462903,2.9353706681928884,-0.30121778642889296,-1.903482685858858,-5.982145165158119
ADI-46684,1.6517721464788409,-0.4257790218368509,13.51472706959791,-1.3649974523593187,0.0,-8.70835443983728,-1.4025661895802148,-9.832990821949842,9.799385218184803,4.032377795043111,17.00110588369732,-8.396612768870831,-12.923645603989108,-10.158586544530962,-1.6289804458981614,-1.0218696524084407,0.06972757628199133
ADI-46685,-2.4983210251897603,0.400733197022916,-18.523892032384353,-4.97159622556557,0.0,-11.666240005865486,-7.338426670482185,-7.278316690928733,-1.0394017297781915,0.9517413429294272,-9.091634407457448,-16.399527940598276,-33.335992827343986,-25.39145719636464,-1.0759686340065358,-0.633158451296211,-8.61015347123442
ADI-46689,-4.429354118343916,0.35064154739505327,-16.16457533491196,-8.916313633759934,0.0,-6.727905791613942,-1.828345211417064,-5.837680847631361,-5.243440825226571,-0.3255957225811219,-8.525598766662554,-8.722208491451951,-14.1508910198718,-12.708251510589307,11.619259047679506,-1.0539283081702742,75.18155509346967
ADI-46690,-3.5039108914691326,1.3274287151384137,-4.80879836427502,-2.0287118099285237,0.0,-7.334265210359256,-5.184485736484003,-10.669521370735211,-1.7996235434907248,0.45082484665078404,-4.798780034349434,-13.98219347540283,-25.070870638746307,-41.33562927291399,-3.4215936139140126,-1.7151380832580898,-3.6755248830942264
ADI-46691,-10.864878804283862,0.4007331970229213,-11.896766786617903,1.5904098756847063,0.0,-20.427755043731157,-1.828345211417064,-55.962390964250446,-17.575907563177054,0.35064154739505504,-1.7782535617891995,-3.2128784071312353,-1.7662315658785097,4.633477590577542,-4.273819546249419,-4.38802850740095,-4.09228740799804
ADI-46692,0.8891267808945997,0.6762372699761734,8.991451108201716,3.9948090578222093,0.0,-16.1686661529649,-11.696400188106413,-13.549791224337426,-0.19792831380162923,1.0268788173712284,-1.527795313649868,0.7895810117250406,-1.152107941440887,3.5514979586156272,-0.9363799037102201,-0.052095315612978865,-1.4931318921073924
ADI-46693,-3.6091033556876653,0.22541242332538935,-35.1543197088355,2.141418021591221,0.0,-10.398853068572926,-1.4526578392080811,-50.54247447451553,-0.41653989534994196,1.1521079414408906,-6.717290215096654,-17.901503285758167,-4.7587067146471504,-51.32390420871021,-0.19168404590929633,-0.508931160219106,3.479967082947022
ADI-46695,-4.533294291321766,-1.5528411384638066,-8.515580436736997,-10.644475545921253,0.025,-14.050865416550078,-3.828003864561424,-52.38324241504023,-2.5362949154591163,-1.1270621166269574,-2.7700682244209105,-12.566742600390583,-12.322545808454723,-25.266228072294993,-1.41124874218238,-0.2684912420053571,-2.8973010144756977
ADI-46696,-8.19123700539658,0.6261456203483107,-4.703605900056516,-12.522912406966185,-0.025,-21.13390240874938,-11.671354363292483,-44.54149484909733,-2.428207448548875,-0.100183299255729,-14.36127594830883,-32.845946219034595,-28.998055969570903,-34.94393478039842,-0.20704548512850707,0.1442639509282504,-0.9136716892122543
ADI-46697,-4.999146632860906,1.277337065510551,-4.778743374498305,-21.789867588121155,0.0,-12.236847344549727,-8.255103858672111,-11.375813630488082,-11.492981953571565,-0.8766038684876314,-49.240091584191106,-4.46433478700073,-2.0537576347424533,-25.892373692643282,-4.768725044572724,0.3366158854992527,-1.80890965136145
ADI-46701,-33.552639211984506,-1.2021995910687533,-11.430914445078756,2.1539409339981823,0.0,-92.81256347123733,-1.4025661895802095,-31.14077637405245,-0.802328265076202,-1.2773370655105492,-0.6161272904227388,-10.802901772335204,-2.2180582455218527,-48.12304779748965,-1.0699576360511855,-0.7012830947901065,1.247883175529367
ADI-46704,2.3931285609712276,-0.8014663940458373,-1.6329877778683795,0.8640809560806701,0.0,-4.983253423593094,-2.1288951091842527,-13.930487761509184,-3.2577619984816124,1.7763568394002505e-15,-10.213687359121622,-9.69231677257828,-14.755998147376399,4.628468425614756,-3.66938030740652,0.5610264758320831,0.3173806920421498
ADI-46705,-9.405959508872307,0.8014663940458338,-0.6010997955343953,2.341784620102679,0.0,-36.61931743326919,-4.30788186799637,-28.176552915673895,1.6102255429639634,0.05009164962786805,3.8119745366805162,-10.03444273953658,-17.707398143450188,-26.197932755373216,-0.44013862806350446,-0.25246191412443686,-2.893293682505469
ADI-46706,-7.134303198248638,0.951741342929429,-7.568848258770387,-0.7513747444179728,0.0,-9.911837005066012,-1.028882483356341,-28.527194463068966,0.0674837650354263,-0.5510081459065113,9.006478603090088,-43.60784215742241,-5.960906305715909,-112.3605792802634,-5.512753013711949,-2.484545821542092,-1.4546615051931937
ADI-46707,1.2172270859571128,0.9016496933015663,1.3374470450639961,2.003665985114587,0.0,-5.924715088859784,0.3506415473950515,-8.250094693709286,-3.694259160055033,-0.15027494888359527,-18.20831463972884,13.99838977544917,1.6029327880916746,52.28566388156523,-3.533798909080428,-1.747196739019925,-23.360340987253984
ADI-46708,-0.2842701116381363,-0.2504582481393207,7.082959257380082,2.9804531528579545,0.0,-7.373317431049898,-2.6298116054628977,-22.916929704748114,-3.990008608066205,-0.22541242332538935,2.3543075325096794,-1.9974045289111082,-0.7764205692319059,4.698596735093716,-3.8864441224606026,-1.99965865314436,-15.043524216240339
ADI-46710,-0.5234577386111852,0.07513747444179941,-2.8401965338999418,-1.8032993866031362,0.0,-8.645886156836266,-2.454490831765371,-11.295666991083493,-1.9626202980959988,-1.017862320438212,-9.246918521303812,-1.476757488417931,-5.710448057576585,10.158586544530976,-0.6578703317792911,-0.621136455385523,-0.016029327880918487
ADI-46713,2.3843625222863594,-0.701283094790103,21.870014227525743,1.7156389997543648,0.0,-4.500725086054107,-1.468687167088996,7.513747444179714,-0.592193794887308,-1.0769704669990912,12.673187355849791,-0.30867587648459605,-3.1307281017415463,2.35931669747243,-1.1314033929280392,0.1041906312259595,0.26768977561130924
ADI-47054,-3.930942204546689,0.32559572258112013,1.0769704669991,-9.605073816143069,0.0,-18.222733878871725,-1.5237879816796465,-26.46842766336374,-3.196473391878122,0.1753207736975284,-8.740992860062391,6.824987261796572,-1.202199591068755,22.5512606624647,-9.581530740817962,-0.5249604881000227,-41.859788294619975
ADI-47055,0.6511914451622332,0.7513747444179728,-1.4777036640220018,1.803299386603129,0.0,-8.540081787098458,-0.8766038684876314,-9.87306414165215,-2.8023022009564507,0.5009164962786485,-3.3561405250669196,-0.48062937817935847,0.5019183292712093,-7.293344185817077,0.5690411397725406,0.7694077382840039,2.0741950277906263
ADI-47056,-1.37626807352558,-0.1502749488835935,-13.639956193667544,1.8533910362309989,0.0,-5.85988814563304,-0.7764205692319024,-20.364259239712155,-2.9793326817478523,-0.6010997955343758,-3.8370203614944387,-8.654501278371619,-4.908981663530746,-21.59451015457249,-0.3593240999972167,-2.7610517274879065,0.9777890007359176
ADI-47057,1.6192125742207324,-0.22541242332538935,12.072087560315396,-4.007331970229167,0.0,-7.085223014622866,-0.9016496933015663,-43.504597701800535,0.27516521767636704,-0.4007331970229213,-7.007821782938279,-4.058870711957404,9.17879387780993,-17.286628286576075,-2.200693140317526,-0.9657670048252331,-0.4584387773942211
ADI-47058,2.2315829909213747,0.07513747444179586,-1.9986568201518082,11.696400188106416,0.0,-4.108637693485818,-2.1789867588121172,-3.411241339657593,3.2653494101164284,0.12522912406966036,3.4813696491365818,-0.7821811089391062,0.5930851315939236,-16.24973113927932,-0.012689884572395727,-1.9796219932932146,0.8038707932279721
ADI-47059,-2.346793785065458,0.7263289196040379,-13.449607925081722,-5.259623210925795,0.0,-37.1174615494011,-3.1307281017415463,-21.641596305222635,-1.0194387341176778,1.0970071268502384,-3.726818732313127,-3.0624531832987714,-0.6010997955343775,-18.44374539297982,-1.628312557236466,-2.2801718910604034,1.8762328284613083
ADI-47060,0.8878744896539104,1.6029327880916693,-1.5328044786126611,10.569338071479443,0.0,-19.593868934454655,-3.0555906272997504,-26.49848265314047,6.313006404085414,2.5546741310211,17.78754478285478,-5.499923985668367,2.4043991821375084,-13.22920466671907,-0.9377156810336267,-0.31257189367787586,-4.658122682194401
ADI-47061,-2.2678994369015797,0.07513747444179764,-17.68235231863629,1.7031160873474107,0.0,-7.921357353537417,-1.6279786129056077,-24.62505495705831,-10.76729895260749,-1.2021995910687568,-13.058893057984335,-9.630370099205138,-18.70923113600748,-22.531224002613584,2.790438828602918,0.3927185330824603,-4.739070787993025
ADI-47062,-1.9247716369507017,0.4758706714647136,2.4594999967281836,-15.340567698533576,0.0,-13.16695187770934,-0.20036659851145977,-39.121578359362275,-2.2603856894573937,0.45082484665078226,9.317046830782843,-0.712971146369938,2.454490831765373,-4.863899178865651,-65.04367309745152,-0.8896276973908801,-0.7028860275781916
ADI-47063,-10.047132624108976,0.6261456203483107,-11.4860152596694,-19.58583500449511,0.0,-31.220038060980265,-3.5064154739505327,-55.5666669321904,-7.205085482042225,1.7031160873474018,-34.56323824322668,-9.095741922726933,-6.842519339166321,-17.682352318636276,-5.245597549029995,-1.5708741323298376,-8.174155752873482
ADI-47064,-11.199240565549857,-1.2021995910687533,-20.92829121452192,1.941051423079756,0.0,-22.606407858212428,-2.5887364527680514,-14.38632177312276,-5.570014644561052,-2.9554073280440196,-5.860723006460162,-28.902881835277967,-0.35064154739505504,-106.21433387092439,-5.7171269441936285,-2.300208550911547,-9.879676239403029
ADI-47065,0.28802698536023286,-0.9517413429294308,-2.9403798331556743,6.16127290422736,0.0,-8.604553224806025,-5.384852334995459,-12.603059046370745,-2.004734115878712,-2.0537576347424533,-9.317046830782843,-7.03146504156263,-13.800249472476734,-11.88173929172953,-0.5697090284342519,-0.609114459474835,-2.0140850482371864
ADI-47066,-0.9517413429294308,0.025045824813933137,-12.032014240613123,2.003665985114587,0.0,-14.599851344008634,-3.502408141980304,-15.56347553937755,0.13775203647662337,-0.7012830947901065,2.078803459556383,-1.9212652214767516,-19.886384902262307,21.659629299088735,-2.4124138460779623,-1.2663169025924201,-16.07741586455948
ADI-47067,0.11020162918130438,-0.3756873722089864,-3.095663947002052,-7.426087057330953,-0.025,-2.503676978496106,-0.9717780027805762,-8.816130334504194,-0.7548885263109817,0.4758706714647136,-7.914480641202623,-7.601908747524753,-32.65975555736781,29.824568188430703,-6.710277384148769,-2.8011250471901974,-12.958108658933071
ADI-47068,3.3010397104762887,0.551008145906513,2.1238859442214704,1.1020162918130154,0.0,-10.57147197575361,-2.0788034595563865,-43.56971684631676,0.6730787131802103,0.6762372699761752,0.9667688378177957,5.173799517896718,0.2755040729532574,7.4736741244774265,-4.299867204055907,-0.6331584512962074,-17.467960058228996
ADI-47069,-6.773643320928002,0.5760539707204462,-22.726581436162263,7.714114042691172,0.0,-6.698538313296158,-1.9034826858588598,-14.673046375592676,-2.655704568469069,-0.8265122188597669,-5.565182273655772,-28.86531309805705,-1.5277953136498716,-66.33136243721847,-39.512293226459704,-5.1213702579528935,-3.4158497714233675
ADI-47070,5.414907324772187,0.5009164962786485,8.956386953462214,0.2128895109184299,0.0,-7.414883867231481,-2.4043991821375066,-10.193650699270464,8.144253984613272,0.8014663940458355,49.01467916086566,7.94055612770336,0.6010997955343758,23.673313614128944,8.436769574655836,1.2783388985031081,1.5460286741144138
ADI-47071,0.27675636419395033,1.3023828903244787,-6.171291234152918,0.1753207736975284,0.0,-2.310853026457469,-0.6762372699761716,2.384362522286338,-1.4337343271264373,0.9016496933015645,-4.51826679643338,-12.424332040498527,-6.0851335967930105,-45.40808038765945,2.22941235277084,-0.4728651724870421,-2.5294279396086594
ADI-47072,-1.6329877778683937,1.928528510672793,-0.8315213838225617,-12.447774932524382,0.0,-8.695985512871765,-0.701283094790103,-16.695546820967223,-4.536327618993674,6.010997955343775,-16.710574315855638,-9.080363786291183,-2.704949079904699,-18.12315883536146,-9.23155708208462,-2.6288097724703423,-33.34420785788298
ADI-47073,-3.247191187126333,-0.4758706714647154,-22.941975529562043,-3.606598773206265,0.0,-11.668214002181209,-0.8265122188597687,-27.600498944953486,-8.819261062605943,0.0,-16.580336026823225,2.0068718506907786,-1.3214177171830706,4.398046837326518,-1.6042685654150795,-1.6349914438535063,-6.001380358615229
ADI-47074,0.05635310583134867,0.200366598511458,-7.679049887951621,-2.9053156784161587,0.0,-10.433361021717904,-1.2713260675552078,-60.03484207899588,-0.6911763678357694,1.7763568394002505e-15,-0.07012830947901705,-8.997295133991642,-13.324378801012022,16.8608492647393,-0.5743842490661795,-1.3384488780565444,-0.9425244793979104
ADI-47075,-2.1076061580924232,1.0519246421851598,-19.826274922708876,1.602932788091664,0.0,-7.858127535371288,-0.8164938889341951,-13.945515256397556,-16.554552741612,-0.6772391029687324,-39.21675249365531,14.31459053085566,-3.78191954690379,24.389624203807315,0.3566525453504017,0.1282346230473319,0.756584275979268
ADI-47076,-12.715765258033457,1.0018329925572989,-27.36506819170249,-7.150582984377696,0.0,-6.7868274431100595,0.9266955181154977,-34.13765958798833,-38.23456655922983,-0.4758706714647136,-35.40978712193758,4.25851376441868,-16.204648654614246,6.071107934897228,0.22574636765624234,-1.32642688214586,0.734944683340025
ADI-47077,-4.331675401569598,1.1521079414408888,-4.863899178865651,-9.367138480410695,-0.025,-20.704562427197885,-0.20737942945936005,-3.250948060848444,-1.6467629815160514,1.001832992557297,-13.324378801012024,-13.729815047361114,-15.302998961312682,-29.42884415637053,-1.4593367258251266,-2.881271686594779,-1.0098476564977545
ADI-47078,2.737508652162809,-0.07513747444179941,4.142579424224422,6.4492998895875715,0.0,-12.034682584256736,-3.0305448024858173,-15.879052932033119,0.2128895109184228,0.7263289196040397,20.58766799705242,7.597500682357499,0.7353454165370543,-4.132561094298879,-2.7577122841793855,-4.09549327357422,-2.3354730722495702
ADI-47079,-4.5132576314706085,1.4276120143941462,-9.001469438127302,-13.687543260814046,0.0,-16.71607938814978,-0.5740503047353283,-24.043991821375087,-1.5403403253140304,-0.32559572258112013,-6.261456203483071,-10.108294528304594,-3.869079017256272,-19.57080750960675,-0.7493710784328567,1.5468301405084617,-0.21158712802809987
ADI-47081,0.9529936341701273,1.5778869632777361,-10.814787154655974,3.343617612659969,0.0,-6.625330294988174,-1.50475315482106,2.133904274147028,-1.4776005341551297,-3.5565071235783954,13.12401220250058,-11.154363001269616,-32.26302969231513,46.69543578309552,-233.16527491046145,0.7373490825221669,-51.49501728383902
ADI-47082,-4.5808813584682255,3.556507123578397,5.835677181646204,-4.671046327798393,0.0,-16.483116483503814,-1.3023828903244823,-15.202815662056949,-11.256094587877485,-5.960906305715902,-32.77997551647468,-8.740992860062399,3.8570570213455877,-16.97606005888335,-1.9909761005422002,-0.8014663940458355,-7.972987687967979
ADI-47083,-1.4952357413917596,-0.8515580436737018,-13.21417717183067,-1.415089101987185,0.0,-15.763520120141429,-5.478022803303288,-33.160672053646465,-7.426087057330953,-0.5510081459065148,-18.6340936615657,1.8784368610449285,-1.4526578392080864,6.231401213706384,-1.180827153894196,-0.29654256579695826,-5.199913964569385
ADI-47084,0.8991451108201645,0.9266955181154959,-8.210021374007013,18.721754048414454,0.0,-14.081719460900665,-26.24802440500113,-15.854007107219175,-9.574742004092077,0.16229694479428147,-23.132323798147965,12.39768328289653,-3.9321944957873853,50.58254779421782,-0.12155573643028461,0.7293344185817112,0.543394215163076
ADI-47085,-0.34938925615435323,-1.277337065510551,0.33060488754389894,5.48503563425119,0.0,-13.77304692385938,-6.186318729041295,-18.39365374335192,1.1995624130442266,1.1521079414408906,9.347101820559573,-2.435706463154915,-3.1808197513694125,-6.997803453012708,-59.72794723894253,-0.20437393048168673,-7.30296178254566
ADI-47087,3.307301166679771,0.6261456203483107,-6.401712822441084,-10.281311086119238,0.0,-15.302307882072437,-2.479536656579306,-38.26000198576307,9.646333129314492,2.955407328044018,-8.245085528746515,-4.764968170850636,-0.8515580436737,-10.784732164879301,-1.4800412743379798,-0.8415397137481291,-8.574087483502355
ADI-47089,-7.337174379241482,1.2272454158826882,-10.824805484581574,-21.96518836181869,0.0,-31.874318491202878,-25.72206208390855,-49.29519239878172,-0.4045784677737565,4.282836043182435,-4.272817713256863,-6.758319829928219,-36.216262680946215,-7.052904267603338,-4.368659736211518,0.5770558037130016,-16.214466617941312
ADI-47090,-0.42076985687404544,1.1521079414408888,-18.323525433872945,-9.642642553363949,0.0,-7.4655156789500765,-1.9786201603006557,-1.9072896512305562,-2.4137913664427373,2.579719955835035,-7.463655794551855,-4.383993346736489,-28.867817680538458,-7.062922597528868,-6.102498701997337,-1.4666835011038817,-37.263378524767106
ADI-47091,-3.7481076834049816,1.4526578392080776,-11.040199577981397,-15.603548859079876,0.0,-13.977995980688643,-4.408065167252104,-19.535743354867236,-3.3816725335390174,-5.409898159809394,-2.2491150682911325,-0.6386685327552755,0.17532077369752308,-4.3830193424381605,-1.2108821436709203,-0.5690411397725441,-0.899245294119428
ADI-47092,1.3624928698779186,1.302382890324484,7.368481660258922,-2.2416013208469607,0.0,-2.4225523959626436,0.018032993866032854,3.1006731119648236,-0.9279756380504267,0.9517413429294308,-2.4995733164304568,-4.421033338766875,-34.26268834545948,-2.885279018565001,-0.7901122867968589,0.9817963327061481,-1.4041691223683017
ADI-47093,4.128804220576747,0.0,4.222726063629011,5.685402232762641,0.0,-12.133154290376737,-17.832627267519847,3.776910381941036,8.478011699516106,-0.32559572258112013,38.09469954199113,-7.312014709769301,-4.703605900056502,-49.81614555491147,-38.979318074419226,-3.1096896088978454,0.2757044395517667
ADI-47094,-6.445543015865496,-1.9285285106727983,-15.122669022652389,-15.528411384638062,0.0,-25.712117963834284,-6.8144680153747235,-42.23226980125271,-1.361866724257574,-9.116680232271381,-1.0769704669990858,0.21639592639237293,-1.076970466999093,15.43323725034513,-2.7330004036963,-0.6932684308496473,-11.085081696047961
ADI-47095,1.3274287151384243,0.5760539707204444,9.29200100596897,2.91783859082312,0.0,-9.137978459594635,-0.27550407295325563,-10.283815668600525,-0.9318741107167305,-0.100183299255729,-1.943556005561149,0.5948383393308987,1.0519246421851598,-3.9121578359362417,-1.751204070990152,-1.0779722999916501,-2.187201789351086
ADI-47096,0.37193049848690407,-1.728161912161335,11.731464342845882,-3.2810030506251486,0.0,-10.156920033879885,-2.8552240287882906,-33.79182683895756,-2.2629492032912957,-2.6047657806489664,-1.0719613020362928,8.985495767634866,-3.2559572258112084,28.79268020609669,-1.5441585858616396,-0.5650338078023136,-0.11621262713664748
ADI-47097,-2.029964101169213,0.4758706714647154,7.59890324854706,-1.678070262533467,0.0,-7.628139432512576,-7.188151721598588,1.5277953136498468,-3.1463817422502487,0.30054989776719054,-12.923645603989115,-12.452784097487175,-5.610264758320852,-33.982175107543455,-2.039064084184954,0.3205865576183342,-12.709654076778875
ADI-47098,4.972848516806273,-1.1020162918130243,-10.243742348898365,-7.113014247156805,0.0,-7.718323667861817,1.3334397130937603,-16.705565150892923,13.216403467369737,0.551008145906513,-0.16530244377193526,-14.244812862924036,0.0,-35.349677142384145,-2.709624300536632,2.8612350267436373,-9.08862890847977
ADI-47099,-6.491877791771273,-1.3274287151384154,-7.37849999018448,-13.224195501756299,0.05,-12.795738503266264,-3.1748087534140677,-28.60734110247354,0.8673663789827231,-0.4257790218368527,40.8848044262632,-26.373698788178597,-8.043717097242519,-66.11596834381865,-44.253634835902545,0.036065987732062155,-10.770906869581992
ADI-47100,-9.482349274554792,-1.402566189580213,-8.645818725769487,-34.1124133965759,0.025,-8.63298546292458,-16.78070262533469,-2.0587667997052392,-26.663593957723023,-2.3042158828817794,-64.1273298535925,-7.600856822882562,1.5838979612330828,-9.69774336795463,-216.0766756120808,-0.8695910375397329,23.576736913646386
ADI-47102,4.079964862189577,0.3506415473950515,2.9303615032300883,2.7299949047186303,-0.025,-8.671192072907878,-2.9814549858505117,-28.952973484905826,-1.9582446451726199,-0.05009164962786272,6.151254574301802,18.020303981458916,0.8766038684876314,55.1158420855396,-0.5443292592894622,-0.6772391029687324,-2.1447240704666566
ADI-47103,0.0726328919604029,-0.0500916496278645,-11.435923610041513,-0.9517413429294308,0.0,-8.020215764958785,-1.7031160873474,-12.272454158826875,-4.442569086436556,-1.9285285106727912,-7.3684816602589365,-5.163836845359626,-23.79553723922087,-10.018329925572957,-17.180767933695904,-2.3442892025840685,-2.86444089231982
ADI-47104,-2.3480460763061615,-0.2755040729532574,-11.090291227609256,-8.728469947655427,0.0,-9.114040787656378,-5.510081459065123,-10.419063122595858,-3.5236528945577668,-1.3775203647662817,1.3374470450639748,-8.767040517868889,-18.133177165287037,-10.604402226218966,-40.88213287161639,-10.919979618874514,-5.658352741963604
ADI-47105,-1.639249234071869,-1.928528510672793,3.7418462272015205,-6.16127290422736,0.025,-9.11867888909153,-1.7532077369752628,-28.63238692728747,-2.505472999608834,-3.8770936811967296,7.448628299663525,-3.4636705996014214,1.6279786129056042,-14.145881854908986,-1.1734803786154426,-0.25646924609466737,1.234258246830592
ADI-47106,8.248842402468625,-0.551008145906513,-11.951867601208491,0.9642642553363956,0.0,9.049563385061674,-5.6603564079487185,-0.12522912406966213,-4.192370523954512,-1.4276120143941462,3.957240320601322,-13.81584619065633,-3.1808197513694143,-50.63764860880845,4.030040184727142,0.4929018323381893,-6.576031763146087
ADI-47107,-2.0049182763552835,0.4758706714647136,-9.297010170931657,-5.535127283879053,0.0,-17.6683683997818,-1.5528411384638066,-38.64570768789764,-5.511890324190567,0.45082484665078226,-5.650338078023111,5.613821265444429,-4.648505085465848,17.83262726751984,-2.1893390330685403,0.26448391003512484,-7.673239256594835
ADI-47109,-0.7901957728795637,2.4294450069514397,-6.316557018073766,-13.649974523593144,0.0,-12.952515733591934,-2.955407328044016,-45.58340116135692,-1.349427297933321,1.3594873709002506,-3.862066186308354,-5.6916636889661305,3.45632382432267,-26.25804273492672,-2.5099255906868745,-1.55484480444892,-6.555995103294945
ADI-47111,0.6875078911424417,-0.025045824813933137,1.1070254567758155,10.894933794060574,0.0,-6.942435845940352,-0.6511914451622403,-11.090291227609242,-2.312205500997422,-1.9024808528663026,-4.342946022735845,1.2318093217376678,-4.959073313158608,0.265485743027682,-0.5897456882853973,-0.320586557618336,-1.6510207717344247
ADI-47112,-1.6192125742207182,-0.8014663940458391,-8.635800395843901,-12.973737253616967,0.0,-10.662749365025888,-2.3793533573235752,-10.732636849266271,-3.529516564131857,-0.1502749488835935,-11.355776970636938,-5.434804841152136,-7.914480641202632,1.5277953136498823,0.7660682949754758,0.10819796319618824,1.0972074934487601
ADI-47113,-0.1941051423079756,-0.45082484665078404,6.897620153756975,-3.3310947002530042,0.0,-3.4512358113928734,-2.306219548866892,-5.389661133359709,-1.6555142873627986,-0.4257790218368509,-3.892121176085098,-2.0725420033529076,-3.3561405250669356,-5.154430746707277,-4.469510924128951,1.5388154765680042,-21.442431906302303
ADI-47114,0.37193049848690407,-1.2272454158826829,6.742336039910597,2.07880345955639,0.0,-11.408424222018972,-7.914480641202626,-14.481495907415663,4.547437815922567,-2.75504072953256,41.1552993342537,-6.824987261796565,-6.010997955343768,-15.00745822850827,0.18366938196884064,0.8495543776885874,-0.6852537669091916
ADI-47116,-2.8051323791604332,0.45082484665078404,-4.9390366533074825,-1.9034826858588616,0.0,-8.258224953764305,-0.9337083490633997,-9.767871677433604,-6.342685706489924,0.3756873722089864,-14.145881854908978,-14.076783207116783,-20.963355369261393,-21.434216875763326,-2.7744095007220047,-0.12422729107710317,-11.464976766825686
ADI-47117,18.556451604642504,-0.35064154739505327,1.928528510672777,-6.161272904227374,0.025,-11.696585309420257,-2.6127804445894256,-27.49029731577214,-4.275044008795881,-2.6047657806489664,4.327918527847501,50.228126604169034,-2.003665985114587,-100.68922491697083,0.9243579077995321,-1.7031160873474018,-1.912298816193367
ADI-47118,2.2365921558841606,0.100183299255729,19.766164943155403,2.4920595689862637,0.0,-10.452701591922885,-2.5296283062071705,-6.111181254599487,-5.738624610492252,-7.638976568249374,-12.69823318066372,8.507665956095806,-1.4526578392080776,14.511550897192436,-0.501584384940351,-0.6051071275046045,2.151937268013068
ADI-47119,0.8891267808945997,-0.1502749488835935,-4.327918527847515,15.102632362801216,0.0,-13.997202417828358,-3.2559572258112084,-21.940142537004746,1.3882016724075186,0.25045824813932427,11.866711796841159,2.5233668500036828,14.977403238731561,-11.230547846567305,-2.5339695825082487,0.060109979553439885,0.5786587365010973
ADI-47120,2.9904714827835335,-1.602932788091671,1.1771537662548326,24.11912929581688,0.0,-13.805173481635162,-4.91098532951586,-31.948454132652117,8.801876313617441,-1.502749488835942,20.607704656903564,0.5847198261060633,-4.007331970229179,15.157733177391883,-0.11287318382812117,-0.4929018323381893,1.6077415864559441
ADI-47121,-5.513838332787216,-0.20036659851145977,-21.905078382265216,-19.49817461764635,0.0,-22.53251482589244,-7.263289196040391,-37.26818732313137,1.712869226186715,0.025045824813933137,-16.024318715953925,-14.191548742153067,-12.34759163326866,-30.771300366397313,-1.856062590877821,-0.9737816687656906,-0.7125036243067484
