id,condition,n_features,max_abs_diff,median_rel_diff,corr_coef
ADI-45469,B,70,0.4007331970229213,0.0014165826119363978,0.9999932675998152
ADI-45469,C,112,3.552713678800501e-15,0.0,1.0
ADI-45469,M,70,0.0,0.0,1.0
ADI-47060,B,70,0.32058655761833244,0.0017729199706122318,0.999993365396276
ADI-47060,C,112,3.552713678800501e-15,0.0,1.0
ADI-47060,M,70,0.0,0.0,1.0
ADI-47313,B,70,3.552713678800501e-15,0.0,1.0
ADI-47313,C,112,2.842170943040401e-14,0.0,0.9999999999999998
ADI-47313,M,70,0.0,0.0,1.0
