id,generator,extraction_status,error,delta_E_total,delta_E_per_residue,CA_RMSD_pre_post,all_heavy_RMSD_pre_post,VH_CA_RMSD,VL_CA_RMSD,interface_CA_RMSD,initial_force_RMS,initial_force_q95,initial_force_max,final_force_RMS,final_force_q95,clash_relief_fraction,severe_clash_count_before,severe_clash_count_after,E_before,E_after,n_residues,min_HL_atom_distance_before,GENERATOR_GEOMETRY_ARTIFACT_DOMINATED_flag
ADI-45428,esmfold,SUCCESS,,-732643.5762515278,-3052.681567714699,0.6369620447102708,0.890154416128857,0.6523775163241033,0.6185642811861447,0.57563552274162,1843885.4377577612,3338.318276108232,83994965.38123457,9.188668197073659,16.020925247435876,0.015112037519541427,1919,1890,708642.5985128062,-24000.977738721504,240,1.9498999974357663,0.0
ADI-45429,esmfold,SUCCESS,,-150541.84295613025,-648.8872541212511,0.6789374982121738,0.8911981082195556,0.6595041724965376,0.7009579703326282,0.5975219898521991,422934.1860088969,3373.864605445222,17728424.41774258,9.263600951264298,18.40044116667685,0.015037593984962405,1862,1834,123943.0505565458,-26598.792399584454,232,2.573148460544008,0.0
ADI-45430,esmfold,SUCCESS,,-81210.10939214073,-347.05174953906294,0.5941374534556206,0.8002474825753134,0.6100897828525446,0.5765666204400058,0.5818826633849823,124458.88079348706,3334.5845652343264,5249115.282974149,8.81908452151484,15.140830017035752,0.019311064718162838,1916,1879,58271.41518049913,-22938.694211641603,234,2.4208430349776906,0.0
ADI-45433,esmfold,SUCCESS,,-34071.933540680075,-145.6065535926499,0.5637865281644656,0.8170068455025595,0.623781602928161,0.48737978298334306,0.5303231955872519,7895.1460190396,3313.283405418201,233844.3659430421,9.92717525200563,20.03121543191478,0.01967892283790782,1931,1893,6950.021948495092,-27121.911592184984,234,2.5721442416785263,0.0
ADI-45435,esmfold,SUCCESS,,-37916.083744845,-158.64470186127613,0.722863601628122,0.9556955312345067,0.7577367824901746,0.6818786063145451,0.6643280618169551,14202.397987195403,3291.7385539424017,596970.4063098156,30.79229111342286,57.76643933461242,0.013636363636363636,1980,1953,12734.576887831878,-25181.50685701312,239,2.6265669608825895,0.0
ADI-45438,esmfold,SUCCESS,,-34678.09338123603,-150.12161636898713,0.7179719723266218,1.0016179811139863,0.713052253730856,0.7236314889427644,0.7624395114029331,4406.684883850084,3466.3393490184353,137564.50773725158,15.302370211024197,27.851582738598626,0.023936170212765957,1880,1835,11555.892346967039,-23122.201034268994,231,2.756982408358821,0.0
ADI-45439,esmfold,SUCCESS,,-51990.04807303868,-228.02652663613455,0.6756257954975251,1.010313458424836,0.6862052959743327,0.6634588384818721,0.6240128427446406,29895.190471910482,3432.76916546594,1019909.2605400321,11.58268184131461,23.60856077993897,0.022641509433962263,1855,1813,29168.565867357793,-22821.482205680884,228,2.671402815001886,0.0
ADI-45440,esmfold,SUCCESS,,-36872.73604689192,-160.31624368213878,0.7422117264429664,0.9732119366923387,0.792989580425625,0.6835976128918134,0.7230912968304299,9613.000141452021,3324.7543553669493,380253.886633274,14.61986922833395,27.499581105769597,0.02521459227467811,1864,1817,12493.797171835848,-24378.938875056072,230,2.763754873356174,0.0
ADI-45442,esmfold,SUCCESS,,-33846.47815689884,-147.15860068216887,0.629678715899058,0.8868779368408369,0.6472684295466598,0.6091982617025674,0.5156344091634564,5931.16039558639,3353.347466783146,154871.07405416603,9.649357571910999,18.305410151560185,0.016875340228633642,1837,1806,8149.899721652215,-25696.57843524663,230,2.686831777391357,0.0
ADI-45447,esmfold,SUCCESS,,-33599.08167516213,-146.72088067756388,0.6971602767566019,0.9671287551614876,0.6852990093565158,0.7102140313247101,0.5931097705338516,3703.665407080049,3493.2460798020593,75818.36476130382,21.323074873156283,29.541324776803247,0.02617801047120419,1910,1860,9259.128507716001,-24339.95316744613,229,2.4185075976725816,0.0
